BOOK_ID,TITLE,AUTHOR,AUTHOR_ID,PUBLISHER,YEAR,#LIBRARIES,ABSTRACT,YEAR_CLEAN,GENRE,GENRE2,NOTES,HATHI_ID
rh_4330,The Catacombs,"Harris, Jesse",1556,Random House,1992,57,Teenage McKenzie Gold uses her psychic powers to fight a hideous flesh-eating thing that lurks beneath Idlewood Amusement Park.,1992,YA,FAN,,
rh_4530,Little Nina And The Radio,Nadja,2670,Random House,1992,51,Little Nina rescues three tiny mice that Toby had stolen and hidden in his radio.,1992,YA,,,
rh_4770,Famous For Five Minutes,"Clark, M D",673,Random House,1992,43,Peter learns first hand about sexism when he disguises himself as a girl to win a part in the school rock musical. Suggested level: secondary.,1992,YA,,,
rh_4797,Outer Face,"Harris, Christine",1555,Random House,1992,42,"Close encounters with people speaking in code, walking through mirrors, dropping in from outer space, coming back from the dead and turning into animals feature in this collection of fourteen short stories. Suggested level: primary, intermediate.",1992,YA,,,
rh_4831,Leftover Dreams,"Allen, Charlotte Vale",52,Random House,1992,42,,1992,YA,,,
rh_4860,Mr Plunkett'S Pool,"Rubinstein, Gillian",3136,Random House,1992,41,"It's hot, and Mr Plunkett won't share his swimming pool with the neighbouring children, but the invention of the Vintoopling machine makes him change his mind. Suggested level: junior.",1992,YA,,,
rh_5219,Marvin Redpost Kidnapped At Birth? V1,"Sachar, Louis",3156,Random House,1992,32,Red-haired Marvin is convinced that the reason he looks different from the rest of his family is that he is really the lost prince of Shampoon.,1992,YA,,,
rh_5284,The Scarlet Letter,"Hawthorne, Nathaniel",1603,Random House,1992,788,"In 18th century Boston, a Puritan girl is condemned to wear the letter ""A"" for bearing an illegitimate daughter.",1992,LIT,,,
rh_5302,The Moonstone,"Collins, Wilkie",718,Random House,1992,31,,1992,DET,,,
rh_5330,Working The Cats,"Parsons, Graeme",2817,Random House,1992,29,,1992,YA,,,
rh_5358,Magic Tree House #1 Dinosaurs Before Dark,"Osborne, Mary Pope",2781,Random House,1992,29,"Eight-year-old Jack and his younger sister Annie find a magic treehouse, which whisks them back to an ancient time zone where they see live dinosaurs.",1992,YA,FAN,,
rh_5508,Garry Keeble'S Kitchen,"Broome, Errol",454,Random House,1992,26,,1992,YA,,,
rh_5700,"Frankenstein, Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",3291,Random House,1992,628,"At this challenge, Mary Shelley began work on the 'ghost story' that was to evolve into the most celebrated horror novel in literary history. Frankenstein was published the next year and become the rage of London. In the generations since, the story of Victor Frankenstein and the monster he created has been read by millions all over the world. It has inspired hundreds of imitations, but it has never been equaled for its masterful manipulation of the elements of horror and suspense.",1992,LIT,SCI,,
rh_5728,Junie B Jones And The Stupid Smelly Bus (Jbj #1),"Park, Barbara",2810,Random House,1992,23,"In her own words, a young girl describes her feelings about starting kindergarten and what she does when she decides not to ride the bus home.",1992,YA,,,
rh_5828,The Old Man In The Park,"Pearce, Margaret",2841,Random House,1992,21,"After an encounter with an old man in the park, Chris and his friends realise they can have fun without money or fancy toys. Suggested level: primary.",1992,YA,,,
rh_6091,The Pelican Brief,"Grisham, John",1469,Random House,1992,19,,1992,DET,,,
rh_6118,The Genesis Web,"Brennan, C M",426,Random House,1992,18,,1992,SCI,,,
rh_6341,Anastasia On Her Own,"Lowry, Lois",2272,Random House,1992,15,"Her family's new organized schedule for easy housekeeping makes thirteen-year-old Anastasia confident that she can run the household while her mother is out of town, until she hits unexpected complications.",1992,YA,,,
rh_6362,Dinosaurs Before Dark #1,"Osborne, Mary Pope",2781,Random House,1992,15,"Eight-year-old Jack and his younger sister Annie find a magic treehouse, which whisks them back to an ancient time zone where they see live dinosaurs.",1992,YA,FAN,,
rh_6528,Baseball Ballerina,"Cristaldi, Kathryn",813,Random House,1992,1399,A baseball-loving girl worries that the ballet class her mother forces her to take will ruin her reputation with the other members of her baseball team.,1992,YA,,,
rh_6593,The English Patient,"Ondaatje, Michael",2775,Random House,1992,13,"Michael Ondaatje's three previous novels have each been met with the highest praise: for their startling narrative inventiveness, the richness of their imagery and emotion, and the spellbinding quality of their language. When In the Skin of a Lion was published in 1987, Carolyn Kizer, writing in The New York Times Book Review, called Ondaatje ""a beautiful writer ... brilliantly gifted."" And Tom Clark wrote in the San Francisco Chronicle that ""Ondaatje handles fiction with the deceptive touch of a magician."" Now, with The English Patient, he gives us his most stunningly original and lyric novel yet. During the final moments of World War II, in a deserted Italian villa, four people come together: a young nurse, her will broken, all her energy focussed on her last, dying patient, a man in whom she has seen something ""she wanted to learn, to grow into and hide in"" ... the patient: an unknown Englishman, survivor of a plane crash, his mind awash with a life's worth of secrets and passions ... a thief whose ""skills"" have made him one of the war's heroes, and one of its casualties ... an Indian soldier in the British army, an expert at bomb disposal whose three years at war have taught him that ""the only thing safe is himself."" Slowly, they begin to reveal themselves to each other, the stories of their pasts and of the present unfolding in scene after haunting scene, taking us into the Sahara, the English countryside, down the streets of London during the Blitz, into the makeshift army hospitals of Italy, and through the battered gardens and rooms of the villa. And with these stories, Ondaatje weaves a complex tapestry of image and emotion, recollection and observation: the paths and details of four diverse lives caught and changed and now inextricably connected by the brutal, improbable circumstances of war.",1992,LIT,,,
rh_6976,Hatchet,"Paulsen, Gary",2834,Random House,1992,11,,1992,YA,,,
rh_7025,The Big Sleep,"Chandler, Raymond",634,Random House,1992,10,,1992,DET,,,
rh_7136,The Road To Omaha,"Ludlum, Robert",2279,Random House,1992,10,,1992,YA,,,
rh_7172,The Trial,"Kafka, Franz",1918,Random House,1992,9,,1992,DET,,,
rh_7507,The Children Of Men,"James, P D",1844,Random House,1992,8,"In the year 2021, no babies have been born for 26 years due to male infertility. Society is crumbling and giving way to strange faiths and cruelties: prison camps, mass organized euthanasia, and roving bands of thugs. An Oxford historian and cousin of the all-powerful Warden of England, is drawn into the plans of an unlikely group of revolutionaries.",1992,FAN,,,
rh_7551,Salamandastron,"Jacques, Brian",1833,Random House,1992,7,,1992,FAN,,,
rh_7568,The Young Indiana Jones Chronicles,"Stine, Megan",3507,Random House,1992,7,"In Egypt in 1908, nine-year-old Indiana Jones meets Lawrence of Arabia and encounters a mystery involving a mummy's curse and a murdered guard at an archeological dig.",1992,YA,FAN,,
rh_7656,The Young Indiana Jones Chronicles Safari Sleuth,"Singer, A L",3351,Random House,1992,7,"While visiting President Theodore Roosevelt's safari camp in British East Africa in 1909, Indy helps track down an oryx that has mysteriously disappeared.",1992,YA,FAN,,
rh_8047,Mirror Image,"Brown, Sandra",471,Random House,1992,6,3 Complete Novels: Mirror Image -- Best Kept Secrets -- Slow Heat in Heaven.,1992,DET,,,
rh_8199,Como Agua Para Chocolate,"Esquivel, Laura",1071,Random House,1992,5,,1992,ROM,DET,,
rh_8389,The Midnight Circus,"Collington, Peter",712,Random House,1992,420,A young boy's favorite mechanical horse comes to life and carries him to a circus for a night of adventure and stardom.,1992,FAN,,,
rh_8522,Dinotopia Thunder Falls,"Ciencin, Scott",664,Random House,1992,4,,1992,FAN,,,
rh_8654,The Talented Mr Ripley,"Highsmith, Patricia",1671,Random House,1992,4,Tom Ripley goes to Italy to coax Dickie Greenland back to his wealthy father but murders the young man and impersonates him.,1992,DET,,,
rh_8716,The General'S Daughter,Demi,893,Random House,1992,4,,1992,DET,,,
rh_8773,Cleversticks,"Ashley, Bernard",124,Random House,1992,4,"Wishing he had something to be clever at like each of the other children in his class, Ling Sung unexpectedly and happily discovers the others admire his prowess with chopsticks.",1992,YA,,,
rh_8905,The Nutcracker Ballet,"Hautzig, Deborah",1596,Random House,1992,4,A little girl helps break the spell on her toy nutcracker and changes him into a handsome prince.,1992,FAN,,,
rh_8927,Superfudge,"Blume, Judy",343,Random House,1992,4,,1992,YA,,,
rh_9374,Bloodline,"Sheldon, Sidney",3289,Random House,1992,3,,1992,LIT,,,
rh_9781,The Delaney Christmas Carol,"Hooper, Kay",1733,Random House,1992,2,,1992,YA,,,
rh_2577,Hollywood Hound,"Sharmat, Marjorie Weinman",3270,Random House,"2000, 1993",198,"Fred enters his mean-looking but sweet dog in a Hollywood contest that could lead to a movie contract, fame, and fortune.",1993,YA,,,
rh_3105,Spider Kane And The Mystery At Jumbo Nightcrawler'S,"Osborne, Mary Pope",2781,Random House,"1999, 1993",145,Lieutenant Leon Leafwing and Detective Spider Kane investigate the mysterious disappearance of Leon's mother and members of the Order of the Moth.,1993,DET,,,
rh_5155,A Spanish Lover,"Trollope, Joanna",3676,Random House,"1996, 1993",33,,1993,YA,LIT,,
rh_869,The Blue Afternoon,"Boyd, William",390,Random House,"1995, 1993",696,"In 1936, an elderly doctor travels to Lisbon to find the love of his life. He is Dr. Salvador Carriscant of Los Angeles, who as a young man worked in the Philippines when it was a U.S. colony. Tired of his wife, he developed a liaison with the wife of an American officer, quelling a rebellion, and the two planned to flee abroad to start life anew. While she succeeded, he failed and for 30 years they have not seen each other. By the author of A Good Man in Africa.",1993,ROM,,,
rh_4362,Tales Of The Wild West,"Price, B Byron",2940,Random House,"1995, 1993",56,,1993,WEST,,,
rh_2930,A Tidewater Morning,"Styron, William",3539,Random House,"1994, 1993",163,A collection of three stories in which Paul Whitehurst reflects back on events from his youth in Virginia during the Great Depression and World War II.,1993,LIT,,,
rh_4935,Crossing The River,"Phillips, Caryl",2886,Random House,"1994, 1993",952,"The story of three different members of the same African American family, one a missionary to Liberia in the 1830s, one a freed slave settling in the ""wild West"", and one an American GI stationed in England during WWII.",1993,LIT,,,
rh_6169,Jubilee,"Mccrum, Robert",2464,Random House,"1994, 1993",17,"Sam Gilchrist, half English, half American, tries to untangle a web of intrigue spanning his two countries and their governments at risk of betraying his lover and the memory of his father.",1993,DET,,,
rh_7971,Hotel Pastis,"Mayle, Peter",2436,Random House,"1994, 1993",6,,1993,ROM,,,
rh_41,Mummies In The Morning,"Osborne, Mary Pope",2781,Random House,1993,2899,"Jack and his younger sister take a trip in their tree house back to ancient Egypt, where they help a queen's mummy continue her voyage to the Next Life.",1993,YA,FAN,,
rh_48,Junie B Jones And Her Big Fat Mouth,"Park, Barbara",2810,Random House,1993,2850,"When her kindergarten class has Job Day, Junie B. goes through much confusion and excitement before deciding on the ""bestest"" job of all.",1993,YA,,,
rh_55,The Knight At Dawn,"Osborne, Mary Pope",2781,Random House,1993,2693,"Eight-year-old Jack and his younger sister Annie use the magic treehouse to travel back to the Middle Ages, where they explore a castle and are helped by a mysterious knight.",1993,YA,FAN,,
rh_142,Degree Of Guilt,"Patterson, Richard North",2826,Random House,1993,2141,"When a celebrated television journalist is on trial for the murder of a famous author, the defence attorney is faced with an inescapable dilemma of ethics and emotion, as the secrets of his own life become intertwined with the murder trial itself.",1993,DET,,,
rh_247,The Crocodile Bird,"Rendell, Ruth",3015,Random House,1993,1687,"In The Crocodile Bird, Ruth Rendell weaves a mesmerizing story of the obsessive love between a mother and a daughter and its connection to a series of deaths near a remote English manor, magnificent in its hilltop isolation. Liza lived in the gatekeeper's cottage at Shrove House until the day the police took her mother away forever. Liza, who has grown up completely sheltered from the outside world, finds refuge with a young drifter. Each night she tells him a little more about her life: her mother's obsession with Shrove House and her mysterious claim to it, her mother's aversion to the modern world and her fierce desire to shelter Liza from its depredations. And, finally, Liza tells him of the men who came to Shrove House and never left alive. In England and increasingly in America, Ruth Rendell's devoted fans eagerly anticipate her every excursion into the shadow of the human psyche. The Crocodile Bird is the most chilling and powerful novel of her career and will establish her everywhere as today's unrivaled master of psychological suspense.",1993,YA,DET,,
rh_249,Creatures Of The Kingdom,"Michener, James A",2545,Random House,1993,1674,"A collection of short stories about animals taken from the novels ""Hawaii"", ""Centennial"", ""Alaska"", ""Chesapeake"", and ""Texas.""",1993,LIT,,,
rh_383,The Stranger,"Camus, Albert",556,Random House,1993,1174,"When a young Algerian named Meursault kills a man, his subsequent imprisonment and trial are puzzling and absurd. The apparently amoral Meursault--who puts little stock in ideas like love and God--seems to be on trial less for his murderous actions, and more for what the authorities believe is his deficient character.",1993,LIT,,,
rh_482,Haveli,"Staples, Suzanne Fisher",3457,Random House,1993,955,"Having relented to the ways of her people in Pakistan and married the rich older man to whom she was pledged against her will, Shabanu is now the victim of his family's blood feud and the malice of his other wives.",1993,YA,,,
rh_621,Birdsong,"Faulks, Sebastian",1110,Random House,1993,847,"A tale of love and war early this century. The protagonists are Stephen Wraysford, a British businessman, and Isabelle Azaire, a married Frenchwoman. They meet in 1910, she elopes with him, gives birth to his child, then remorse sends her back to her husband. But World War I will bring them together when he returns to France as an officer in the British army.",1993,LIT,,,
rh_666,Exposure,"Harrison, Kathryn",1570,Random House,1993,798,"Ann Rogers appears to be a happily married, successful young woman. A talented photographer, she creates happy memories for others, videotaping weddings, splicing together scenes of smiling faces, editing out awkward moments. But she cannot edit her own memories so easily--images of a childhood spent as her father's model and muse, the subject of his celebrated series of controversial photographs. To cope, Ann slips into a secret life of shame and vice. But when the Museum of Modern Art announces a retrospective of her father's shocking portraits, Ann finds herself teetering on the edge of self-destruction, desperately trying to escape the psychological maelstrom that threatens to consume her.",1993,LIT,,,
rh_696,A Tale Of Two Cities,"Dickens, Charles",910,Random House,1993,771,"Presents Dickens' classic novel of love, courage, and sacrifice set against the cataclysmic events of the French Revolution. During the French Revolution a sissolute English lawyer goes to th eguillotine to save a French aristocrat, husband of the woman he loves.",1993,HIST,,,
rh_768,I'Ll See You In My Dreams,"Jukes, Mavis",139,Random House,1993,738,A girl preparing to visit her seriously ill uncle in the hospital imagines being a skywriter and flying over his bed with a message of love.,1993,YA,,,
rh_855,Night Of The Full Moon,"Whelan, Gloria",3861,Random House,1993,664,"In 1840, Libby, living with her family on the Michigan frontier, finds herself inadvertently caught up in the forced evacuation of a group of Potawatomi Indians from their tribal lands.",1993,HIST,,,
rh_885,Joshua T Bates Takes Charge,"Shreve, Susan",3316,Random House,1993,646,"Eleven-year-old Joshua, worried about fitting in at school, feels awkward when the new student he is supposed to be helping becomes the target of the fifth grade's biggest bully. Sequel to ""The Flunking of Joshua T. Bates.""",1993,YA,,,
rh_937,Grandma Essie'S Covered Wagon,"Phillips, David L.",139,Random House,1993,631,Grandma Essie describes how her family left Missouri by covered wagon looking for a better life and lived in Kansas and Oklahoma before returning to Missouri.,1993,WEST,,,
rh_970,Nicholas Nickleby,"Dickens, Charles",910,Random House,1993,594,"When his father suddenly dies, Nicholas Nickleby is sent by his uncle to Dotheboys Hall to work as a teacher, but when Nicholas discovers that the headmaster, Wackford Squeers, maliciously bullies the students, he must decide whether to stay, or leave and allow his uncle to cut off support for his family.",1993,YA,,,
rh_991,A Lesson Before Dying,"Gaines, Ernest J",1263,Random House,1993,588,"A Lesson Before Dying is set in a small Cajun community in the late 1940s. Jefferson, a young black man, is an unwitting party to a liquor store shootout in which three men are killed; the only survivor, his is convicted of murder and sentenced to death. Grant Wiggins, who left his hometown for the university, has returned to the plantation school to teach. As he struggles with his decision whether to stay or escape to another state, his aunt and Jefferson's godmother persuade him to visit Jefferson in his cell and impart his learning and his pride to Jefferson before his death. In the end, the two men forge a bond as they both come to understand the simple heroism of resisting--and defying--the expected.--Cover.",1993,LIT,,,
rh_1035,Theory Of War,"Brady, Joan",408,Random House,1993,556,"The narrator of this searing novel is the granddaughter of a slave. Her grandfather, Jonathan Carrick, was a white man. He was sold just after the Civil War to a struggling Kansas tobacco farmer - a common enough practice in those days when black slaves were no longer legal and the children of destitute soldiers were being marketed. You could pick up a white kid cheap, and Jonathan, only four years old, went for fifteen dollars. Woven together from his coded diaries and from memories of the embittered family, the harrowing story that emerges is that of a child denied his past, ""bound out"" to a brutish man (whose justification is ""You get you an animal, you got to break him""), trussed and staked to the floor of the sod hut to keep him from running away, worked endlessly at planting, harvesting, picking off tobacco worms by hand, wrapping tobacco plugs (while the other children go to school), and - the ultimate humiliation - bullied by the soft, resentful son of the family, George Stoke. Through it all the anger burns, yet the fire forges an uncanny strength in the child. He bides his time. And then the railroad roars through the prairie, stopping at Sweetbrier, Kansas, and provides escape - freedom in the rough boomtown of Denver and a ferociously dangerous career as brakeman, astride the cars on the TransContinental Mogul heading into the Rockies. In the railroad yards, College, a gabby fellow runaway of sorts, befriends the helpless young man; in a bar in Cheyenne a fire-and-brimstone preacher fights for his soul; in a windswept farmhouse in Maine he finally gets the education that had been withheld. Jonathan survives - survives his ""idyll with God,"" his education, his uneasy marriage. But the rage keeps breaking through, and always it is George Stoke, now a fat ""cobra of a politician,"" known as the ""fearless liberal"" senator from Kansas, who is the target. The strategies of war - fueled by hatred - are what keep Jonathan Carrick in fighting trim. But as Joan Brady makes devastatingly clear in this brilliant and disturbing novel, the cost of slavery to flee human spirit is overwhelming, and her account of one man as victim leaves, in the mind of the reader, an enduring scar.",1993,LIT,,,
rh_1050,Across The Bridge,"Galant, Mavis",139,Random House,1993,581,"The first four of the eleven stories in this book are connected, following the fortunes of the Carette family. In ""1933"" their widowed mother teaches Berthe and Marie to conceal the fact that she was a seamstress, and to say instead that she was ""clever with her hands."" In ""The Chosen Husband"" the luckless suitor, Louis, has to undergo the front-parlor scrutiny of Marie's mother and sister: ""But then Louis began to cough and had to cover his mouth. He was in trouble with a caramel. The Carettes looked away, so that he could strangle unobserved. 'How dark it is, ' said Berthe, to let him think that he could not be seen."" Almost all of the other stories take place in the Paris Mavis Gallant knows so well. ""Across the Bridge,"" the title story, begins with the narrator's mother throwing her reluctant daughter's wedding invitations into the Seine. ""I watched the envelopes fall in a slow shower and land on the dark water and float apart. Strangers leaned on the parapet and stared, too, but nobody spoke."" A master of contemporary prose - elegant, concise, finely textured - Mavis Gallant never relaxes the tension between detachment and compassion, understanding and mystery, memory and truth. She constantly surprises the reader with her quicksilver perceptions of the moments when people's illusions are revealed and their lives change irrevocably as they form new, necessary illusions. With irony and an unfailing eye for the telling detail, she weaves stories of such intricate simplicity and spare complexity that critics have rightly compared her with Henry James and Anton Chekhov. Across the Bridge is a vintage collection by one of the best short-story writers in the world.",1993,LIT,,,
rh_1076,Pecked To Death By Ducks,"Cahill, Tim",531,Random House,1993,575,"In his latest tour of the earth's remote, exotic, and dismal places, the author of Road Fever and A Wolverine Is Eating My Leg sleeps with a grizzly bear, witnesses demonic possession in Bali, and survives a run-in with something called the Throne of Doom in Guatemala. Vivid and outrageously funny.",1993,LIT,,,
rh_1126,The Promise Of Light,"Watkins, Paul",3789,Random House,1993,541,"The Promise of Light is a joltingly authentic literary adventure by Paul Watkins, a brilliant young novelist The Philadelphia Inquirer has called ""the presumptive heir to the Hemingway/Mailer/Crane/Remarque war-chronicling Mantle of Genius."" The year is 1921. Ben Sheridan, the son of an Irish immigrant, is about to grab his share of the American dream. He takes a job at a bank to escape the sleepy Rhode Island backwater where he grew up, but even before he can say his good-byes, an explosion injures his father - and irrevocably transforms Ben's life. Ben learns that the man was not really his father, and sets out for Ireland to learn the truth about his family and his past. His odyssey thrusts him into the middle of a bloody struggle between soldiers of the newly formed Irish Republican Army and savage British troops known as the Black and Tans. As Ben struggles to understand his origins, he must also struggle to survive the war that comes hunting for him across the blazing green of Irish summer fields. The Promise of Light brings to life a time when ancient prophecies came true and patriotism found its voice at the end of a shotgun barrel. Set against the rugged beauty of the Irish landscape and a country's fight for independence, Paul Watkins has written an unforgettable novel of one man's search for identity.",1993,LIT,,,
rh_1192,A Question Of Proof,"Amiel, Joseph",70,Random House,1993,528,"From Joseph Amiel, best-selling author of Birthright, Deeds, and Star Time, comes his most compelling work yet. A Question of Proof is a spell-binding and profoundly moving courtroom drama in which a lawyer struggles to defend the woman he loves against the accusation that she murdered her husband. Tough and street-smart, a principled rebel against an establishment he has always scorned, Dan Lazar has risen from the working class to become one of Philadelphia's top criminal defenders. But now divorced and badly missing his young son, disillusioned by years of representing vicious criminals, humiliated by the politically ambitious DA's charge that he bribed a witness in a brutal rape-homicide case, Dan is burned out, depressed, and ready to call it quits. On the surface he would seem to have nothing in common with Susan Boelter, the beautiful and patrician wife of Peter Boelter, who runs the city's dominant newspaper and heads one of its most powerful families. But when Peter deserts her and files for divorce, moving to seize everything that is precious to her, including custody of their thirteen-year-old daughter, Susan turns to a reluctant Dan for help. Suddenly, Peter is found dead. Susan becomes the prime suspect in his murder. Driven by his love for her and by an inner need to defend someone in whose innocence he can truly believe, Dan starts to investigate. He soon discovers a maze of conflicting evidence and of growing doubts and mystery about the woman he thought he knew and loved. And he realizes that the truth he desperately seeks - especially about Peter Boelter's death - depends on finding the answer to a question of proof. From Philadelphia's courtrooms in City Center to the mansions in its moneyed suburbs, A Question of Proof is the gripping story of one man's internal battle between love and justice and the lengths to which a wealthy family will go to hide its secrets.",1993,DET,,,
rh_1308,Ficciones,"Borges, Jorge Luis",372,Random House,1993,469,"Stories deal with an unusual garden, an enormous library, authorship, language, memory, philosophy, and the art of writing.",1993,LIT,,,
rh_1365,When They Took Away The Man In The Moon,"Lehrer, Kate",2174,Random House,1993,458,"When They Took Away the Man in the Moon is a powerful and provocative novel of self-discovery that explores the crystalline terrain of childhood memory, the tangle of family roots, and the unreasonable expectations we have for our very modern lives. H.A. Reese is a high-powered political consultant with a reputation for rescuing candidates from their own bungling. Born in Texas, tempered by Washington, and newly arrived on the Boston scene, she is also forty-five, twice divorced, and a closet romantic who cannot understand why love, not sex, continues to elude her. As she enters the critical phase of a campaign for a candidate who may not be all he appears to be, H.A. finds her career and her life on hold while she grapples with her mother's sudden stroke back in Texas. By turns funny and gripping, when They Took Away the Man in the Moon is the story of a woman's reunions: with her home state, a place a person can leave but never completely escape ... with a truly quirky family whose pioneer spirit continues to thrive ... and, most of all, with herself. This deeply affecting, shrewdly knowing novel speaks to men and women who have found that in their careers, as in life, compromise is too often the name of the game.",1993,DET,,,
rh_1384,The One-Room Schoolhouse,"Heynen, Jim",1661,Random House,1993,447,"Here - in more than one hundred perfectly pitched, sometimes perverse, and always surprising stories - Jim Heynen displays his mastery of country wisdom, speech, and behavior as he reveals ""the boys"" in all their oddity, wonder, and puzzlement. These are midwestern farm kids finding their way, contending with grown-ups, city kids, birth, bats, death, rats, skunks, and even mean ponies. Or choosing between corncobs and peach tissues, hurling rotten eggs, getting in trouble, helping out, and trying to conceive of the mountains and oceans and forests they've never seen. Their adventures are an education in the natural world, as well as an acknowledgment of whatever is common or strange in human nature. ""These stories resemble legends more than anything else,"" according to CoEvolution Quarterly, ""based as they are on experiences and responses that could occur anywhere at any time."" The importance of all this - for the boys and for us - is in discovering what to make of a way of life that is disappearing before our disbelieving eyes. And in this, his first major collection, Jim Heynen shows himself to be an unsurpassed observer and storyteller whose work - whether true or just funny, sad or even magical - is very much in the American grain.",1993,LIT,,,
rh_1486,The Angel Carver,"Thomas, Rosanne Daryl",3621,Random House,1993,423,"In Brooklyn, New York, some forty years ago, Jack Standini's wife disappeared. Since then, he has devoted his life as a shoemaker by day and a carver of wooden angels by night--until Lucille arrives.",1993,DET,,,
rh_1510,The Wives Of Bath,"Swan, Susan",3554,Random House,1993,410,Female adolescence and sexual coming-of-age in a girls' boarding school in the early sixties.,1993,ROM,,,
rh_1516,The Girl Who Trod On A Loaf,"Davis, Kathryn",139,Random House,1993,418,"A young woman in flight from her past, and an old woman whose secrets are contained in the grave ... With this configuration Kathryn Davis, the acclaimed author of Labrador, begins a novel of true bravura - about opera, Denmark, adultery, and murder. In upstate New York, Frances Thorn waits tables in a diner, despite her privileged, educated background, and raises her twin daughters without the presence or even a memory of their father. But these puzzling circumstances are made stranger still, and inalterably changed, when she meets an elderly Danish woman named Helle Ten Brix, a renowned but esoteric composer now living with relatives in the same small town. At the heart of this peculiar friendship is a folktale, later retold by Hans Christian Andersen, about a prideful girl: rather than ruin her new shoes while crossing the treacherous bogs, she uses the loaf of bread intended as a present for her parents as a stepping-stone - only to be condemned for her arrogance to a horrible fate, trapped at the bottom of the bog forever. She is also the subject of Helle's final opera, left unfinished at her death and willed, along with the rest of her music, to Frances. From this curious legacy Frances must not only unravel the mysteries of the composer's life and work, but also confront the sorrow they have come to share. The story of two very different women contending with themselves and with each other, this is as well a short course in the opera, a kind of sexual history of the twentieth century, and a philosophical - even religious - passage from despair toward redemption. In the perfection of its language, in its dignity and wit, a novel at once sophisticated, humane, and wholly remarkable.",1993,DET,,,
rh_1551,Bloodsong,"Neimark, Jill",2688,Random House,1993,400,"Lynn, a Manhattan journalist, is lost in her new lover, Kim, a welder who lives and loves intensely and is a murderer!",1993,DET,ROM,,
rh_1632,In The Palace Of The Movie King,"Calisher, Hortense",537,Random House,1993,384,"Gonchev, a Soviet director, flees to the West and tours the United States with a flimmaker's eye.",1993,DET,,,
rh_1633,The Great Genghis Khan Look-Alike Contest,"Sharmat, Marjorie Weinman",3270,Random House,1993,384,"Fred enters his mean-looking but sweet dog in a Hollywood contest that could lead to a movie contract, fame, and fortune.",1993,YA,,,
rh_1652,The White Mercedes,"Pullman, Philip",2957,Random House,1993,385,"Seventeen-year-old Chris, living and working in Oxford, falls in love with an elusive girl and while searching for her discovers the devastating consequences of placing his trust in the wrong person.",1993,ROM,,,
rh_1671,One Way Home,"Robbins, Susan Pepper",3067,Random House,1993,390,"One Way Home is a poignant, compassionate, and humorous tale of a feisty single mother struggling to raise her two sons - and escape the unwanted attentions of her ex. In this fast, funny and wonderfully original novel, Susan Pepper Robbins, an award-winning writer, gives us a story with a heroine. Once again, Ruth has found a new job and a new apartment in a new town. Once again, she has enrolled her two boys - Richie, age twelve, and Andrew, age eight - in a new school, after explaining for the umpteenth time why they had to move. And once again, her ex-husband has somehow discovered their new address, and has begun paying the boys surreptitious daytime visits and cooking them lunch while she's at work. Ruth thinks that she is on the verge of a nervous breakdown. Will Richie ever stop harassing her - in his best rapper's voice - for being an ""early-stage alcoholic""? Will Andrew ever stop whining about getting a dog? And most important, will her ex-husband ever leave her alone for long enough so that she can have a normal life and do normal things, like go out on a date? Welcome to the joys of parenting, nineties style. In One Way Home, Susan Pepper Robbins takes us on a quirky engaging, and frequently uproarious roller-coaster ride through one single mother's life - the pitfalls, the pratfalls, and the uphill struggle for some degree of sanity. Here is a novel that will touch the heart and tickle the funny bone of anyone who has ever experienced the ups and downs of family life.",1993,ROM,,,
rh_1789,The Oxboy,"Mazer, Anne",2440,Random House,1993,339,A young boy who is half-human and half-ox struggles to survive in a society where animals are hated and contact with them is prohibited.,1993,YA,FAN,,
rh_1828,The Railway Children,"Nesbit, E",2693,Random House,1993,344,"When their father is sent away to prison, three London children move to the country where they keep busy preventing accidents on the nearby railway, making many new friends, and generally learning a good deal about themselves.",1993,YA,,,
rh_1887,Time Remaining,"Mccourt, James",2462,Random House,1993,337,,1993,LIT,,,
rh_1925,The Horse You Came In On,"Grimes, Martha",1464,Random House,1993,313,,1993,DET,,,
rh_1949,Great-Uncle Dracula And The Dirty Rat,"Harvey, Jayne",1581,Random House,1993,319,"Her younger brother Elliot and his pet rat cause all kinds of problems for Emily, but she is afraid to complain to Great-Uncle Dracula because he is a vampire.",1993,YA,FAN,,
rh_1985,Hannah,"Whelan, Gloria",3861,Random House,1993,304,"Nine-year-old Hannah, living on a farm in 1887 Michigan, is referred to as 'poor Hannah' because she is blind. In this brief historical novel, Hannah tells of a turning point in her life when Miss Robbin, the new teacher, comes to board with them and eventually persuades the family to let Hannah attend school. A touching, believable story with strong characterizations and sense of place.",1993,YA,WEST,,
rh_2018,Personal Effects,"Duranti, Francesca",994,Random House,1993,295,An Italian journalist sets out to interview a reclusive novelist.,1993,DET,,,
rh_2058,"The Inner Side Of The Wind, Or The Novel Of Hero And Leander","Pavic, Milorad",139,Random House,1993,278,,1993,LIT,HIST,,
rh_2109,Temptations,"Wilkes, Paul",3891,Random House,1993,281,,1993,DET,,,
rh_2141,Creatures Of Habit,"Baumgold, Julie",228,Random House,1993,276,"Libby Alexander, a powerful chronicler of New York high society, looks on in dismay as the new seriousness of the 1990s replaces the gaiety of the 1980s.",1993,ROM,,,
