volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = yes,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,before_sentence,after_sentence
pst.000059190332,Native American literature : an anthology /,1999,19,14,Pioneer,,,,"Unaware that they had entered the crossroads between continents, the pioneer settlers found a familiar landscape and animals in ancient Beringia.","As giant glaciers advanced and retreated, water levels rose and fell, causing the Bering Strait area to fluctuate between water and land. Scientists named the exposed land Beringia, an area approximately one thousand miles wide. We do not know exact routes or dates for these early explorers, but geologists have calculated that the land bridge passage opened and closed at least four times during the late Pleistocene. Melting ice rapidly flooded it for the final time when climatic changes warmed the earth about fifteen thousand years ago. How did the new Americans survive in the harsh, uncharted land?","Unaware that they had entered the crossroads between continents, the pioneer settlers found a familiar landscape and animals in ancient Beringia. They had already perfected a tool kit for survival in the Arctic environment."
pst.000059190332,Native American literature : an anthology /,1999,43,6,Pioneer,,,,Somehow the white was linked with a noble house of gentility and culture if his grandmother was an Indian princess who ran away with an intrepid pioneer.,"No one, it seemed, wanted to claim a male Indian as a forebear. It doesn't take much insight into racial attitudes to understand the real meaning of the Indian-grandmother complex that plagues certain whites. A male ancestor has too much of the aura of the savage warrior, the unknown primitive, the instinctive animal, to make him a respectable member of the family tree. But a young Indian princess? Ah, there was royalty for the taking.","Somehow the white was linked with a noble house of gentility and culture if his grandmother was an Indian princess who ran away with an intrepid pioneer. And royalty has always been an unconscious but all-consuming goal of the European immigrant. The early colonists, accustomed to life under benevolent despots, projected their understanding of the European political structure onto the Indian tribe in trying to explain its political and social structure. European royal houses were closed to ex-convicts and indentured servants, so the colonists made all Indian maidens princesses, then proceeded to climb a social ladder of their own creation. Within the next generation, if the trend continues, a large portion of the American population will eventually be related to Powhatan."
pst.000059190332,Native American literature : an anthology /,1999,306,2,Pioneer,,,,"After three years, she undertook pioneer work in the West as teacher of a new camp school among the wilder Sioux, and after much travel and study of their peculiar problems had been offered the appointment","almost as much out of doors as mine, on a lonely estate high up in the Berkshire hills; her ancestry Puritan on one side, proud Tories on the other. She had been moved by the appeals of that wonderful man, General Armstrong, and had gone to Hampton as a young girl to teach the Indians there.","After three years, she undertook pioneer work in the West as teacher of a new camp school among the wilder Sioux, and after much travel and study of their peculiar problems had been offered the appointment she now held.2 She spoke the Sioux language fluently and went among the people with the utmost freedom and confidence. Her methods of work were very simple and direct. I do not know what unseen hand had guided me to her side, but on Christmas day of 1890, Elaine Goodale and I announced our engagement. Three days later, we learned that Big Foot's band of ghost dancers from the Cheyenne river reservation north of us was approaching the agency, and that Major Whiteside was in command of troops with orders to intercept them."
uva.x002240244,Fieldiana. Anthropology.,1995,11,10,Pioneer,1,,,"The plain is treeless and tundra covered, save for a few protected spots in stream valleys where pioneer stands of stunted spruce appear.","Toward its wider, northeastern end the peninsula is 160 km or more in width. Throughout its length its backbone is the Aleutian Range of volcanic mountains, peaks of which rise to elevations above 1800 m and form a divide that in the northeast is 15-25 km from the abrupt, fjorded coast of Shelikof Strait on the Pacific but as much as 145 km from the coast on Bristol Bay of the Bering Sea. Toward that coast the ground slopes as a soggy plain built by outwash of the Pleistocene glaciers that carved the basins of the lakes that now stretch in series along the northwestern foot of the mountains, which is the source of meandering streams and the spectacular runs of red or sockeye salmon for which Bristol Bay is famous. The village of Paugvik was located on the right bank of the Naknek River 1 km above its mouth on Bristol Bay and 2 km below the modern village of Naknek. Bristol Bay forms the southeast corner of the Bering Sea, and the flat peninsula coastal plain and shallow seas partake of the arctic climate of the north.","The plain is treeless and tundra covered, save for a few protected spots in stream valleys where pioneer stands of stunted spruce appear. On the bay there is a substantial ice cover for much of normal winters. Summers are punctuated by periodic storms that rage inland from the unpredictable Bering Sea. Faunal food resources are plentiful in the region. Although the shallow seas of the upper bay discourage the approach of larger whales and other sea mammals-walrus, for instance, are found no closer than 200 km to the west, where they haul out in summer on islands fronting Togiak Bayharbor seals are abundant, and beluga (white whales) inhabit Bristol Bay the year around, coursing up the Naknek River in spring and summer in pursuit of runs of smelt and salmon."
pst.000059190332,Native American literature : an anthology /,1999,728,4,Pioneer,,,,"She made her money from providing the nightlife in the sleepy little burg of Marcus, a character of the Gay Nineties with a kind heart who was shunned by the decent society of this pioneer town.","to wash and mend. She also brought out some bread and food that Sulee and I ate in haste under the jack pines. Out of respect for the dead and their kind deeds, I will not use the real name of this woman but will supply a substitute. The city of Marcus was filled with nice churchgoers who did not believe in associating with a prostitute like Nellie.","She made her money from providing the nightlife in the sleepy little burg of Marcus, a character of the Gay Nineties with a kind heart who was shunned by the decent society of this pioneer town. Yet she alone was willing to help and provide our salvation until Father returned. Every week Mother went to get washing and mending from Nellie and returned with food and spare clothing. Mother had no idea where or how Father was. She could only wait for him patiently and continue to support the family by digging roots, trapping animals, and doing laundry."
uiug.30112028205406,News letter /,1999,544,24,Pioneer,,,,"Alcove Spring, a spot made famous by the ill-fated Donner Party and subsequent groups of pioneers, is not far distant from the latter on the left bank of the Big Blue.","The materials recovered suggest that it may have been occupied by a village of the Table Rock Focus of the Nebraska Aspect. If any portion of it is still in existence, the site definitely merits further study. The evidence obtained during the brief digging at the four sites stresses the urgent need for additional excavation, as recommended by the Missouri Basin Project, to clarify the picture of the prehistory of that area and its relationship to cultures in Missouri and the Plains to the north and west. Considerable historic interest also centers around the Big Blue. One of the main branches of the Oregon Trail leading from Independence, Missouri, crossed the upper reaches of the Tuttle Creek Reservoir at two points, one near Bigelow on the Black Wermillion River and one at the Independence Crossing on the Big Blue River.","Alcove Spring, a spot made famous by the ill-fated Donner Party and subsequent groups of pioneers, is not far distant from the latter on the left bank of the Big Blue. The ruts worn by the wagons of the travelers are plainly visible in the pasture field close to the spring. A grave monument erected by the Daughters of the American Revolution to a pioneer mother, who died on the trail there in 1816, is situated nearby just off Route 13. It is reported, although unverified, that there was a massacre of Indian women and children by the whites at a large loop in the Big Blue River now called Massacre Bend. The location of the supposed massacre and common grave pit is near one of the archaeological sites recommended for exploratory testing and an effort could easily be made to determine if there is any foundation for the legend."
uva.x004863005,On the trail to the California gold rush /,2005,6,15,Pioneer,1,,,Frontier and pioneer lifeWest (U.S.) 6.,"Delano, Alonzo, 1806–1874–Diaries. 3. Pioneers—West (U.S.)—Diaries. 4. Overland journeys to the Pacific. 5.",Frontier and pioneer lifeWest (U.S.) 6. Indians of North America—West (U.S.) History—19th century. 7. California-Gold discoveries. 8.
uva.x004863005,On the trail to the California gold rush /,2005,6,22,Pioneer,1,,,Frontier and pioneer lifeCalifornia.,7. California-Gold discoveries. 8. California-Social life and customs—19th century. 9.,Frontier and pioneer lifeCalifornia. I. Title. F593.D33 2005 917.8—dc22 2004028366 This Bison Books edition follows the original in beginning chapter 1 on arabic page 13; no material has been omitted. ALD F. 593 .D33 2005
uiug.30112028205406,News letter /,1999,544,26,Pioneer,,,,"A grave monument erected by the Daughters of the American Revolution to a pioneer mother, who died on the trail there in 1816, is situated nearby just off Route 13.","The evidence obtained during the brief digging at the four sites stresses the urgent need for additional excavation, as recommended by the Missouri Basin Project, to clarify the picture of the prehistory of that area and its relationship to cultures in Missouri and the Plains to the north and west. Considerable historic interest also centers around the Big Blue. One of the main branches of the Oregon Trail leading from Independence, Missouri, crossed the upper reaches of the Tuttle Creek Reservoir at two points, one near Bigelow on the Black Wermillion River and one at the Independence Crossing on the Big Blue River. Alcove Spring, a spot made famous by the ill-fated Donner Party and subsequent groups of pioneers, is not far distant from the latter on the left bank of the Big Blue. The ruts worn by the wagons of the travelers are plainly visible in the pasture field close to the spring.","A grave monument erected by the Daughters of the American Revolution to a pioneer mother, who died on the trail there in 1816, is situated nearby just off Route 13. It is reported, although unverified, that there was a massacre of Indian women and children by the whites at a large loop in the Big Blue River now called Massacre Bend. The location of the supposed massacre and common grave pit is near one of the archaeological sites recommended for exploratory testing and an effort could easily be made to determine if there is any foundation for the legend. There are the remains of an early grist mill near one of the Indian sites and a lead plate supposedly inscribed in French was purportedly picked up there. Both places should be investigated."
uva.x004863005,On the trail to the California gold rush /,2005,35,1,Pioneer,1,duplicate,,ROLLING PRAIRIEAN OLD PIONEER STRANGERS WITH MULES AND PONIES WHITE MEN AND INDIAN INDIAN THEFT AND DECEPTION – PRAIRIE GRASS AND WATER — THUNDER SHOWER AT NIGHT-MISTAKE OF THE DAY SPOILED BACONDIVIDING RIDGE,CHAPTER II.,"ROLLING PRAIRIEAN OLD PIONEER STRANGERS WITH MULES AND PONIES WHITE MEN AND INDIAN INDIAN THEFT AND DECEPTION – PRAIRIE GRASS AND WATER — THUNDER SHOWER AT NIGHT-MISTAKE OF THE DAY SPOILED BACONDIVIDING RIDGE THE TWO NAMAHAS -BROKEN COUNTRY — OUT OF THE WAY — CROSSING THE GREAT NAMAHA — BRIDGE BUILT AND CROSSED WESTWARD-TRIBUTARY OF THE LITTLE NAMAHA SEVERE THUNDER SHOWER AT NIGHT WYETH RUN — HALL'S FORD UNKNOWN STREAM PIONEER GREENE — ABSENTEE-SOUTH-W. COURSE -CROSSED THE STREAM SIGNS OF BUFFALO. MAY 3, 1849."
uva.x004863005,On the trail to the California gold rush /,2005,35,3,Pioneer,1,,,COUNTRY — OUT OF THE WAY — CROSSING THE GREAT NAMAHA — BRIDGE BUILT AND CROSSED WESTWARD-TRIBUTARY OF THE LITTLE NAMAHA SEVERE THUNDER SHOWER AT NIGHT WYETH RUN — HALL'S FORD UNKNOWN STREAM PIONEER GREENE — ABSENTEE-SOUTH-W. COURSE -CROSSED,CHAPTER II. ROLLING PRAIRIEAN OLD PIONEER STRANGERS WITH MULES AND PONIES WHITE MEN AND INDIAN INDIAN THEFT AND DECEPTION – PRAIRIE GRASS AND WATER — THUNDER SHOWER AT NIGHT-MISTAKE OF THE DAY SPOILED BACONDIVIDING RIDGE THE TWO NAMAHAS -BROKEN,"COUNTRY — OUT OF THE WAY — CROSSING THE GREAT NAMAHA — BRIDGE BUILT AND CROSSED WESTWARD-TRIBUTARY OF THE LITTLE NAMAHA SEVERE THUNDER SHOWER AT NIGHT WYETH RUN — HALL'S FORD UNKNOWN STREAM PIONEER GREENE — ABSENTEE-SOUTH-W. COURSE -CROSSED THE STREAM SIGNS OF BUFFALO. MAY 3, 1849. Our company was well arranged and provided for the great journey before us. Every wagon was numbered, and our cap tain, with the concurrence of the members of the company, directed that each wagon should in turn take the lead for one day, and then, falling in the rear, give place to the succeeding number, and so on, alternately, till the whole seventeen advanced in turn."
uiug.30112028205406,News letter /,1999,562,13,Pioneer,,,,"Perhaps they were all on one garment but if s. , instead of heing from a gentleman's coat they may have been sewn onto a pioneer's work coat by his thrifty wife who had a good assortment of buttons in her button box.","The six buttons represent five different techniques of manufacture. All are: nicely rounded discs of copper, brass, or bronze, two are flat, while four are concavoconvex. The variation in thickness can be seen in the illustration. The metal loops for sewing the buttons to a garment had been soldered to the disc in various fashinns, all were efficiently secure and one seems unusually strong. This difference in the buttons causes speculation on how so many different buttons came to be left in the cave.","Perhaps they were all on one garment but if s. , instead of heing from a gentleman's coat they may have been sewn onto a pioneer's work coat by his thrifty wife who had a good assortment of buttons in her button box. This last supposition is probably correct for the buttons all show scratches and other marks of considerable wear. Button collectors will be interested in this find but other members of the Society may share with confirmed archaeologists, that urge to reconstruct the past whether it be that of the American pioneers or of those very ghost-like people of the Stone Ages. With continued careful research, this cave in Callaway County may yield many more items of both historical and archaeological interest. Appreciation of assistance in this research is hereby acknowledged to James Anderson of the Native Sons Museum, Kansas City, Missouri; to Marvin F. Kivett of the Nebraska Historical Society Museum; and to George Hubert Smith, Archaeologist, Smithsonian Institution, Riber Basin Surveys, Lincoln, Nebraska."
uiug.30112028205406,News letter /,1999,562,15,Pioneer,,,,"Button collectors will be interested in this find but other members of the Society may share with confirmed archaeologists, that urge to reconstruct the past whether it be that of the American pioneers or of those very ghost-like people of the Stone Ages.","The variation in thickness can be seen in the illustration. The metal loops for sewing the buttons to a garment had been soldered to the disc in various fashinns, all were efficiently secure and one seems unusually strong. This difference in the buttons causes speculation on how so many different buttons came to be left in the cave. Perhaps they were all on one garment but if s. , instead of heing from a gentleman's coat they may have been sewn onto a pioneer's work coat by his thrifty wife who had a good assortment of buttons in her button box. This last supposition is probably correct for the buttons all show scratches and other marks of considerable wear.","Button collectors will be interested in this find but other members of the Society may share with confirmed archaeologists, that urge to reconstruct the past whether it be that of the American pioneers or of those very ghost-like people of the Stone Ages. With continued careful research, this cave in Callaway County may yield many more items of both historical and archaeological interest. Appreciation of assistance in this research is hereby acknowledged to James Anderson of the Native Sons Museum, Kansas City, Missouri; to Marvin F. Kivett of the Nebraska Historical Society Museum; and to George Hubert Smith, Archaeologist, Smithsonian Institution, Riber Basin Surveys, Lincoln, Nebraska. RESEARCH CAVE Plans to continue the excavation of Research Cave, as well as numerous other projects are being formulated at the present time. A good start on the cave has already been made, thanks to the many individuals who have contributed their time and and money for excavation purposes."
wu.89066190943,"First peoples, first contacts : native peoples of North America /",1999,254,13,Pioneer,,,,"Although brought up to be a noted moose hunter, O’Soup was also, incidentally, an excellent pioneer farmer on the prairies: in 1888 at the Broadview Fair he won first prize for the best dairy cow, first prize for the best three-year-old steers and a special prize for the fattest steer.","For many years we have put our children to school and there is not one yet that has enough education to make a living... They go to their parents for a start and their parents have nothing to give them, and the young men is reported as lazy. But he has nothing to scratch the ground with, and cannot farm. Oooh here (Back Fat 263. Sydney Hall (1842 1922), journalist and artist for the London Graphic, drew this picture of Louis O'Soup wearing his full ceremonial costume in August 1881, and then had him sign the drawing with his mark, a moose (?), at the bottom right.","Although brought up to be a noted moose hunter, O’Soup was also, incidentally, an excellent pioneer farmer on the prairies: in 1888 at the Broadview Fair he won first prize for the best dairy cow, first prize for the best three-year-old steers and a special prize for the fattest steer. He also grew wheat. But, because of federal restrictions on Native farming, he stopped farming and changed reserve. Lord Lorne's few objects are complemented by a group of around eighty items collected during the 1890s by a Ration Issuer, F. DeanFreeman, on the Blood Reserve in Alberta (figs 253, 2556). 261."
wu.89069272938,Man corn : cannibalism and violence in the Prehistoric American Southwest /,1999,72,0,Pioneer,,,,"Richard Wetherill Historians are seldom neutral in their appraisal of pioneers, and their assessment of Richard Wetherill is no exception.",,"Richard Wetherill Historians are seldom neutral in their appraisal of pioneers, and their assessment of Richard Wetherill is no exception. Some Southwestern archaeologists have branded him nothing more than a pot hunter, but it is evident now that this is an unbalanced judgment. We acknowledge this multifaceted rancher, pioneer in archaeology, and Indian trader for his findings and sound interpretations. In the winter of 1893 Wetherill's outfit was prospecting for antiquities north of Bluff, Utah. In “Cave 7"" their venture hit paydirt, some of it scientific."
wu.89073234932,"A sketchbook of-- the border wars of the Upper Ohio Valley, 1769-1794 : conflicts and resolutions /",1999,18,3,Pioneer,,,,"In another half century, in one of the most remarkable achievements of the American pioneering spirit, their descendants would move across a continent, from the Alleghenies to the Pacific Ocean.","* * * With the conclusion of the French and Indian War in 1763, and the ensuing short-lived Rebellion of Pontiac, the western edge of white settlement followed an irregular north-south line from Albany, in New York, southward along the Appalachian ridge. England's long and bloody wars with France for the control of North America had lasted over half a century, and had finally resulted in the expulsion of France, with control of the eastern half of the continent north of Spanish Florida passing to Great Britain. But nearly a century and a half after its first settlement at Jamestown, Virginia, in 1607, the English colonists had as yet pushed only as far west as the crest of the Allegheny Mountains.","In another half century, in one of the most remarkable achievements of the American pioneering spirit, their descendants would move across a continent, from the Alleghenies to the Pacific Ocean. In October, 1758, the Treaty of Easton (Pennsylvania) was negotiated by British Indian agent George Croghan, at the same time that General John Forbes was marching his massive army over the mountains and through the Pennsylvania wilderness toward the French Fort Duquesne at the Forks of the Ohio. At Easton, Croghan, with the blessings of the English ministries, was able to convince the Indians that the land west of the mountains was to be Indian Land Forever, even though the King's Proclamation Line, which would proscribe white settlement west of the central ridge of the Appalachian Mountains, was still five years in the future. At the time it made little difference; in the century and a half since 1607 the white man had crossed that mountain range only to peek at what was beyond before scurrying back to the safety of the Atlantic coast. Rare indeed was the English settler who would dare cross the mountains to live in a wilderness surrounded by wild Indians."
uva.x004863005,On the trail to the California gold rush /,2005,121,0,Pioneer,1,,,A PIONEER'S TRADING POST.,,"A PIONEER'S TRADING POST. 109 passing over the sandy plain, which varied but little in its character from that of the preceding day, we gained the river about ten o'clock, where we found the concomitants of a good camp. Our wagon-master, Traverse, was one of the best marksmen in the company, and during our morning transit he made an excursion on the plain with his rifle, and brought in two young antelopes, and while our hungry cattle were turned loose to pick up their own rations, we regaled ourselves on antelope steak and Jews' abomination (bacon.) After a three hours' halt we pursued our way up the valley, over the point of a long hill, crossing the river three times during the afternoon. The fòrds were easy, as the river now was little more than a fine creek."
wu.89073234932,"A sketchbook of-- the border wars of the Upper Ohio Valley, 1769-1794 : conflicts and resolutions /",1999,35,8,Pioneer,,,,"It was always that way with the true pioneer; just a little further west, just around the next bend in the river, Paradise awaited.","And then 1768 opened with the news of the Fort Stanwix Treaty; prospects in the now-opened Kaintuck lands seemed bright, although still distant. And then one day in the late winter or early spring of 1769 Fate beckoned to Daniel Boone. On that particular day Fate was dressed, oddly enough, in a peddler's clothes, and leading a pack horse, and occupying a form which enjoyed the name of John Finley. It was the same John Finley who had been a fellow teamster with Boone fourteen years before, on that fateful July day in 1755, when Braddock and his soldiers had been shot down. It was the same John Finley who had sat around the campfires in the Monongahela wilderness and poured into young Boone's ear tales of land even more magnificent, just a little further west.","It was always that way with the true pioneer; just a little further west, just around the next bend in the river, Paradise awaited. Boone had seen the land west of the mountains, and the land was an irresistible lure which he could never forget. Finley had been in the Indian business for years. By the late 1740s he was an Indian trader at Pitt; in 1752 he and four assistants had floated a canoe load of English trade goods down the Ohio. Met by a party of Indians who invited them to trade, they paddled up the Kentucky River and enjoyed a brisk business until a band of French-Canadian Indians descended upon them, killing three of the assistants."
wu.89073234932,"A sketchbook of-- the border wars of the Upper Ohio Valley, 1769-1794 : conflicts and resolutions /",1999,45,8,Pioneer,,,,"When one considers the lack of physicians in the backwoods, together with the daily privations of life in general, and specifically the lack of medical supplies, it now seems little short of miraculous that any of the pioneers survived.","Under Virginia colonial laws this entitled the settler to four hundred acres of land, but more importantly it gave him the right to claim another one thousand adjoining acres as a pre-emption right, paying the Virginia Treasury a few cents per acre. Returning to the South Branch, Ebenezer brought out his young wife, Elizabeth, and his first-born child, a year-old daughter named Catherine, to the Monongahela country. Leaving them at one of the settlements south of Pittsburgh, probably Catfish Camp (Washington, PA) or Redstone Old Fort (Brownsville, PA) he returned to his improvement, built a cabin for his growing family, and put in another crop of corn. As soon as possible he brought his wife and daughter out to their new home, where they were to spend the remainder of their lives, and where all of his twelve remaining children would be born. Ebenezer had chosen his wife well; in years to come Elizabeth McColloch Zane, the sister of the famed McColloch brothers, Sam and John, of Short Creek and Van Meter's fort, would become nearly as renowned as her husband, due to her skill as a surgeon and healer.","When one considers the lack of physicians in the backwoods, together with the daily privations of life in general, and specifically the lack of medical supplies, it now seems little short of miraculous that any of the pioneers survived. Mrs. Zane's best-known achievement came in 1784 when, with the assistance of Isaac William's wife?, she saved a well-known pioneer named Thomas Mills from certain death. Mills and three others had been out gigging fish by moonlight, a mile north of Fort Henry, near the northern end of the island. As Mills stood in the bow of the canoe holding a torch aloft, he provided a fair mark for several Indians concealed on the shore. A sudden volley of shots, and Mills received fourteen bullet wounds in the body, one breaking an arm, another a leg."
wu.89073234932,"A sketchbook of-- the border wars of the Upper Ohio Valley, 1769-1794 : conflicts and resolutions /",1999,45,9,Pioneer,,,,"Mrs. Zane's best-known achievement came in 1784 when, with the assistance of Isaac William's wife?, she saved a well-known pioneer named Thomas Mills from certain death.","Returning to the South Branch, Ebenezer brought out his young wife, Elizabeth, and his first-born child, a year-old daughter named Catherine, to the Monongahela country. Leaving them at one of the settlements south of Pittsburgh, probably Catfish Camp (Washington, PA) or Redstone Old Fort (Brownsville, PA) he returned to his improvement, built a cabin for his growing family, and put in another crop of corn. As soon as possible he brought his wife and daughter out to their new home, where they were to spend the remainder of their lives, and where all of his twelve remaining children would be born. Ebenezer had chosen his wife well; in years to come Elizabeth McColloch Zane, the sister of the famed McColloch brothers, Sam and John, of Short Creek and Van Meter's fort, would become nearly as renowned as her husband, due to her skill as a surgeon and healer. When one considers the lack of physicians in the backwoods, together with the daily privations of life in general, and specifically the lack of medical supplies, it now seems little short of miraculous that any of the pioneers survived.","Mrs. Zane's best-known achievement came in 1784 when, with the assistance of Isaac William's wife?, she saved a well-known pioneer named Thomas Mills from certain death. Mills and three others had been out gigging fish by moonlight, a mile north of Fort Henry, near the northern end of the island. As Mills stood in the bow of the canoe holding a torch aloft, he provided a fair mark for several Indians concealed on the shore. A sudden volley of shots, and Mills received fourteen bullet wounds in the body, one breaking an arm, another a leg. His companions, amazingly enough unharmed, quickly brought him to the settlement, and left him in the care of the Mistresses Zane and Williams."
uva.x006164904,New Mexico historical review,2000,650,25,Pioneer,?,,,"George Wilkins Kendall was a pioneer journalist, cofounder of the New Orleans Picayune, and probably the premier war correspondent during the Mexican-American War.","Marcus A. McCorison American Antiquarian Society Dispatches from the Mexican War. By George Wilkins Kendall; edited and with an introduction by Lawrence Delbert Cress. (Norman: University of Oklahoma Press, 1999. 448 pp. Illustrations, maps, index, $57.50 cloth.)","George Wilkins Kendall was a pioneer journalist, cofounder of the New Orleans Picayune, and probably the premier war correspondent during the Mexican-American War. His dispatches from the war front, which appeared 608"
uva.x030049977,New Mexico historical review,2005,107,5,Pioneer,,quotation,,"The editor's goal was to collect the scattered material about early Jewish New Mexicans, “connect[ing] the many pieces into a cohesive whole, while casting light on the immense contributions of these pioneers to the state's cultural, civic, economic, and creative life” (p. xi).","Jewish history and of Western history. Jewish Pioneers of New Mexico and Jewish Life in the American West are, respectively, examples of each of these categories. Both books originated in museum exhibitions and focus on the formative period of Western Jewish life, from the mid-nineteenth century to around 1920. Each has special strengths and makes a special contribution. Jewish Pioneers of New Mexico is based on a recent exhibit at the Palace of the Governors in Santa Fe.","The editor's goal was to collect the scattered material about early Jewish New Mexicans, “connect[ing] the many pieces into a cohesive whole, while casting light on the immense contributions of these pioneers to the state's cultural, civic, economic, and creative life” (p. xi). This beautifully produced volume certainly succeeds in this goal. Portraits and biographies with generally useful captions comprise the bulk of the material. Four short essays written by historian Tomas Jaehn, on “Immigration,” “Economic Activities and Politics,” “Social and Family Life,” and “Jewish Faith on the New Mexico Frontier” complete the monograph. The book functions also as a colorful exhibition catalog."
uva.x030049977,New Mexico historical review,2005,107,17,Pioneer,1,,,"Edited by Ava F. Kahn, the volume includes readable scholarly essays by Kahn, Hasia Diner, William Toll, and Ellen Eisenberg, plus an afterword by Moses Rischin, a pioneer of Western Jewish history.","This book will appeal to people who are familiar with New Mexico places and names, but standing alone, Jewish Pioneers of New Mexico does not really place its subjects in an expanded context. For example, the book discusses Jews' activity in civic affairs, without suggesting the ramifications of this activity for Jews. Thus, it remains primarily a paean to Jewish citizenship in a developing country. Jewish Life in the American West was published in conjunction with a recent exhibition of the same title at the Museum of the American West (formerly the Autry Museum of Western Heritage) in Los Angeles. However, it is less a catalog than an accompaniment to the exhibit.","Edited by Ava F. Kahn, the volume includes readable scholarly essays by Kahn, Hasia Diner, William Toll, and Ellen Eisenberg, plus an afterword by Moses Rischin, a pioneer of Western Jewish history. An identification of the contributors is, inexplicably, missing. The book's goal, in Kahn's words, is to inspire “discussion of the major regional themes in western Jewish life that carry the story beyond the community and local histories of the last few decades and open the way to a more balanced picture of the West's diverse history” (p. 16). By focusing on"
uva.x030049977,New Mexico historical review,2005,108,2,Pioneer,,quotation,,"In “The Jewish Merchant and Civic Order in the Urban West,” Toll discusses the processes by which immigrant German Jewish men could quickly attain “not only economic security but also political leadership and the moral stature of pioneers” in the fastdeveloping American West (p. 83).","specific important themes-women's experiences, commerce and urban development, and communal organization and leadership, the writers also place the western Jewish experience in the American historical context, in the process revealing the exceptionalism of the Jewish experience in the West and its impact on Jewish acculturation. Kahn's essay entitled “To Journey West: Jewish Women and Their Pioneer Stories” argues that the unique circumstances of the pioneer West (particularly geographic mobility and scarcity of social resources) challenged Jewish women to expand their activities in the public and secular realms, transforming their self-definitions.","In “The Jewish Merchant and Civic Order in the Urban West,” Toll discusses the processes by which immigrant German Jewish men could quickly attain “not only economic security but also political leadership and the moral stature of pioneers” in the fastdeveloping American West (p. 83). Eisenberg looks at Eastern European Jewish immigrants who transitioned “From Cooperative Farming to Urban Leadership.” The experience of cooperative life in Jewish agricultural colonies in the West prepared these immigrants later to become driving forces in the creation of strong Jewish communities in Western cities. The most thought-provoking essay is Diner’s “American West, New York Jewish.” She argues that mid-twentieth-century American Jews, who bought into the myth of “The West” as quintessentially American, also developed the paradigm in which New York City represented Jewishness and the West represented Americanness."
uva.x030049977,New Mexico historical review,2005,220,0,Pioneer,,quotation,,"encouragement of government,” the Santa Fe Weekly Gazette declared, “In the end the Government participates in the results of the pioneer's enterprise[,) and the wild Territory, which he reduces from the wilderness to the abode of civilization, becomes a part of the wealth and power of a nation.",,"encouragement of government,” the Santa Fe Weekly Gazette declared, “In the end the Government participates in the results of the pioneer's enterprise[,) and the wild Territory, which he reduces from the wilderness to the abode of civilization, becomes a part of the wealth and power of a nation. ""2 Despite the lack of federal appropriations for territorial education, New Mexicans formed districts and established schools during the thirty years following 1863. Private schools, primarily Catholic, served a significant number of students, while public schools began to dot the territory. Sporadically and insufficiently funded, however, the latter operated under harsh conditions."
uva.x030049977,New Mexico historical review,2005,235,6,Pioneer,1,,,"53 An educator before moving to the territory and a pioneer in education in letter communicated to educators and the public Progressive ideas, prevalent at that time, concerning the improved operations of schools.","”52 The fifth of six territorial superintendents, Hadley served from 1 April 1905 to 6 March 1907. After taking office, he wrote a circular informing educators in the territory that the superintendent had little legal authority to direct the educational system. If the office were to be of value and assistance to educators, it would be most effective through advising, inspiring, and collaborating with them in their difficult tasks. The Santa Fe New Mexican, unaccustomed to such frankness in public office, commented that Hadley's letter was appropriate because of his significant reputation in educational affairs.","53 An educator before moving to the territory and a pioneer in education in letter communicated to educators and the public Progressive ideas, prevalent at that time, concerning the improved operations of schools. For example, Hadley considered the professional growth of teachers especially those teaching at the elementary level – imperative. He wanted to address the problem through summer institutes, but was concerned about their quality and consistency. He urged the legislature, as did C. de Baca a few years earlier, to shift some of the control over the institutes from the county superintendents to the territorial superintendent. The assembly agreed with Hadley and enacted a law to accomplish this transfer of authority."
