volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = no,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,before_sentence,after_sentence
inu.30000046332130,Newsletter /,1995,124,10,extinct,,,language,"Alice J. Anderton, “Kitanemuk: Reconstruction of a Dead Phonology"" (437-447) (A.'s strategies and findings in working with JPH's notes on an extinct Uto-Aztecan language of southern California.]","M. Dale Kinkade & William R. Seaburg, “John P. Harrington and Salish"" (392-405) (JPH collected Salishan data on two occasions, one early and one relatively late in his career. Comparison of the two data sets reveals changes in JPH's transcriptional practices.) Anthony P. Grant & David J. Costa, “Some Observations on John P. Harrington's Peoria Vocabulary” (406-436) [The form and content of a short Algonquian vocabulary collected by JPH, and what it reveals about the linguistic situation in Ottawa County, Oklahoma, in the 1940s.)","Alice J. Anderton, “Kitanemuk: Reconstruction of a Dead Phonology"" (437-447) (A.'s strategies and findings in working with JPH's notes on an extinct Uto-Aztecan language of southern California.] Alice J. Anderton, “The Spanish of John P. Harrington's Kitanemuk Notes"" (448-457) (JPH sometimes used the local nonstandard Spanish of California Mission communities in interviewing his Indian informants, and his notes provide valuable data on this poorly attested dialect.) American Indian Culture and Research Journal [American Indian Studies Center, 3220 Campbell Hall, UCLA, Los Angeles, CA 90024-1584] 18.1 (1994): Bonnie Biggs & Catherine S. Herlihy, “The Luiseño Culture Bank Project: From Museum Shelves to HyperCard” (55-66) [A partnership between the San Luiseño Band of Mission Indians (Rincon Reservation) in San Diego Co., California, and librarians at CSU-San Marcos will make a wide range of data on traditional culture—including language—accessible in a HyperCard database.) (Volumes 34 and 35 (each a special single issue) will appear within a few months.]"
uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,129,11,extinct,1,,,"The Governor has made Losantiville the county town by the name of Cincinnata, so that Losantiville will become extinct.","He could be prevailed on to stay with us but three nights. He has organized this purchase into a county. His. Excellency, complimented me with the honor of naming the county. I called it Hamilton County after the Secretary of the Treasury. General Harmar has named the garrison Fort Washington.","The Governor has made Losantiville the county town by the name of Cincinnata, so that Losantiville will become extinct. It will be noted that Symmes called the city Cincinnata rather than Cincinnati. This was deliberate. In another letter dated June Io, 1791, he wrote to Captain Jonathan Dayton, of the Society of the Cincinnati in the State of New Jersey: Having mentioned Cincinnata, I beg you, sir, you will inquire of the literati in Jersey whether Cincinnata or Cincinnati be most proper. The design I had in giving that name to the place was in honor of the Order, and to denote the chief place of their residence; and so far as my little acquaintance with cases and genders extends, I think the name of a town should terminate in the feminine gender where it is not perfectly neuter."
inu.30000046332130,Newsletter /,1995,124,31,extinct,,,language,"[published March 1994): Special Issue: John P. Harrington and His Legacy Victor Golla, “John P. Harrington and His Legacy” (337-349) [JPH’s voluminous notes on scores of western American Indian languages, some now extinct, are an invaluable resource and are now available on microfilm.","Anthropos [Editions St-Paul, CH-1705 Fribourg, Switzerland) Anthropological Linguistics [Student Building 130, Indiana U, Bloomington, IN 47405] 89.1/3 (1994): Michael Heinrich, “Herbal and Symbolic Medicines of the Lowland Mixe (Oaxaca, Mexico)” (73-83) [The traditional medical system of the lowland Mixe, with special emphasis on indigenous plant use. An appendix lists Mixe disease terms.] California Linguistic Notes (Program in Linguistics, CSU-Fullerton, Fullerton, CA 92634-9480] 33.4 (Winter 1991)","[published March 1994): Special Issue: John P. Harrington and His Legacy Victor Golla, “John P. Harrington and His Legacy” (337-349) [JPH’s voluminous notes on scores of western American Indian languages, some now extinct, are an invaluable resource and are now available on microfilm. G. includes an index of the languages in vols. 1-4 of the JPH microfilm.) Catherine A. Callaghan, “Encounter with John P. Harrington” (350-356) [C., the first linguist to go through JPH's materials after his death in 1961, recounts her adventures.]"
uc1.b3821848,Plains anthropologist.,1981,143,11,extinct,,1,animal,"The prehistory of the lower Pecos region can be traced back to the terminal stages of the last major glacial period, perhaps to about 14,000 years ago when populations of now extinct Pleistocene fauna still inhabited the area.","The purpose of this paper is to provide a model of the prehistoric Archaic adaptations in the lower Pecos region of Texas. The adaptive model presented in the text is not intended to be exhaustive, but rather is based on what is generally known or predictable. A brief description is provided of the natural setting, cultural history and paleoenvironment in order to examine the geographic and natural context in an effort to define the plant, animal and mineral resource potential for the region. The question of how the various resources were used is partly answered by the excellent preservation of organic materials in the numerous dry rockshelters in the limestone canyons. Careful excavations and extensive and intensive analyses of these materials in recent years have yielded an excellent body of information on the economic patterns of the Archaic populations.","The prehistory of the lower Pecos region can be traced back to the terminal stages of the last major glacial period, perhaps to about 14,000 years ago when populations of now extinct Pleistocene fauna still inhabited the area. There is some indication that these big game animals were the prey of the first human groups to appear in the region based on findings at sites such as Bonfire Shelter (Dibble and Lorraine 1968) and possibly at 41 VV 162A (Johnson 1978). It is doubtful that such populations could be considered as resident inhabitants since their existence is represented by a mere trace of evidence and not all of that is convincing. More likely, if human groups were here at that early time, they were migrant bands whose movements were probably dictated in part by the migratory patterns of the large game animals which were among those being hunted. About 9,500 years ago, small bands of foraging groups began to settle in the deeply entrenched canyon system of the lower Pecos, Devil's and Rio Grande Rivers (Fig. 1)."
uc1.b3821848,Plains anthropologist.,1981,145,4,extinct,,1,plant,"The riverine zone was most crucial to the foragers; many sheltered locations occur along the streams and the riverine environment provided the habitat for shell fish (albeit in limited quantity), fish, aquatic mammals, grasses, reeds and possibly other now extinct aduatic plants; willows, oaks, and other economically important plants grew along the banks and alluvial terraces.",Pecos River illustrating the topography and limestone exposures in the lower Pecos region. infrequent solution pothole (tinaja) or spring. Several of the lower tributary canyons have beautiful springs even today and some of these are reliable during the driest years. Water may become available during short periods in the upper tributary canyons as a result of a localized rainstorm and some of the potholes will retain water for several weeks before eventually drying up.,"The riverine zone was most crucial to the foragers; many sheltered locations occur along the streams and the riverine environment provided the habitat for shell fish (albeit in limited quantity), fish, aquatic mammals, grasses, reeds and possibly other now extinct aduatic plants; willows, oaks, and other economically important plants grew along the banks and alluvial terraces. On the canyon slopes overlooking the rivers and tributary canyons are found the common desert succulents such as yucca, lechuguilla, sotol, prickly pear and other edible cactus plants as well as mesquite, mountain laurel, buckeye and coyotillo. The dry canyon floors often display a dense belt of vegetation including oak, walnut, persimmon, mesquite, occasionally grapes, mountain laurel, Mexican buckeye and other woody plants. The uplands provided these same plants although in a more stunted form along with hackberry, the above mentioned succulents, and various grasses. Small and medium-sized animals occupied their respective habitats among the rocks and vegetation in the canyons, slopes and uplands as well."
uc1.b3821848,Plains anthropologist.,1981,157,1,extinct,,1,animal,"The geological context consists of an extensive alluvial deposit containing extinct fauna such as elephant, mastodon, giant beaver, peccary, horse, and possibly bison, as well as rodents no longer extant in east Texas.","17 years ago by two geologists (Slaughter and Hoover 1963), no archaeologist seems to have examined these localities, nor paid any heed to the discoverers' cautiously presented evidence for a Paleo-Indian occupation.","The geological context consists of an extensive alluvial deposit containing extinct fauna such as elephant, mastodon, giant beaver, peccary, horse, and possibly bison, as well as rodents no longer extant in east Texas. The possible cultural evidence comes mostly from bone quarry site No. 5. It includes a burned area (2.14 m. in diameter; .46 m. thick) which yielded a 14C date of 9,550 + 380 B.P. (SM-532) and, 9.2 m. from this feature, an antler fragment that appears to have been man-modified. There is no tight association between the faunal remains and this possible hearth and artifact. The find is nonetheless quite significant."
uc1.b3821848,Plains anthropologist.,1981,182,2,extinct,,1,animal,"The Rex Rodgers Site, which has been briefly discussed elsewhere (Spears 1978), is a Paleo-Indian bison kill locality containing Plainview-like lancelote and “side hollowed"" points in association with extinct bison forms.","Instead, all artifacts are individually provenienced in a narrative format by excavation unit and natural stratum, and described by their material type, morphology and size. Fortunately, the text size of the material descriptions is reduced so the causal reader can readily skip the minutia of detail.","The Rex Rodgers Site, which has been briefly discussed elsewhere (Spears 1978), is a Paleo-Indian bison kill locality containing Plainview-like lancelote and “side hollowed"" points in association with extinct bison forms. The County Line Site is a non-ceramic Neo-Indian permanent base camp. The Blue Clay Site is a thinly occupied area producing a wide range of ceramic and lithic artifacts attributed to either the Neo-Indian, or multicomponent Meso-, Neo-Indian stages. The Deadman's Shelter is the type site for the newly defined Palo Duro complex. This important complex is characterized by a distinctive small corner notched point and Jornado brownware ceramics."
uc1.b3821848,Plains anthropologist.,1981,203,32,extinct,,1,animal,Preceding faunal assemblages at the site are composed of numerous extinct forms or animals which no longer range into the Lubbock area.,The rest of the fauna was identified by the senior author. The fauna is almost a modern one. All but one of the animals either range in the Lubbock area today or did historically before intensive Anglo settlement. Bison chronospecies occupied the same niche and relationship in the assemblage as modern bison. Interpretation of presence and subsequent absence of the crake is difficult since so little is known about fossil distribution (Olsen 1974) and habitat parameters (other than a marshlands form).,"Preceding faunal assemblages at the site are composed of numerous extinct forms or animals which no longer range into the Lubbock area. This late Paleo-Indian fauna probably reflects the onset of modern climatic conditions (Johnson 1976, in press a). Another situation reflected in the assemblage is the changing environs of the valley floor. Animals within the assemblage represent various habitats prevalent in the draw and point to an expanded mixed grasslands. Catfish inhabited shallow waters, while frogs, turtles, garter snakes, rails, and surface feeding ducks shared marsh and riparian wet meadows."
uc1.b3821848,Plains anthropologist.,1981,204,18,extinct,,1,animal,cottontail black-tailed jackrabbit 1.3-lined ground squirrel mexican ground squirrel black-tailed prairie dog plains pocket gopher Ord's kangaroo rat northern grasshopper mouse hispid cotton rat southern plains wood rat white-throated wood rat pronghorn antelope extinct bison mallard gadwall or pintail cinnamon or blue-winged teal prairie chicken or sage grouse prairie chicken or sharp-tailed grouse sora grey-brested crake red-winged blackbird yellow mud turtle pond slider ornate box turtle great plains skink milk snake common garter snake bull frog leopard frog catfish,"Thamnophis cf. sirtaſis (Linnaeus) Amphibia Rana catesbeiana (Shaw) Rana pipiens (Schreber) Pisces cf. Ictalurus spp. *No longer occurs in the area #Extinct by a narrow border of wet meadow grading into a mixed grass prairie (Fig. 10). Lastly, the assemblage reflects a changeover from the earlier Rolling Plains biotic encroachment to the modern biota of the eastern draws of the Llano Estacado (Johnson 1976, in press a; Johnson and Holliday 1980).","cottontail black-tailed jackrabbit 1.3-lined ground squirrel mexican ground squirrel black-tailed prairie dog plains pocket gopher Ord's kangaroo rat northern grasshopper mouse hispid cotton rat southern plains wood rat white-throated wood rat pronghorn antelope extinct bison mallard gadwall or pintail cinnamon or blue-winged teal prairie chicken or sage grouse prairie chicken or sharp-tailed grouse sora grey-brested crake red-winged blackbird yellow mud turtle pond slider ornate box turtle great plains skink milk snake common garter snake bull frog leopard frog catfish The fauna does not indicate the situation on the flat uplands. Uplands at this time were probably also a grasslands, but its distribu tional pattern and community association; would be different than those of the draw, "" for no other reasons than topography and available water. 186"
uc1.b3821848,Plains anthropologist.,1981,345,10,extinct,,1,animal,"Clovis hunters in southwest Missouri may well have at least encountered mastodon in their environment; however, they also would have witnessed if not the mastodon's extinction, at least the waning of the spruce forest on which it depended.","The first is whether Paleo-Indian hunters really were exploiting mastodon. Although it is often assumed that they were, it was not until 1979 that any evidence was found for such an association (Graham 1979). A single site is hardly sufficient evidence to confirm this long cherished notion; Kimmswick could be the provocative exception rather than the rule. Beyond the question of the association of Paleo-Indian with mastodon is the question of whether mastodon were really part of the fauna available to the makers of the Henry County and other Paleo-Indian points. In considering this question, the identification of the Henry County specimen and the dating of Paleo-Indian complexes becomes important.","Clovis hunters in southwest Missouri may well have at least encountered mastodon in their environment; however, they also would have witnessed if not the mastodon's extinction, at least the waning of the spruce forest on which it depended. Pollen records, faunal assemblages, and radiocarbon dates from Boney Spring on the Pomme de Terre River (Fig. 1) suggest that spruce forest, with an associated megafauna of mastodon, tapir, ground sloth, deer, giant beaver, and horse were still present around 13,550 B.P. (King and Lindsay 1976:76). However, evidence from Muscotah Marsh in northeast Kansas suggests the presence of prairie vegetation there by 11,300 B.P. (Grüger 1973:248). King and Lindsay (1976:77) extrapolate from these data to suggest that the Ozark spruce forest ended about 12,000 years ago, but they do not know whether it was replaced by deciduous forest or prairie. In either event, it is probable that Paleo-Indian inhabitants of the eastern edge of the prairie in Henry County, particularly the late Paleo-Indian (Plano) inhabitants, were facing a modern flora and fauna, in which case the largest species hunted would have been deer or bison."
uc1.b3821848,Plains anthropologist.,1981,345,15,extinct,,1,animal,"The form of bison (i.e., extinct or modern) is unknown.","Clovis hunters in southwest Missouri may well have at least encountered mastodon in their environment; however, they also would have witnessed if not the mastodon's extinction, at least the waning of the spruce forest on which it depended. Pollen records, faunal assemblages, and radiocarbon dates from Boney Spring on the Pomme de Terre River (Fig. 1) suggest that spruce forest, with an associated megafauna of mastodon, tapir, ground sloth, deer, giant beaver, and horse were still present around 13,550 B.P. (King and Lindsay 1976:76). However, evidence from Muscotah Marsh in northeast Kansas suggests the presence of prairie vegetation there by 11,300 B.P. (Grüger 1973:248). King and Lindsay (1976:77) extrapolate from these data to suggest that the Ozark spruce forest ended about 12,000 years ago, but they do not know whether it was replaced by deciduous forest or prairie. In either event, it is probable that Paleo-Indian inhabitants of the eastern edge of the prairie in Henry County, particularly the late Paleo-Indian (Plano) inhabitants, were facing a modern flora and fauna, in which case the largest species hunted would have been deer or bison.","The form of bison (i.e., extinct or modern) is unknown. Upland sites, such as this one, are shallow and often mixed, making it impossible to obtain any data on subsistence practices or to derive information on paleo-environments. But beyond the nature of Paleo-Indian exploitative practices and the composition of their environment is the question as to the representativeness of known Paleo-Indian site loci and the adequacy of survey. A recent segment of survey in the Harry S. Truman Reservoir concentrated on surveying public use areas, located primarily in the uplands, including the upper slopes and bluff crests. None of the 330 sites recorded yielded Paleo-Indian remains."
inu.30000046332130,Newsletter /,1995,134,28,extinct,,,language,"However, I remembered that the Pirahã had told me that the Torá, speakers of the extinct language of the same name, had intermarried with the Pirahã several decades ago.","A new sound: I also transcribed (and videotaped) a sound which I believe to be heretofore undocumented in the literature: [tſ], a voiceless dental stop articulated simultaneously with a voiceless bilabial trill. * The most fascinating part of this discovery, is that after recording this among the Warí, I traveled to visit the Pirahã, where I have done a considerable amount of fieldwork in the past. While videotaping a conversation between me and the man who had been my main language teacher in the Pirahã, he uttered this exact sound! Not only had I never heard this sound in 17 years of working with the Pirahã, but Pirahã is not related to Warí.","However, I remembered that the Pirahã had told me that the Torá, speakers of the extinct language of the same name, had intermarried with the Pirahã several decades ago. Since Torá is related to Warí, it is possible that it is the source of (tſ) in Pirahã, although it is unlikely that we will ever really know. It is an especially strange sound for Pirahã, which otherwise has only 7 consonants and 3 vowels, the smallest segmental inventory in any recorded language. Assignments: Several people had similar assignments, which I finally understood when one person commented: “These are things that Mary Haas used to assign to her class.”"
uc1.b3821848,Plains anthropologist.,1981,370,5,extinct,,1,animal,Biometric studies indicated that the bison fall between the size range of the extinct forms of B. bison occidentaſis or B. bison antiquus and that of the modern B. bison bison.,"elements the minimum number of individuals (MNI) was calculated to be over 400 animals with an additional 200 animals estimated to occur in the unexcavated portion of the site. These figures indicate an extremely large number of animals as compared to other Paleo-Indian bison kill sites. Using standard methods, various data are presented pertaining to bison population structure, speciation and butchering techniques. Dentition and biometric studies indicated that the herd consisted primarily of cows and calves, with an exceedingly high number of younger members. A seasonal determination of fall (October – mid-November) is consistent with bison behavior models for nursery herds.","Biometric studies indicated that the bison fall between the size range of the extinct forms of B. bison occidentaſis or B. bison antiquus and that of the modern B. bison bison. However, it is unclear from the discussion if age and sex differences in body size were considered when calculating the statistics. These considerations would be important because of an overrepresentation of young animals (approximately 65% of the animals were 2.5 years or younger) and females which would tend to give a smaller biometric statistic. The cultural materials are divided into bone and stone artifacts. The bone artifacts include a possible humerus chopper, a mule deer humerus with a spiral fracture which shows use wear, a lateral fifth metacarpal, and several other unidentified anomalous bone fragments."
uc1.b3821985,Bulletin of the Texas Archeological Society.,1971,381,13,extinct,,1,animal,"The Mylodon, Glypdoton, Elephas and three species of Equus, all extinct animals, have been found fossilized in these beds, and it seems agreed among scientist that these beds belonged to the Tertiary geologic period” (Wilson, 1890:116-127).","INTRODUCTION In the Annual Report of the United States National Museum for 1888, the following statement by Thomas Wilson (1890) appears: “Another accession (21181, Catalogue No. 139817) which may prove of importance is a flint implement of the rudest type, being merely chipped to a point, or with an edge not more than an inch in width, which was discovered by Mr. William Taylor, of San Diego, Texas, in San Diego Creek, one-half mile from the town of San Diego. It was found by him 3 or 4 or more feet under the surface in undisturbed layers. Mr. Taylor has found several other implements of the same kind, showing that this was not a solitary or isolated case. This implement becomes important from the fact that it was found near the top of the equus beds of that district, which have become celebrated in the palentology and geology of our country.","The Mylodon, Glypdoton, Elephas and three species of Equus, all extinct animals, have been found fossilized in these beds, and it seems agreed among scientist that these beds belonged to the Tertiary geologic period” (Wilson, 1890:116-127). This report received no attention until a number of years later when it was cited by E. H. Sellards during his studies in the Beeville area:"
uc1.b3821985,Bulletin of the Texas Archeological Society.,1971,382,7,extinct,,1,animal,"Thus in the papers of Wilson (1890) and Sellards (1940), it assumed that the lithic materials collected by Taylor on San Diego Creek were indeed man-made, and in association with extinct mammals.","Location of the San Diego Locality, Duval County, Texas. “. . . it is known that a William Taylor lived in San Diego, Duval County, Texas, and made a collection of fossils on San Diego Creek about 1888. It is believed, therefore, that the type locality of Equus giganteus is on San Diego Creek, Duval County, Texas, which is only about 70 miles from the Beeville locality. It is noteworthy that Taylor reports artifacts associated with the fossils collected by him near San Diego” (Sellards, 1940: 1633).","Thus in the papers of Wilson (1890) and Sellards (1940), it assumed that the lithic materials collected by Taylor on San Diego Creek were indeed man-made, and in association with extinct mammals. The “equus beds” mentioned by Taylor are now included in the Lissie formation (Duessen, 1914;1924: 108). The Lissie is attributed to the lower, or early, Pleistocene (Doering, 1956:1822). Both Duessen and Weeks (1933:460-461) have noted the paleontological remains of the Lissie; in addition, they have commented on the presence of flint, chert,"
inu.30000046332130,Newsletter /,1995,143,23,extinct,,,language,"(A grammatical sketch of an extinct Chibchan language of Colombia, the first number in LINCOM EUROPA's new series of short descriptive or theoretical studies in Native American languages and linguistics.","IN CURRENT PERIODICALS Gramática Muisca. Angel López-García. LINCOM Studies in Native American Linguistics 1, 1994. 120 pp. DM 38/$24/£15.20.","(A grammatical sketch of an extinct Chibchan language of Colombia, the first number in LINCOM EUROPA's new series of short descriptive or theoretical studies in Native American languages and linguistics. La presente gramática se ha realizado cotejando las cuatro versiones manuscritas existentes e intentando reconstruir lo que sería el sistema gramatical muisca tras hacer abstracción de las distorsiones que el modelo latino de las “Artes” misioneras ha introducido en el mismo. Para ello se ha adoptado un punto de vista cognitivo y pragmático susceptible de relacionar la lingüística con la etnología. En cada caso se trata de determinar la contribución de los distintos procedimientos gramaticales al establecimiento de las escenas verbales que cada secuencia refleja. La obra consta de seis partes: Introducción, Método, Verbo, Nombre, Espicificadores y Oración. —"
uc1.b4294395,Ontario archaeology.,1984,49,10,extinct,,1,animal,Two of these species are now extinct.,"INTRODUCTION During the early 17th century the country of the historic Neutral Iroquois was described by the French as being very beautiful, bountiful, and having a milder climate than that in Huronia (Daillon 1866: 806-807; JR 21:195). This observation stems from the fact that ecologically the Hamilton-Niagara homeland of the 16th and early 17th century Neutral Iroquois (Noble 1977) lay within the northern boundary of the Carolinian Biotic Zone (Cleland 1966; Noble 1975b). This distinctive zone (Fig. 1) is characterized by a flora that includes Chestnut (Castanea dentata), Shagbark Hickory (Carya ovata), Red Oak (Quercus rubra), White Oak (Quercus alba), Beech (Fagus grandifolia), and Tulip trees (Liriodendron tulipifera). It presents an environment rich in fauna, with habitats particularly suitable for Wild Turkeys (Meleagris Gallopavo), Passenger Pigeons (Ectopistes migratorius), Carolina Parakeets (Conuropsis carolinensis), Virginia Deer (Odocoileus Virginianus) and Grey Squirrels (Sciurus carolinensis).","Two of these species are now extinct. The last Carolina Parakeet was seen in 1920, while the well known Passenger Pigeon has been extinct since 1914. In historic Neutralia, the Niagara escarpment stands out as a distinctive relief feature, and provides an important directional flyway for migratory birds seeking thermal updrafts. The Niagara River marks the south end of the Niagara Peninsula between Great Lakes Erie and Ontario. Large swamps in the region (e.g. Beverly, Beaverdams, Wainfleet) clearly provided major yarding areas for Virginia deer and suitable habitats for wetland species."
uc1.b4294395,Ontario archaeology.,1984,49,11,extinct,,1,animal,"The last Carolina Parakeet was seen in 1920, while the well known Passenger Pigeon has been extinct since 1914.","During the early 17th century the country of the historic Neutral Iroquois was described by the French as being very beautiful, bountiful, and having a milder climate than that in Huronia (Daillon 1866: 806-807; JR 21:195). This observation stems from the fact that ecologically the Hamilton-Niagara homeland of the 16th and early 17th century Neutral Iroquois (Noble 1977) lay within the northern boundary of the Carolinian Biotic Zone (Cleland 1966; Noble 1975b). This distinctive zone (Fig. 1) is characterized by a flora that includes Chestnut (Castanea dentata), Shagbark Hickory (Carya ovata), Red Oak (Quercus rubra), White Oak (Quercus alba), Beech (Fagus grandifolia), and Tulip trees (Liriodendron tulipifera). It presents an environment rich in fauna, with habitats particularly suitable for Wild Turkeys (Meleagris Gallopavo), Passenger Pigeons (Ectopistes migratorius), Carolina Parakeets (Conuropsis carolinensis), Virginia Deer (Odocoileus Virginianus) and Grey Squirrels (Sciurus carolinensis). Two of these species are now extinct.","The last Carolina Parakeet was seen in 1920, while the well known Passenger Pigeon has been extinct since 1914. In historic Neutralia, the Niagara escarpment stands out as a distinctive relief feature, and provides an important directional flyway for migratory birds seeking thermal updrafts. The Niagara River marks the south end of the Niagara Peninsula between Great Lakes Erie and Ontario. Large swamps in the region (e.g. Beverly, Beaverdams, Wainfleet) clearly provided major yarding areas for Virginia deer and suitable habitats for wetland species. In contrast to the late prehistoric settlement patterning, Noble (1982) has noted that many historic Neutral Iroquois towns, villages and hamlets coalesced near the swamps in the Hamilton-Niagara region."
uc1.b4294395,Ontario archaeology.,1984,52,10,extinct,,1,animal,"Of the fish, coarse species such as Catfish (Ictaluridae sp.), Sucker (Catostomidae sp.) and Freshwater Drum (Aplodinotus grunniens) prove popular, while Wild Turkeys and the now extinct Passenger Pigeons are most common of the avifauna.",Gastropoda Reptilia 0.71 0.7 6.00 0.6 Amphibia 0.35 0.1 2.1 0.33 0.9 Crustacea 0.02 0.1 Total 100% 100% 100% 100% 100% *Note: All extraneous European-derived species and marine shell have been deleted from these totals. 0.9 0.7 100% Fish and avian species are also important supplements to the historic Neutral Iroquois diet.,"Of the fish, coarse species such as Catfish (Ictaluridae sp.), Sucker (Catostomidae sp.) and Freshwater Drum (Aplodinotus grunniens) prove popular, while Wild Turkeys and the now extinct Passenger Pigeons are most common of the avifauna. Significantly the data from Table 1 indicates that fish and bird elements occur in higher proportions on the large town sites (2 6 hectares or 6 15 acres) than on the smaller village settlements (.4 2 hectares or 1 5 acres). The reasons for this occurence are not understood at present, but this settlement size-faunal correlation should be noted. TABLE 2 INTERSITE COMPARISON OF MAJOR IDENTIFIED SPECIES (percentage) Cleveland Early Protohistoric ca."
uc1.b4346914,This land was theirs; a study of the North American Indian,1973,37,2,extinct,,1,animal,"Before long a French civil servant, Boucher de Perthes, established as a result of archaeological studies that men once lived among animals now extinct.",broadly on this thesis. The most important conclusion was that the earth was changing very slowly in physical terms and that therefore it must be very old.,"Before long a French civil servant, Boucher de Perthes, established as a result of archaeological studies that men once lived among animals now extinct. Boucher's conclusions were a direct challenge to the idea that God in his wisdom had created a perfect world and that all the creatures which existed originally still lived. In the 1840's the thoughts of Charles Darwin were crystallizing and soon would produce the evolution revolution. Not until the knowledge gained, by investigators in the first half of the nineteenth century had been sorted, ordered, and broadly accepted could a synthesis of American Indian prehistory be advanced in reasonable terms. Not unexpectedly it was an Englishman, John Lubbock, who guided the way."
uc1.b4346914,This land was theirs; a study of the North American Indian,1973,37,11,extinct,,1,animal,"Since the men living in Europe at that time hunted animals now extinct, it was anticipated that similar associations would be found in the New World.","Not unexpectedly it was an Englishman, John Lubbock, who guided the way. Although his primary interest was not in aboriginal Americans, he was the first to suggest a sequential patterning for Indian cultural development. In Pre-Historic Times (1865) he suggested that the first people were barbarians, which presumably meant Indians who lived mainly by hunting. The next stage was that of the mound builders, and it was followed by farmers; by the time of historic contact, however, the Indians had retrogressed to a partial state of barbarism. During the 1860's it was thought that the earliest stone tools in Europe had been made 100,000 to 240,000 years ago, and those from the Somme Valley in France were termed Paleolithic by Lubbock.","Since the men living in Europe at that time hunted animals now extinct, it was anticipated that similar associations would be found in the New World. As a result of searches for these early remains, tools found in gravels near Trenton, New Jersey, were attributed to the Paleolithic, and a human skull from a California gold mine was considered of Pliocene age. This dating was not to endure, and by the turn of the present century a reaction had developed against assuming a great antiquity for New World man. Ales Hrdlicka, a physical anthropologist and archaeologist, spearheaded the attack. From a detailed study of all the reportedly ancient finds he concluded that man had been here only in postglacial times."
uc1.b4346914,This land was theirs; a study of the North American Indian,1973,38,4,extinct,,1,animal,It was then that a party of paleontologists working in northern New Mexico unearthed the bones of a species of bison considered to be long extinct.,"document their finds. The problem of Indian antiquity now was being studied by skilled professionals utilizing precise methodology. In spite of all that is known about the subject, at present we still must pause and heed the reminder of Alex D. Krieger (1964, 25): ""Scholars simply do not know how much material there is on both American continents that bears on the earliest cultures. . . ."" The antiquity of New World man remained largely speculative until the year 1926.","It was then that a party of paleontologists working in northern New Mexico unearthed the bones of a species of bison considered to be long extinct. In dirt from the excavation were found two pieces of flaked flint points. Before long another point fragment was found embedded in clay near the rib of an animal. It later was realized that one of the first two pieces found had been broken from the fragment recovered near the rib and that when they were combined the two sections formed part of a projectile point. It seemed that here was clear evidence of early Americans hunting ancient animals during the Pleistocene, but archaeologists were reluctant to accept the validity of the association."
uc1.b4346914,This land was theirs; a study of the North American Indian,1973,39,0,extinct,,1,animal,"At first the Folsom points and extinct bison remains were thought to be of Pleistocene age, but it is now known that these flints and bones date approximately 8000 B.C. It further has emerged with considerable clarity that the Folsom point makers were specialized bison hunters who occupied much of the Great Plains for a comparatively brief span of time.",,"At first the Folsom points and extinct bison remains were thought to be of Pleistocene age, but it is now known that these flints and bones date approximately 8000 B.C. It further has emerged with considerable clarity that the Folsom point makers were specialized bison hunters who occupied much of the Great Plains for a comparatively brief span of time. We know too that earlier, around 10,000 B.C., Americans hunted mammoths using flint spear points now termed Clovis. The distinctive Folsom and Clovis flints left by Paleo-Americans may have served as knives as well as projectile points. Very little is known about the lives of these hunters apart from their stone technologies, which are unrelated to specific developments in any other area of the world. This general stage of development often has been termed Paleo-Indian, and a most intriguing question is whether any remains of man which have greater antiquity exist in the New World."
inu.30000046332130,Newsletter /,1995,163,20,extinct,,,language,"] Ten varieties of Eskimo are compared, including five Inuit dialect groups (constituting a dialect chain with minimal mutual intelligibility between groups at the extremes), four Yupik languages, and Sireniski, the nearly extinct Siberian Eskimo language.","614 pp. $47. (This authoritative work has been 10 years in the making, the product of a circumpolar collaboration between the Instutute of Eskimology in Copenhagen (Fortescue) and the Alaska Native Language Center (Jacobson & Kaplan). Section Four, a short one, contains five miscellaneous papers on ethnographic topics outside of North America, and Section Five-included for completeness' sake—consists of the official reports that Sapir was required to publish during his 15-year tenure (1910-25) as Chief of the Division of Anthropology at the National Museum of Canada. Order from: Mouton de Gruyter, 200 Saw Mill River Rd, Hawthorne, NY 10532.","] Ten varieties of Eskimo are compared, including five Inuit dialect groups (constituting a dialect chain with minimal mutual intelligibility between groups at the extremes), four Yupik languages, and Sireniski, the nearly extinct Siberian Eskimo language. Each primary entry is a comparative set (most are of bases), summarized by a reconstruction: Proto-Eskimo (PE), where both Yupik and Inuit forms are attested, otherwise Proto-Inuit (PI), Proto-Yupik (PY), or Proto-Yupik-Sireniski (PY-S). Probable cognates in Aleut are cited in brackets following the PE, PI, PY, or PY-S forms. Proto-Eskimo-Aleut reconstructions are not attempted (not because this would be especially difficult — the comparative phonology of EskimoAleut is fairly well understood, and the relationship is virtually certain but because it falls outside the primary mission of the dictionary). An appendix compares forms that occur in single Eskimo languages with proposed Aleut cognates."
