,volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = no,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,v_sent_score,tb_sent_score,ht_sent_score,v_sent,tb_sent,ht_sent
559,uc1.$b444105,Prehistory of Oklahoma /,1984,60,18,extinct,,1,animal,"By this time, such animals as mastodons, mammoths, horses, camels, ground sloths, and saber-toothed cats were extinct in North America (Martin 1967; Martin and Guilday 1967).",0.0,-0.2,0.9983119964599609,Neutral,Neutral,NEGATIVE
560,uc1.$b444105,Prehistory of Oklahoma /,1984,61,0,extinct,,1,animal,"35 old marsh deposits yielded a grass-dominated pollen profile, elm stumps, many gastropods, and remains of mammoth, extinct bison, extinct tortoise, bog lemming, muskrat, vole, cotton rat, and other rodents and reptiles (Slaughter 1966; Wilson 1966).",0.0,-0.06500000000000002,0.9349396824836731,Neutral,Neutral,NEGATIVE
561,uc1.$b444105,Prehistory of Oklahoma /,1984,61,2,extinct,,1,animal,"However, the presence of spruce pollen, certain snail species, extinct tortoise, bog lemming, and cotton rat are clues that the climate was more moist, with milder winters, than at present.",0.2732,0.07857142857142857,0.6327062249183655,Neutral,Neutral,POSITIVE
562,uc1.$b444105,Prehistory of Oklahoma /,1984,93,3,extinct,,1,water,"As mentioned above, the chert resources of Oklahoma are derived not only from formations within the state, but from extinct and present drainage systems that have brought materials in from other areas; some of the materials derived from outside the state present some of the greatest problems in identification, explanation, and interpretation.",0.5023,0.059375,0.9897192716598511,Positive,Neutral,NEGATIVE
563,uc1.$b444105,Prehistory of Oklahoma /,1984,130,3,extinct,,1,animal,The Bison Hunters The hunters of extinct bison can be divided into two groups for the purposes of this discussion: the Folsom hunters and the Plains bison hunters.,0.0,-0.4,0.882987380027771,Neutral,Negative,NEGATIVE
564,uc1.$b444105,Prehistory of Oklahoma /,1984,131,7,extinct,,1,animal,"A notched form, Simonson, has also been reported with extinct bison (Frankforter and Agogino 1959) and most recently Willey et al. (1978:64–65) have reported a type (Rogers side-hollowed) that has elements of several of these types and the earlier Clovis and Folsom types.",0.0,0.019999999999999997,0.8102892637252808,Neutral,Neutral,NEGATIVE
565,uc1.$b444105,Prehistory of Oklahoma /,1984,131,8,extinct,,1,animal,"Of the 243 projectile points found at the Nall site that were complete enough for accurate description and assignment to a rough temporal period, only 54 can be reasonably assigned to origins other than the hunters of extinct bison.",0.0,0.009375000000000008,0.9951453804969788,Neutral,Neutral,NEGATIVE
566,uc1.$b444105,Prehistory of Oklahoma /,1984,131,14,extinct,,1,animal,"Although it is impossible to place them into a well-controlled chronological scheme, as can be done with the projectile points, it seems reasonable to assign the bulk of the artifacts to the hunters of extinct bison.",0.0,-0.21666666666666667,0.9796410799026489,Neutral,Neutral,NEGATIVE
567,uc1.$b444105,Prehistory of Oklahoma /,1984,133,4,extinct,,1,animal,"Five of these projectile points appear to be types associated with the hunters of extinct bison, although only one can be reasonably linked to a specific type (Specimen 6, which is probably a Frederick point, one of the most recent types associated with the early specialized hunters).",0.0,0.05714285714285715,0.9750805497169495,Neutral,Neutral,NEGATIVE
568,uc1.$b444105,Prehistory of Oklahoma /,1984,135,1,extinct,,1,animal,"Foraging was the most important activity between the end of the Wisconsin glaciation, when the Pleistocene megafauna became extinct, and the beginnings of agriculture, which brought with it some control over the food supply.",0.2716,0.16666666666666666,0.98773592710495,Neutral,Neutral,POSITIVE
569,mdp.39015018821796,The fourth world of the Hopis : the epic story of the Hopi Indians as preserved in their legends and traditions /,1987,241,25,extinct,,,village,"YAYAPONCHA (YAH-yah-pahn-chah, sometimes abbreviated to YAHyah)—A secret society, now generally considered to be extinct.",0.0,-0.25,0.9993883371353149,Neutral,Neutral,NEGATIVE
570,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,145,14,extinct,,,race,"The San Carlos and Soledad missions (1770, 1771) brought an end to the Esselen, making them the first California Indians to become culturally extinct (Cook 1974a, 1974b; Hester 1978a).",0.0,-0.07500000000000001,0.9719954133033752,Neutral,Neutral,POSITIVE
571,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,251,11,extinct,,,race,"The Wiyot are perhaps not actually extinct, although what constitutes ""extinction” is not easy to define.",-0.3412,-0.008333333333333331,0.9978540539741516,Negative,Neutral,NEGATIVE
572,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,274,1,extinct,,,race,"Therefore, in the following sections it will be necessary to speak of the southern Athapaskans as if they have become extinct, even though this may not actually be the case.",0.0,-0.08,0.9937350153923035,Neutral,Neutral,NEGATIVE
573,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,284,24,extinct,,,language,*The Cahto language is extinct.,0.0,-0.4,0.9993271827697754,Neutral,Negative,NEGATIVE
574,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,287,29,extinct,,,village,In 1856 the now extinct town of Cahto came into existence with the settling of two pioneers.,0.0,-0.4,0.9475098848342896,Neutral,Negative,POSITIVE
575,uc1.31175008778402,Annual report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution.,1964,25,1,extinct,,1,animal,"On September 25 Professor W. H. Holmes, of the National Museum, and Mr De Lancey Gill, of the Bureau, repaired, under the auspices of the Bureau, to northeastern Indian Territory for the purpose of examining a spring reported by a correspondent to contain abundant bone and flint implements associated with bones of both modern and extinct animals.",0.0,0.13333333333333333,0.9083498120307922,Neutral,Neutral,POSITIVE
576,uc1.31175008778402,Annual report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution.,1964,25,3,extinct,,1,animal,"They verified the reported association, and were able to identify the spot as an aboriginal shrine, to which the attention of the aborigines was probably directed by the gigantic teeth and bones of extinct animals, and at which sacrifices were made through several generations.",0.0,0.033333333333333326,0.8073110580444336,Neutral,Neutral,NEGATIVE
577,uc1.31175008778402,Annual report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution.,1964,25,4,extinct,,1,animal,"During the same trip they visited Kimmswick, Mo., where also human relics are reported to occur in association with bones of extinct animals.",0.0,-0.13333333333333333,0.6106159090995789,Neutral,Neutral,POSITIVE
578,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,290,29,extinct,,,race,Ethaographically extinct.,0.0,-0.4,0.9996181726455688,Neutral,Negative,NEGATIVE
579,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,293,25,extinct,,,race,"By the early 1900s only a few remained, and in 1972 they were considered ethnographically extinct (see Kroeber and Heizer 1970).",0.0,-0.125,0.9989284873008728,Neutral,Neutral,NEGATIVE
580,uc1.31175008778402,Annual report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution.,1964,290,21,extinct,,1,animal?,"The associate shi'wanni to the Kia'kwemosi spreads a large blanket on the floor near the first body of A'shiwanni and places on the blanket a large, fine white bucka These are extinct.",0.2023,0.11360544217687074,0.9972436428070068,Neutral,Neutral,NEGATIVE
581,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,294,20,extinct,,,race,"The population dropped drastically after the Whites arrived (table 1), and in 1972 the Coast Yuki were considered ethnographically extinct.",0.0,-0.4,0.9992916584014893,Neutral,Negative,NEGATIVE
582,uc1.31175016738000,Mythology of the Thompson Indians /,1975,142,23,extinct,,1,animal,"About fifty years ago they had become scarce, and at the present day they are extinct in the above-named places.",0.0,-0.2,0.9991253018379211,Neutral,Neutral,NEGATIVE
583,uc1.31210001247749,Annual report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution.,1880,142,0,extinct,1,,,"The same author states, and Bruhier corroborates the assertion, that the Parthians, Medes, Iberians, Caspians, and a few others, had such a horror and aversion of the corruption and decomposition of the dead, and of their being eaten by worms, that they threw out the bodies into the open fields to be devoured by wild beasts, a part of their belief being that persons so devoured would not be entirely extinct, but enjoy at least a partial sort of life in their living sepulchers.",-0.0656,-0.07,0.9285105466842651,Neutral,Neutral,NEGATIVE
584,uc1.31210001247749,Annual report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution.,1880,168,5,extinct,1,,,As soon as life is extinct—some say even before the last breath is drawn—the bystanders break the spine by a blow from a large stone.,0.0,0.10714285714285714,0.9923965334892273,Neutral,Neutral,NEGATIVE
585,uc1.31210001247749,Annual report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution.,1880,229,25,extinct,1,,,The work begins assoon as life is extinct.,0.0,-0.4,0.9971528053283691,Neutral,Negative,NEGATIVE
586,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,303,8,extinct,,,language,"The speakers of the above two dialects remember that a more different, now extinct, dialect was spoken by the Healdsburg Indians, the khal·e-hčamay 'water-midst people’and the kha-towi-hčamay 'people at the lake'.",0.0,0.024999999999999994,0.9919043183326721,Neutral,Neutral,NEGATIVE
587,uc1.31210001247749,Annual report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution.,1880,419,4,extinct,1,,,"Max Müller, following Professor Heyse, of Berlin, published an ingenious theory of primitive speech, to the effect that man had a creative faculty giving to each conception, as it thrilled through his brain for the first time, a special phonetic expression, which faculty became extinct when its necessity ceased.",0.872,0.2581632653061225,0.9874697923660278,Positive,Neutral,NEGATIVE
588,uc1.b001121899,Archeological training handout for forest managers : North coast region.,1987,305,41,extinct,,,race,These people were never numerous and have long been extinct.,0.0,-0.15,0.9980705380439758,Neutral,Neutral,NEGATIVE
589,mdp.39015019152001,The life of Okah Tubbee /,1988,143,10,extinct,,,race,"It is generally supposed by many novel readers, that the Mohican tribe of Indians has become extinct; this, however, is not exactly the case.",0.3182,0.0062500000000000056,0.9974561333656311,Positive,Neutral,NEGATIVE
590,wu.89084890821,Introduction to Wisconsin Indians : prehistory to statehood /,1988,56,9,extinct,,,race - paleo,"The Old Copper culture, however, went the way of most human endeavors: it became extinct or developed into something new.",0.0,0.07272727272727271,0.9640081524848938,Neutral,Neutral,NEGATIVE
591,wu.89084890821,Introduction to Wisconsin Indians : prehistory to statehood /,1988,107,1,extinct,,,race,The Mascouten finally became extinct through merger with the Kickapoo in the nineteenth century.,0.0,-0.2,0.9978861212730408,Neutral,Neutral,NEGATIVE
592,uc1.aa0000862185,"Federal Acknowledgment Administrative Procedures Act of 1989 : hearing before the Select Committee on Indian Affairs, United States Senate, One Hundred First Congress, first session, on S. 611, to establish administrative procedures to determine the status of certain Indian groups.",1989,140,10,extinct,,,"quotation, race","The elimination of the Indians and their culture was still the goal of this states government as evidenced in the message by Governor John McDougall to the State Legislature in 1851 : ""That a war of extermination will be continued to be waged between the races until the Indian race becomes extinct, is expected---the inevitable destiny of the race is beyond the power and wisdom of man to avert"" (California State Legislature, Senate and Assembly, 1851.)",-0.296,-0.2,0.997738242149353,Neutral,Neutral,NEGATIVE
593,uc1.31210015467804,Federal archeology report.,1994,348,20,extinct,1,,,"10 070 20 63 16 23 25 24 680 500 mi A database of this nature has other biological and archaeological applications, for example, paleoenvironmental and paleoclimatic reconstructions, extinction modeling, subsistence studies, interactive exhibits, etc.",0.0,-0.0625,0.9582937955856323,Neutral,Neutral,POSITIVE
594,uc1.31210015467804,Federal archeology report.,1994,348,27,extinct,,1,animal,"This composite map shows that the range of both species of marten, the American Marten (Martes americana) and extinct noble marten (Martes nobilis) extended into lower elevations and latitudes during the late Pleistocene period when climates were cooler and moister.",0.2023,-0.02500000000000001,0.8395179510116577,Neutral,Neutral,POSITIVE
595,uc1.31210015467804,Federal archeology report.,1994,489,5,extinct,,1,animal,"B ESIDES DINOSAUR RIDGE—once home to Colorado's state dinosaur, the stegosaurus—the branch is working on a number of nominations for National Historic Landmarks, including Hawikuh on the Zuni Reservation (visited by Franciso Coronado in 1540), North Dakota's Fort Clark (former trading post and stopover for Lewis and Clark and artists George Catlin and Karl Bodmer), the folsom type site (where archeologists first linked man with extinct animals), Wagon Bed Springs (a must-stop for water along the Santa Fe Trail in Kansas), Iowa's Julien Dubuque Lead Mines (where the nation's first major mineral rush took place), and the Buxton Town Site (a turn of the century African American coal mining community, also in Iowa).",0.0772,0.020312499999999997,0.9913308620452881,Neutral,Neutral,POSITIVE
596,uva.x001978610,Columbian Consequences: Archaeological and historical perspectives on the Spanish borderlands west /,1989,372,8,extinct,,,race,"The Indians in this part of the State, in the main a harmless race, are left entirely at the mercy of every ruffian in the country, and if something is not done for their protection, the race will shortly become extinct (Heizer 1974:279).",0.5809,-0.046666666666666676,0.9990585446357727,Positive,Neutral,NEGATIVE
597,uva.x001978610,Columbian Consequences: Archaeological and historical perspectives on the Spanish borderlands west /,1989,421,2,extinct,,,race,"These peoples, now extinct, were differentiated primarily on the basis of language; their material culture-marginal paleolithic and adapted to subsistence in an extremely arid, barren, and rugged environment-was virtually identical (Massey 1949).",0.0,-0.041666666666666664,0.9777789115905762,Neutral,Neutral,NEGATIVE
598,uc1.31210022044810,Winds of change : a magazine for American Indians in science and technology.,2007,533,10,extinct,1,,,and now they are going to be extinct.,0.0,-0.4,0.9995980858802795,Neutral,Negative,NEGATIVE
599,uc1.31210024701268,A nineteenth century Ute burial from northeast Utah /,1984,97,17,extinct,,1,animal,Bison in western Colorado and Utah were extinct by 1870.,0.0,-0.2,0.996863842010498,Neutral,Neutral,NEGATIVE
600,uc1.31210024701482,"A class I overview of the prehistoric cultural resources, Little Snake Resource Area, Moffat, Routt, and Rio Blanco counties, Colorado /",1987,66,3,extinct,,1,animal,"Mammals, now locally extinct but once occurring in the study area, include grizzly bear (Ursus horribilis), gray wolf (Canis lupus), and bison (Bison bison).",0.0,-0.4,0.9822090268135071,Neutral,Negative,NEGATIVE
601,uc1.31210024701482,"A class I overview of the prehistoric cultural resources, Little Snake Resource Area, Moffat, Routt, and Rio Blanco counties, Colorado /",1987,74,6,extinct,,1,animal,Utes from all parts of Utah hunted bison in the Vintah Basin until the bison became extinct in the 1830s (Smith 1974:53).,0.0,-0.4,0.9924609065055847,Neutral,Negative,NEGATIVE
602,uc1.31210024701482,"A class I overview of the prehistoric cultural resources, Little Snake Resource Area, Moffat, Routt, and Rio Blanco counties, Colorado /",1987,188,7,extinct,,1,animal,"The earliest of the three complexes is the Llano culture (9050 B.C. to 8810 B.C.) characterized by the distinctive Clovis projectile points found in association with now extinct forms of mammoth, horse, tapir, and camel.",0.0,-0.4,0.6023955345153809,Neutral,Negative,POSITIVE
603,uc1.31210024701482,"A class I overview of the prehistoric cultural resources, Little Snake Resource Area, Moffat, Routt, and Rio Blanco counties, Colorado /",1987,189,3,extinct,,1,animal,"9050 B.C. to 7550 B.C.) is characterized by the Folsom projectile point and appears to have emphasized big-game hunting, which focused on the large, now extinct species of bison (Bison antiquis).",0.3818,-0.09285714285714287,0.8493406176567078,Positive,Neutral,NEGATIVE
604,uc1.31210024701482,"A class I overview of the prehistoric cultural resources, Little Snake Resource Area, Moffat, Routt, and Rio Blanco counties, Colorado /",1987,194,10,extinct,,1,animal,"None of the sites contained remains of extinct fauna in association with cultural material, nor were the deposits dated.",0.0,-0.15000000000000002,0.998717188835144,Neutral,Neutral,NEGATIVE
605,uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,31,0,extinct,,1,animal,"Intensive hunting in the area during the late nineteenth century had decimated the elk and deer herds, so that by the 1900s, their local populations were almost extinct (Wood 1973).",0.0,-0.2333333333333333,0.9960240125656128,Neutral,Neutral,NEGATIVE
606,uc1.31822007257405,The missions and missionaries of California /,1930,87,10,extinct,1,,,"Sarría dies, 568-570;-wealth, 634;ment., 395, 397, 453;-iv, Hartnell, 152;-in ruins, 217;-almost extinct, 296;-abandoned, 373;-for sale, 445;-sold, 460, 507;-visited occasionally, 412; -ment., 237, 685 Mission San Antonio de Pádua, founded, ii, 40, 87-89;-missionaries, 85;-distress, 100101;-guards needed, 111;-revolt at, 165;-Ánza, 171, 178, 185;-Fr.",-0.4404,-0.18333333333333335,0.9960054755210876,Negative,Neutral,NEGATIVE
607,uva.x001978610,Columbian Consequences: Archaeological and historical perspectives on the Spanish borderlands west /,1989,475,15,extinct,,,race,"Not as individuals, of course, but as a culture, the Californio became extinct within a generation of the Gold Rush (Pitt 1971; Wollenberg 1970:55).",0.0,-0.4,0.9981338381767273,Neutral,Negative,NEGATIVE
608,wu.89058384298,"Nodena : an account of 90 years of archeological investigation in southeast Mississippi County, Arkansas /",1989,124,34,extinct,,,paleohuman,"First, we owe recognition to an extinct human society.",0.0,-0.05000000000000001,0.9322001338005066,Neutral,Neutral,NEGATIVE
609,wu.89058562885,Northeast Indian quarterly.,1989,136,20,extinct,,,race,The Piscataway was separated from her are almost extinct.,0.0,-0.4,0.9988625049591064,Neutral,Negative,NEGATIVE
610,uc1.31822019588060,The North American Indian : being a series of volumes picturing and describing the Indians of the United States and Alaska /,1970,58,3,extinct,1,,,The subjects are drugged with Datura meteloides until life is supposed to be extinct.,0.0,-0.4,0.9989811778068542,Neutral,Negative,NEGATIVE
611,inu.30000000762561,Aboriginal settlement patterns in the Little Tennessee River Valley /,1990,57,7,extinct,,,race,"Recently, Dunnell and Dancey (1983) have argued that use of the site concept within regional archaeological survey can actually inhibit a clear and concise understanding of the extinct behavioral systems being studied.",-0.3612,-0.03333333333333333,0.9978366494178772,Negative,Neutral,NEGATIVE
612,inu.30000020658773,Wetland adaptations in the Great Basin : papers from the Twenty-First Great Basin Anthopological [sic] Conference /,1990,17,14,extinct,,,culture,"Consequently, not only are we confronted with reconstructing extinct lifeways (a difficult task by itself), we are faced with the even more onerous problem of understanding very complex ecosystems.",-0.7414,-0.158,0.9942067861557007,Negative,Neutral,NEGATIVE
613,mdp.39015018500390,"Indians of the Rio Grande delta : their role in the history of southern Texas, and northeastern Mexico /",1990,72,1,extinct,,,village,"Some of the Mulatos may have lived at the now extinct community of Mulatos, recorded as late as 1885 in the southeastern part of Willacy County, Texas (MacManus 1885, map).",0.0,-0.35,0.9849686026573181,Neutral,Negative,NEGATIVE
614,mdp.39015018500390,"Indians of the Rio Grande delta : their role in the history of southern Texas, and northeastern Mexico /",1990,142,13,extinct,,,race,"Gatschet's Comecrudo vocabulary of 1886 refers to the Rio Grande Pintos, then extinct, as having been tattooed.",0.0,-0.4,0.9839534759521484,Neutral,Negative,NEGATIVE
615,mdp.39015018500390,"Indians of the Rio Grande delta : their role in the history of southern Texas, and northeastern Mexico /",1990,160,0,extinct,,,language,"SO FAR as is now known, the various languages once spoken by Indian groups of northeastern Mexico and southern Texas are extinct.",0.0,-0.07500000000000001,0.9995142221450806,Neutral,Neutral,NEGATIVE
616,mdp.39015018901069,"Farewell, my nation : the American Indian and the United States, 1820-1890 /",1990,27,3,extinct,,,"quotation, race","“They must become civilized, or they will finally ... become extinct.”",0.0,0.0,0.9994115829467773,Neutral,Neutral,NEGATIVE
617,mdp.39015018901069,"Farewell, my nation : the American Indian and the United States, 1820-1890 /",1990,28,4,extinct,,,"quotation, race","“There seems to be a deep rooted superstition ... that the Indians are really destined, as if there were some fatality in the case, never to be christionized, but gradually to decay till they become totally extinct,” one missionary surmised.",-0.743,-0.06666666666666667,0.983194887638092,Negative,Neutral,NEGATIVE
618,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,17,16,extinct,,1,animal,"These early animals are no longer alive, they are extinct.",-0.5242,-0.06666666666666667,0.9988596439361572,Negative,Neutral,NEGATIVE
619,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,17,18,extinct,,1,animal,(The horse eventually became extinct in the Americas until it the Spanish reintroduced it.),0.0,-0.2,0.9891156554222107,Neutral,Neutral,NEGATIVE
620,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,22,6,extinct,,1,animal,There are theories that overhunting by Clovis people led to the extinction of Pleistocene megafauna.,0.0,0.0,0.9961944818496704,Neutral,Neutral,NEGATIVE
621,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,22,8,extinct,,1,animal,"By that time, the mammoth and most other Pleistocenemegafauna had become extinct.",0.0,-0.00833333333333334,0.9988885521888733,Neutral,Neutral,NEGATIVE
622,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,22,9,extinct,,1,animal,"Folsom people hunted a large bison, bison antiquus, that later also became extinct, as well as more familiar animals, such as PRONGHORN (ANTELOPE) and JACKRABBIT.",0.2732,0.11488095238095238,0.9933391213417053,Neutral,Neutral,NEGATIVE
623,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,24,13,extinct,,1,animal,"In the summer of 1927, they found a projectile point sticking into the ribs of an extinct bison.",0.0,-0.4,0.9862929582595825,Neutral,Negative,NEGATIVE
624,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,27,7,extinct,,1,animal,Pleistocene megafauna had become extinct long before then.,0.0,-0.225,0.9965502023696899,Neutral,Neutral,NEGATIVE
625,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,115,10,extinct,1,,,Paleo • extinct • spear,0.0,-0.4,0.9956579208374023,Neutral,Negative,NEGATIVE
626,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,232,11,extinct,1,,,"See also Anasazi: Great Houses; Anasazi: Great Kiva Chacoan Great Houses 5-2 Chacoan Outliers 4-9 Chacoan roads 4-8 Chacoan System 5-4 Chama Valley 5-5 Chihuahua 6-11 Chiricahua Apache 8-2, 8-4 on Mescalero Reservation 8-8 Cibola 7-5 Cibola, Seven Cities of 7-2, 7-5 expedition to find 7-2 Classic Mimbres Period 6-5 egalitarian 7-9 El Paso 7–7 epidemic 7-8, 7-10, 8-8 Espanola, New Mexico 5-5 Estancia Basin 5-5 Estéban 7-1, 7-2 ethnohistory 7-9, 7-10 expedition 7-5 extinct 1-1, 1-6, 1-8, 1-9, 2-1 extinction 1-9 F farmers 8-1 farming 2-4, 2–6, 3-1, 5–7, 5–9, 8-2 corn 8-3.",0.9231,0.38383838383838387,0.9713493585586548,Positive,Positive,NEGATIVE
627,uc1.31822025916438,Intrigue of the past : discovering archaeology in New Mexico /,1997,234,1,extinct,1,,,"See also game animals: large became extinct 1-6, 2-1 Mendoza, Antonio de first Spanish viceroy in Mexico 7-5",0.0,-0.06714285714285714,0.9765675663948059,Neutral,Neutral,NEGATIVE
628,uc1.31822028678183,"Understanding Northwest coast art : a guide to crests, beings, and symbols /",2000,86,2,extinct,,1,plant,"According to some, Haida Gwaii's only indigenous domesticated plant was a variety of tobacco, now extinct.",0.0,-0.2,0.9920750856399536,Neutral,Neutral,NEGATIVE
629,uc1.31822028678183,"Understanding Northwest coast art : a guide to crests, beings, and symbols /",2000,95,6,extinct,,1,animal,"A breed of small, white dogs (which apparently became extinct around the middle of the nineteenth century) was kept specifically for the production of wool.",0.0,-0.12000000000000002,0.9951208233833313,Neutral,Neutral,NEGATIVE
630,txu.059173015233110,Pre-Columbian contact with the Americas across the oceans : an annotated bibliography /,1990,67,14,extinct,,,"race, siberia","Compared with the American Indian American Antiquity 5(3):202-208 of Northeastern Asia as ""Old Siberian"" tribes (e.g., the Ostyaks and Samoyeds), now nearly extinct, are remnants of a population which was crowded Bering-ward and changed or exterminated first by ""New Siberians"" (Turks, Mongols) and then by Russians.",0.0,0.014393939393939384,0.9408496618270874,Neutral,Neutral,NEGATIVE
631,uc1.31822043014620,Background to historic and prehistoric resources of the East Mojave Desert region /,1976,67,10,extinct,,1,place,San Bernardino Museum of Natural History has collections of extinct spring mounds from this area which include projectile points of Rogers' Type 3 Pinto series.,0.3612,-0.15000000000000002,0.9790767431259155,Positive,Neutral,POSITIVE
632,uc1.31822043014620,Background to historic and prehistoric resources of the East Mojave Desert region /,1976,71,2,extinct,,1,water,Most of these points are found on the shorelines of extinct lakes (see discussion in Hall and Barker 1975: 48–51).,0.0,0.04999999999999999,0.8413808941841125,Neutral,Neutral,NEGATIVE
633,uc1.31822043014620,Background to historic and prehistoric resources of the East Mojave Desert region /,1976,71,10,extinct,,1,animal,"Vance Haynes suggests that large game animals other than deer, antelope and mountain sheep became extinct in the Mohave Desert region by about 9,000 B.C. and that lanceolate points are associated with the hunting of these large game animals.",0.0,-0.1494047619047619,0.9922105073928833,Neutral,Neutral,NEGATIVE
634,uc1.31822043014620,Background to historic and prehistoric resources of the East Mojave Desert region /,1976,73,3,extinct,,1,animal,"As the climate became warmer and drier and the game animals which had occupied the valley bottoms became extinct, it is probable that game animals became concentrated in the higher mountain areas where they are found today.",0.296,-0.23750000000000004,0.9852926135063171,Neutral,Neutral,NEGATIVE
635,uc1.31822043014620,Background to historic and prehistoric resources of the East Mojave Desert region /,1976,75,10,extinct,,1,water,"""...many Pinto-Gypsum sites are located not only on these same extinct lakes [as Playa sites], but also in close proximity to either modern water-holes or localities where more recent desert peoples dug wells. . .",0.3612,0.049999999999999996,0.7967206239700317,Positive,Neutral,NEGATIVE
636,mdp.39015022027554,Native roots : how the Indians nourished America /,1991,176,6,extinct,,,race,"Long after their cousins on the Great Plains have had to give up the buffalo hunt, after the farming Indians of the East Coast have lost their fields, and after many other Indian nations have become extinct, the native people of the north Pacific Coast continue the work of their ancestors.",0.4215,0.145,0.9985886216163635,Positive,Neutral,POSITIVE
637,uc1.31822043016419,Six decades back /,1990,55,7,extinct,,1,animal,It was the gun in the hands of the paleface that made the big game extinct.,-0.34,-0.26666666666666666,0.9996567964553833,Negative,Neutral,NEGATIVE
638,uc1.31970021085524,"Archaeological excavations at site CA-FRE-1671, Fresno County, California : final report /",1988,220,12,extinct,,1,animal,"By 1932, this last remnant of the once numerous San Joaquin Valley pronghorn population was extinct (Pyshora 1977).",0.0,-0.13333333333333333,0.9989089965820312,Neutral,Neutral,NEGATIVE
639,mdp.39015022027554,Native roots : how the Indians nourished America /,1991,211,10,extinct,,,language,"Other languages, like many of the Algonquian dialects of New England, have now become virtually extinct.",0.3612,0.027840909090909083,0.9993396401405334,Positive,Neutral,NEGATIVE
640,mdp.39015024968771,"Native American testimony : a chronicle of Indian-white relations from prophecy to the present, 1492-1992 /",1991,214,21,extinct,,,race,"While Dolittle accused the military of brutality and reservation agents of greed, he accepted the “Vanishing American"" theory of his day, which assumed that Indians were becoming extinct due to warfare, disease, liquor, prostitution, and what he called “the natural effect of one race replacing another.""",-0.7579,-0.012500000000000006,0.8558629751205444,Negative,Neutral,POSITIVE
641,mdp.39015029148684,Between Ports Alberni and Renfrew : notes on West Coast peoples /,1991,33,11,extinct,,,race,"While the greatest amount of information that survives concerns the Indian bands still in existence today, varying amounts of data exist for the extinct groups.",0.6369,0.3,0.9005818963050842,Positive,Neutral,POSITIVE
642,uc1.32106012085145,Journal of California and Great Basin anthropology.,1994,142,15,extinct,,1,animal,"For example, in evaluating models of resource intensification, particularly those dealing with the overexploitation of now extinct pinniped rookeries (Hildebrandt and Jones 1992), it is not only necessary to generate large numbers of species identifications, but it is also useful to have age/sex profiles for each taxonomic group (Lyman 1989).",0.5927,0.04682539682539682,0.9893089532852173,Positive,Neutral,POSITIVE
643,mdp.39015029148684,Between Ports Alberni and Renfrew : notes on West Coast peoples /,1991,226,2,extinct,,,village,"I used to listen to them: when someone was giving a feast, they would be telling about how they became extinct and there was no more of the village that used to be of the Cape Beale Indians.",0.0516,-0.325,0.9085239768028259,Neutral,Neutral,NEGATIVE
644,mdp.39015029148684,Between Ports Alberni and Renfrew : notes on West Coast peoples /,1991,227,2,extinct,,,race,"The Cape Beale people, who had been a big tribe, became extinct.",0.0,-0.2,0.9993833303451538,Neutral,Neutral,NEGATIVE
645,uc1.32106014715962,Journal of California and Great Basin anthropology.,1983,93,10,extinct,,1,animal,"The specific identification of these bones, on the basis of measurements alone, suggests affinity with the larger race of sandhill crane, Grus canadensis tabida or the now nearly extinct whooping crane, G. americana (Table 3).",-0.25,-0.13333333333333333,0.7748641967773438,Neutral,Neutral,NEGATIVE
