volume_id,title,page,sentence,keyword,Ontopic?1=no,P=positveN=negative[empty]=neutral/other-ForONTOPIConly,context,before_sentence,after_sentence,year
mdp.39015048550423,"Tribes, treaties, and constitutional tribulations /",139,5,Frontier,,frontier tribes,"At the time, this provision was not unreasonable; British and Spanish agents were frequent visitors among the frontier tribes.","123 here is the fact that Indians were not believed to possess the freedom of assembly until the middle of this century. Freedom of speech on the reservations has a similar history to that of the freedom of assembly, with some notable statutory exceptions. During the first several decades of the republic, when it was surrounded on three sides by the colonies of European powers, Congress passed a number of statutes that dealt with free speech. In order to forestall European agents from stirring up enmity among the tribes toward the United States, Congress prohibited the sending or carrying of seditious messages to Indians and correspondence with foreign nations intended to incite Indians to war. 87","At the time, this provision was not unreasonable; British and Spanish agents were frequent visitors among the frontier tribes. The Trade and Intercourse Act of 183488 greatly expanded the powers of the United States to take actions in Indian country regarding disruptive persons and activities there. Section 6 required foreigners to obtain passports in order to enter Indian country. Section 10 empowered the superintendent of Indian affairs to remove persons illegally in Indian country. Sections 21 and 23 gave the president great leeway in employing military force in arresting Indians.",1999
mdp.39015048550423,"Tribes, treaties, and constitutional tribulations /",152,4,Frontier,,,"In 1862 the Santee Sioux attacked settlers in Minnesota and, after a brief struggle, were defeated when the frontier army was brought fullforce against them.","crimes committed between tribal members on the reservations or within their occupancy areas. It was this right that was upheld in the Crow Dog decision. All crimes committed outside the boundaries of Indian country were presumed to be within the purview of the federal government. Any Indian charged in federal court was likely to be subject to the standard criminal procedures used against wrongdoers — with the added handicap of racial prejudice, exclusion from juries, and a basic ignorance of the degrees of crime for which they could be punished.","In 1862 the Santee Sioux attacked settlers in Minnesota and, after a brief struggle, were defeated when the frontier army was brought fullforce against them. Numerous Indians surrendered or were captured, and a military court-martial was established to try them for acts committed during the war. Except for the brief Modoc War in northern California, in no other Indian-white conflict did the government regard the acts committed during hostilities as crimes for which the losers could be punished. The court-martial could hardly be said to represent either the Sixth Amendment provisions or even regular military judicial process. General Sibley, who was determined to drive the Sioux out of Minnesota or exterminate them altogether, chose five officers to form a military court men who weeks before had fought against the Indians.",1999
mdp.39015048550423,"Tribes, treaties, and constitutional tribulations /",152,13,Frontier,,,"General Pope, who had recently been discredited in Virginia as leader of the Union forces and now was placed in command of troops on the western frontier, forwarded the trial papers to President Abraham Lincoln expecting that he would quickly approve the executions.","General Sibley, who was determined to drive the Sioux out of Minnesota or exterminate them altogether, chose five officers to form a military court men who weeks before had fought against the Indians. No defense counsel was allowed for the unfortunate men. The military officers used the testimony of a mulatto who had at first been implicated in the attack against the settlers, but who then turned military witness against the Santee. The Santee were simply paraded in front of the court, which allowed hearsay, rumor, innuendo, and falsehoods to be recorded as evidence of Santee wrongdoing. Some 319 men were convicted of a wide variety of crimes, 16 receiving long prison terms and the remainder being condemned to death.","General Pope, who had recently been discredited in Virginia as leader of the Union forces and now was placed in command of troops on the western frontier, forwarded the trial papers to President Abraham Lincoln expecting that he would quickly approve the executions. He also passed along the warning that if things were not concluded with some haste, the territorial officials and militia leaders would probably proceed with the executions anyway. President Lincoln assigned two lawyers to examine the files of the convicted Indians, charging his examiners with approving only those cases",1999
mdp.39015048550423,"Tribes, treaties, and constitutional tribulations /",168,12,Frontier,,,The liquor prohibition respecting Indians was an early effort by Congress to police the fur trade and regulate commerce with the Indian tribes on the frontier.,"But, as is the case with other constitutional phrases and amendments, the exclusion of Indians is not a deliberate policy decision stemming from a knowledgeable statement of the Congress. Rather, Indian exclusion is primarily the product of historical acts of the federal government accumulated at a time when it was not believed that the amendments applied to Indians. The Prohibition Amendments The Eighteenth and Twenty-first Amendments deal with the prohibition of intoxicating liquors for beverage purposes and the repeal of this amendment after fourteen years in 1933, respectively. Few comments need to be made about the effect of these amendments on American history. Of importance, however, is the fact that these amendments had no effect on the previously established federal prohibition of the sale of liquor to American Indians.","The liquor prohibition respecting Indians was an early effort by Congress to police the fur trade and regulate commerce with the Indian tribes on the frontier. Only gradually did this prohibition come to be enforced primarily against Indians. 55 Several treaties contained provisions specifically prohibiting the sale of liquor to Indians, and of these perhaps the most important was the Treaty",1999
mdp.39015048773751,Postindian conversations /,18,7,Frontier,,American frontier,"Another trenchant if typically wry summary, and one that bears its own backward glance to both Columbus's entry into the New World as Spain's high admiral and to self-serving or inevitalist ""white"" versions of American frontierism, is to be found in his Manifest Manners: Postindian Warriors of Survivance (1994).","Vizenor might well ask: Whose “Indians” are these? Nor does academic “Indian” anthropology, which, with its social science paradigms of kinship, totemism, and the like, has long made Native peoples both on and off the reservation into case studies, escape his hook. He has frequently teased anthropologists and their “field,” whose preemptive quantifications and reified language he believes might better be termed anthropologetics, yet another display of what he has called in Manifest Manners and elsewhere “the literature of dominance.” Or it might be his shots at the notion of some pantribal, allone “Indianness."" ""More than a million people and hundreds of distinct tribal cultures were simulated as Indians,"" he writes in Crossbloods: Bone Courts, Bingo, and Other Reports (1990), “an invented pantribal name, one sound bears treaties, statutes, and seasons, but no tribal culture, language, religion, or landscape.""","Another trenchant if typically wry summary, and one that bears its own backward glance to both Columbus's entry into the New World as Spain's high admiral and to self-serving or inevitalist ""white"" versions of American frontierism, is to be found in his Manifest Manners: Postindian Warriors of Survivance (1994). There he suggests that “the Indian was an occidental invention; the word has no referent in tribal languages.” Given an indigenous America, or indeed Americas, so ancestral and yet, against whatever odds, so continuingly peopled, and whether by the founding Olmecs, Mayans, and Aztecs, or by each myriad native clan and grouping, whether his own ChippewaOjibways, the Algonquin confederation, the Navajos, Laguna and Acoma Pueblos, Sioux, Cherokees, Comanches, Arapahos, Hopis, Apaches, Osages, Zunis, Blackfeet, Salish, Chickasaws, Nez Percés, or Seminoles, and given all the burdens of these 6",1999
mdp.39015048930872,Women on the run /,151,27,Frontier,,"last frontier, American frontier",America's last frontier.,How would they treat an American woman traveling alone? Mexico was out. Maybe Alaska. She had been thinking of Alaska. The idea of Alaska was exciting.,America's last frontier. That would be an adventure.,1999
mdp.39015049981924,Roanoke and wampum : topics in Native American heritage and literatures /,61,12,Frontier,,,"However, his insidious order was actually preempted on the frontier, perhaps unbeknownst to him.","Just like its Custer counterpart in South Dakota, the town with the excellent “little' ivy league” college named for Amherst is not in the state associated with his most historic gesture. “Killing Custer,” as the phrase entitling James Welch's 1994 book, encloses Custer's breath but keeps open his life to legend and apocrypha. Jeffery Amherst died in England in 1797 at age 80, his reputation the object of scrutiny two centuries later. Determining the facts from the fictions of what Jeffery Amherst recorded can assume the apocryphal or can be interpreted as heresy by what people want to believe about whether or not his order was actually carried out. Amherst didn't like Indians.","However, his insidious order was actually preempted on the frontier, perhaps unbeknownst to him. Several writers unwittingly confuse the sequence of the historical record. In his The Grandfathers Speak, a little book of Lenape stories containing a succinct history, Hìtakonanu’laxk (Tree Beard) reverses the sequence of the “gift” blankets and the postscripts exchanged in letters between Amherst and Colonel Henry Bouquet, a standard perception despite contrary evidence (25–26). Joel N. Shurkin in The Invisible Fire (1979) cites E. Wagner Stearn and Allen E. Stearn's Effect of Smallpox on the Destiny of the Amerindian, exemplifying the kind of hasty assumptions that perpetuate this reversal of the historical sequence, the Stearns stating that another officer carried out Amherst's order via his corresponding officer (Stearn and Stearn",2001
mdp.39015049981924,Roanoke and wampum : topics in Native American heritage and literatures /,63,7,Frontier,,,"The action remains connected to Jeffery Amherst, the commander in chief of these frontier forces, whose role in the deliberate spread of smallpox deserves careful examining for us to be better informed about the milieu and condition of his thought and behavior, and why he continues to stand as he does in relation to American Indians.","For Indians, word is a matter of ethics and the spirit. Is it fair to blame Jeffery Amherst exclusively for the deliberate spread of smallpox among Indians; and will Indians ever absolve him as some non-Native scholars have tried to do? The circumstance has its ambiguity and complexity, but he cannot be absolved. Think of him as a CEO who advances an idea and upon an enthusiastic suggestion by one of his officers, issues the order to “make it so!” When we dig around in the historical record, however, we find other typical American backyard tinkerers, this time in germ warfare, people who nearly two weeks before the AmherstBouquet correspondence and in the same meanness of spirit presented to a contingent of Indians gifts they knew to be infected.","The action remains connected to Jeffery Amherst, the commander in chief of these frontier forces, whose role in the deliberate spread of smallpox deserves careful examining for us to be better informed about the milieu and condition of his thought and behavior, and why he continues to stand as he does in relation to American Indians. In “General Amherst and Germ Warfare,” Bernhard Knollenberg, writing in the Mississippi Valley Historical Review in 1954, absolves Amherst by concluding that “execution of the intent is not supported by circumstantial evidence” (494). Other players do superficially shift Amherst from the maelstrom of this issue, and any scholar responding to Knollenberg introduces provocative readings of these events. Knollenberg's investigation of pertinent documents and secondary sources reminds twentieth-century readers of the roles involving Indian trader William Trent, Captain Simeon Ecuyer, the Swiss commander of the Fort Pitt garrison in 1763, and Greshom Hicks, a white man formerly a servant among whites, who was captured by Shawnees and subsequently given to the Delawares, with whom he fought against his former masters. If Russell Thornton in American Indian Holocaust and Survival is accurate in implying that no one in the service of another European empire preceded the English in using smallpox for germ warfare, then we realize that only incidental epidemic smallpox preceded smallpox being",2001
mdp.39015049981924,Roanoke and wampum : topics in Native American heritage and literatures /,71,6,Frontier,,,"A letter written by Amherst on 5 November 1763, five days before he departed New York for England, calls for Governor Hamilton to raise two corps for a March offensive on the Erie frontier in order to punish “the whole race of Indians who have so unjustly commenced, and are still carrying on Hostilities against Us, that they may be effectually reduced, and severely punished (to secure tranquility).”l4","Indians had to behave themselves or suffer the consequences, meaning he would ""extirpate them root and branch” (Long 187; from Mayo 219). As Long put it, “Good treatment for good conduct, but destruction for betrayal."" Seeing betrayal and recalcitrance, Amherst ordered Bouquet essentially to take “no prisoners should any of the villains be met with in arms” (Long 186). By ""disaffected tribes” Amherst meant any Indians who would not behave themselves and who resisted or were believed to resist, as “coconspirators” of Pontiac, British civilization. Disaffected means still full of fighting back because smallpox had not encumbered them; it means being unwilling to seek the dubious refuge of a Christian pastorate when Christians would find such proximity convenient to the expiation of their own revenge upon their heathen and subhuman neighbors who were resisting conquest.","A letter written by Amherst on 5 November 1763, five days before he departed New York for England, calls for Governor Hamilton to raise two corps for a March offensive on the Erie frontier in order to punish “the whole race of Indians who have so unjustly commenced, and are still carrying on Hostilities against Us, that they may be effectually reduced, and severely punished (to secure tranquility).”l4 So Amherst, knowing this part of his career was going badly, planned to hang on for a renewed struggle. This letter never divulges a plan involving smallpox blankets, and he may have felt an ongoing epidemic would be fortuitous to his campaign. We have Amherst's idea to deliberately infect Indians with smallpox and his subsequent order to his officer to do it. That should be enough.",2001
mdp.39015049981924,Roanoke and wampum : topics in Native American heritage and literatures /,143,3,Frontier,,,"At issue would be the Anglo-American colonial polity, its colonial territories and frontier, the national polity, and the new national territorial frontier, processes characterizing the breakaway settler formula.","119 appointed “Anglo-American elites, often justices of the peace,” to “oversee Indian resources and Indian relationships with whites and the local legal system.” In their paternalist roles as the figurative “fathers” under English common law, these guardians filled the role Mandell calls ""postcolonial culture brokers” on which Indians' reluctant dependence affected the dynamics of a spectrum of their communities' activities, interactions, and modes of well-being (484). They were essentially forerunners of the transMississippi era Indian agents, and where the status of postcoloniality could be applied, the literal establishment of the United States created the taxonomies of colonial and postcolonial variables in meaning.","At issue would be the Anglo-American colonial polity, its colonial territories and frontier, the national polity, and the new national territorial frontier, processes characterizing the breakaway settler formula. To be colonized was unacceptable for patriot resistors Metacom (King Philip, slain in 1676), Pontiac (1720?–1769), and Tecumseh (1768?-1813). The very continuity of their movements over more than a century deflates the artifice of the colonial-to-republic era “patriotism” of their European encroachers. Still, both guardianship and agency authorize a less military dynamic of interaction; a nation as republic and its states thus circumscribe the terms of governance and the judiciary, economic, and social relationships with local Native nations. Postcolonial Theory and Other Margins Our responses to Native American texts are sometimes unreliable when we select particular poststructuralist and postmodernist lenses through which to see them.",2001
mdp.39015049981924,Roanoke and wampum : topics in Native American heritage and literatures /,182,19,Frontier,,IL,"He spoke French and presumably his mother's language, and upon going to school he learned English; but he also spoke a dozen Indian languages and was reputed to be in demand as an interpreter by the Army along the Illinois frontier where the Native people trusted him.","Of further interest, aquatic species are given the complete lowercase and land animals the uppercase. A modern life history methodology would eschew elements characterizing the Black Hawk autobiography that shows the hand of an intrusive writer accustomed to making editorial conventions conform to narrative style for publication. ""2 Black Hawk underwent a circuitous process of being narrated in Sauk, translated into English, undergoing prose management, and then its final editorial affirmation was translated back to Sauk. Yet the integrity of the reportage, like the Blacksnake manuscript, did not escape criticism, for Donald Jackson, in the introduction to his 1964 edition, mentions how some journalist reviewers deemed unreliable the book's “half-breed” interpreter LeClair, a charge not leveled at the text's actual writer, John B. Patterson. Antoine LeClair was a mixed blood born in 1797 (a year before Apess) of a Potawatomi mother.","He spoke French and presumably his mother's language, and upon going to school he learned English; but he also spoke a dozen Indian languages and was reputed to be in demand as an interpreter by the Army along the Illinois frontier where the Native people trusted him. We can surmise that his interview with Black Hawk was conducted in Sauk, and it is feasible to imagine that the encounter shifted at times between Sauk and Potawatami to certify idiomatic meaning and clarity. On two occasions Black Hawk refers to speaking with Potawatami friends,",2001
mdp.39015050269821,"The Oklahoma basic intelligence test : new and collected elementary, epistolary, autobiographical, and oratorical Choctologies /",40,3,Frontier,,,"Of particular significance, Anna Lewis was among the first to make extensive use of the eye-witness accounts of frontier physician and naturalist Dr. Gideon Lincecum, who had operated a store on the fringes of the Choctaw country in Mississippi, had learned fluent Choctaw, and who had observed some of the more dramatic events in the Choctaw country in the decade before removal.","Among the book's original contributions to knowledge, Anna Lewis discovered, in candid, but long-neglected, State Department reports, that Andrew Jackson had secured the signature of Okla Falaya Choctaw war chief Puckshennubbe to the treaty of 1820 by means of blackmail. Puckshennubbee's daughter had married an American soldier, who had deserted; Jackson learned of this and threatened to have Puchshennubbe's son-in-law executed if the chief did not sign the treaty. There are many other noteworthy things about the book.","Of particular significance, Anna Lewis was among the first to make extensive use of the eye-witness accounts of frontier physician and naturalist Dr. Gideon Lincecum, who had operated a store on the fringes of the Choctaw country in Mississippi, had learned fluent Choctaw, and who had observed some of the more dramatic events in the Choctaw country in the decade before removal. Lincecum, who later moved to Texas and published a study of fire ants in London, a paper which was sponsored by Charles Darwain, was an opponent of Christian missionaries in the Choctaw country. Lincecum had a reverence for Choctaw traditional life. He collected and recorded Choctaw traditional stories, as well as examples of the medicinal properties of plants used by Choctaw physicians, and he wrote a grammar of the Choctaw language, as well as a biography of Pushmataha, who he knew personally. Many of Lincecum's papers were water damaged and destroyed during the American War Between the States, but his biography of Pushmataha, along with his own autobiography (reconstructed from letters to a grandson), were published posthumously in the early twentieth century by the Mississippi Historical Society.",1998
mdp.39015050269821,"The Oklahoma basic intelligence test : new and collected elementary, epistolary, autobiographical, and oratorical Choctologies /",129,15,Frontier,,KY,"Its hero was a man who cared about nothing but the good life, roaming wild and free on the Kentucky frontier.","He was a dedicated reader of Westerns, and the room was filled with them, on every shelf, wall to wall. He handed one to me, saying, “I think you might like this one.”. It was Many Rivers To Cross, by Steve Frazee, published in 1955. I didn't know it at the time, but that was the year Frazee had been elected the third president of Western Writers of America. Never in my life had I read a book that spoke to me so directly.","Its hero was a man who cared about nothing but the good life, roaming wild and free on the Kentucky frontier. Except for some continually recurring nonsense about a good looking girl out to trap him into marriage, and a ridiculous ending where she finally nailed his butt, the book articulated a philosophy of life so close to mine that it was almost as though someone had read my mind. For one thing, the hero was dead set against the institution of",1998
mdp.39015050269821,"The Oklahoma basic intelligence test : new and collected elementary, epistolary, autobiographical, and oratorical Choctologies /",135,13,Frontier,,KY,"I got to ask him why the misprinted date of 1890 for the book's setting had never been corrected in all the printings the book had gone through, and whether the date was supposed to be 1790, since the book took place on the Kentucky frontier and everyone was carrying muzzleloading rifles.","I went back for it. I finally got to meet him. We had a chance to talk for a few minutes. It didn't take him long to figure out that I was a pretty big fan, and we had a good talk. We talked especially about the humor in Many Rivers To Cross, the interplay between the characters.","I got to ask him why the misprinted date of 1890 for the book's setting had never been corrected in all the printings the book had gone through, and whether the date was supposed to be 1790, since the book took place on the Kentucky frontier and everyone was carrying muzzleloading rifles. He said yes, the date was supposed to be 1790, but that there was an even bigger error in the book that he wished he could get corrected even more than the date. Before he could explain, we got interrupted and he got whisked away by his family and friends. Wouldn't you know it? Now I'll have that to wonder about for the rest of my life.",1998
mdp.39015050269821,"The Oklahoma basic intelligence test : new and collected elementary, epistolary, autobiographical, and oratorical Choctologies /",136,9,Frontier,,American frontier,"Choctaws are a people who never shed American blood, who provided scouts for generals Morgan, Wayne, Sullivan, and Washington in the American Revolution, who expelled Tecumseh from their country in November, 1811, when Tecumseh came south to try to recruit the Southern nations, who then worked hard to keep a large portion of the Creeks from joining Tecumseh's confederation, then provided Choctaw warriors under Pushmataha to fight in Andrew Jackson's army against the Red Stick faction of the Creeks in the War of 1812 (the really big, decisive war for Indians, and for the American frontier), who provided Choctaw troops for Jackson against the Seminoles in the Peninsular Campaign, and who provided Choctaw troops for Jackson against the British at the Battle of New Orleans.","That's Hollywood for you. Just pick a tribe and make up a war. Whoever heard of Choctaws anyway? Just point the camera at John Wayne and give him something to read. There has never been any such thing as a ""Choctaw Indian War.”","Choctaws are a people who never shed American blood, who provided scouts for generals Morgan, Wayne, Sullivan, and Washington in the American Revolution, who expelled Tecumseh from their country in November, 1811, when Tecumseh came south to try to recruit the Southern nations, who then worked hard to keep a large portion of the Creeks from joining Tecumseh's confederation, then provided Choctaw warriors under Pushmataha to fight in Andrew Jackson's army against the Red Stick faction of the Creeks in the War of 1812 (the really big, decisive war for Indians, and for the American frontier), who provided Choctaw troops for Jackson against the Seminoles in the Peninsular Campaign, and who provided Choctaw troops for Jackson against the British at the Battle of New Orleans. Their reward was to get driven from their homeland in three brutal winter forced marches that killed 2,500 of them. Then they got their new homeland taken from them, too, by the Dawes Commission and Oklahoma statehood. Then they get mocked by Hollywood. It was just another day's work for the Duke, on a project that took fourteen years to bring to the silver screen at a cost of twelve million dollars, and which has come to symbolize, for Choctaws, both American ignorance of and indifference to the sacrifices of a forgotten people who cast their lot with the Americans.",1998
mdp.39015050269821,"The Oklahoma basic intelligence test : new and collected elementary, epistolary, autobiographical, and oratorical Choctologies /",153,7,Frontier,,,"Other prominent Texans, such as frontier physician and naturalist Dr. Gideon Lincecum, were deeply interested in Indian culture.","(Cape and Dedam 20). Not all Texans were Indian haters bent on driving all Indians out of Texas. The Indians had a friend in Sam Houston. During his terms of office as president of the republic of Texas and as governor of the state of Texas he attempted to accommodate the needs of Indians in Texas governmental policy. As previously noted, Robert S. Neighbors lost his life in saving the lives of the people of the Brazos reservation.","Other prominent Texans, such as frontier physician and naturalist Dr. Gideon Lincecum, were deeply interested in Indian culture. Before moving to Texas shortly after Texas became a state, Lincecum had been a student of Choctaw language and culture in Mississippi. Late in life he contributed a valuable biography of Choctaw Chief Pushmataha, as well as other observations about Chcotaw culture in transition which are available nowhere else (Lincecum's contributions were published early in the twentieth century in the Publications Of The Mississippi Historical Society). It might also be noted that one of the most sympathetic and knowledgeable students of Choctaw culture, H. B. Cushman, who grew up among the Choctaws of Mississippi early in the nineteenth century as the son of American Board missionaries to the Choctaws, spent his mature years as a resident of Texas (Cushman's History of the Choctaw, Chickasaw, and Nathez Indians, 1899, is a cherished document for students of Choctaw history). But men such as these were a distinct minority in Texas.",1998
mdp.39015050269821,"The Oklahoma basic intelligence test : new and collected elementary, epistolary, autobiographical, and oratorical Choctologies /",183,6,Frontier,,,"Because Pushmataha became a famous contemporary of men such as Tecumseh and Andrew Jackson, and because he became acquainted with literate men who would later write accounts of his life, such as the frontier physician and naturalist, Dr. Gideon Lincecum, and the first Chief of the Bureau of Indian Affairs, Colonel Thomas L. McKenney, we know a great deal about Pushmataha's early life and the manner in which he rose to a position of power among the Choctaws.","In 1820, at the negotiations for the Treaty of Doak's Stand, Pushmataha, the Choctaw war chief, was openly contemptuous of U.S. Army maps of the region and of General Andrew Jackson's proposed western boundary for new Choctaw land west of the Mississippi, which Jackson was offering to swap to the Choctaws. Jackson had proposed that the boundary be set along a line running from the source of the Canadian River due south to Red River. Pushmataha took the handle of his pipe hatchet and traced a map for Jackson on the ground to demonstrate that a line running due south from the source of the Canadian River (in the front range of the Rockies) would strike no portion of Red River (whose headwaters are to be found on the high plains, east of the Pecos). Pushmataha further informed Jackson that such little water as there was in much of the vast region that Jackson was offering to swap was ""bookie.” It was not second-hand knowledge that Pushmataha was relaying, for he had spent much of his life in the region of the southern Great Plains, especially along its eastern fringes.","Because Pushmataha became a famous contemporary of men such as Tecumseh and Andrew Jackson, and because he became acquainted with literate men who would later write accounts of his life, such as the frontier physician and naturalist, Dr. Gideon Lincecum, and the first Chief of the Bureau of Indian Affairs, Colonel Thomas L. McKenney, we know a great deal about Pushmataha's early life and the manner in which he rose to a position of power among the Choctaws. He followed a traditional, time-honored path for young Choctaws out to prove themselves; he went west. The buffalo plains were a magnet for eastern Indians, and not just for Choctaws. We know that Tecumseh, in his twentieth year, accompanying his older brother Chiksika and ten other Shawnees, spent an entire year with the Sacs at the edge of the northern Great Plains, and that they",1998
mdp.39015053485200,Coyote Columbus Cafe /,49,0,Frontier,,,recounted coup to each other back at the tipi women whooped it up braved frontier enlightenment the eventual decline the multi-purpose use of the beaver hat even in a museum display it doesn't speak to me never accept an artifact mistake it for role model less it converses in diorama talk created by Native writers dialogue for duos the light feeling inside comes from eating a corporate volume of porkskins for protection still no one hits on me I assume a dominant princess stance to ward off advances just where do old princesses go?,,recounted coup to each other back at the tipi women whooped it up braved frontier enlightenment the eventual decline the multi-purpose use of the beaver hat even in a museum display it doesn't speak to me never accept an artifact mistake it for role model less it converses in diorama talk created by Native writers dialogue for duos the light feeling inside comes from eating a corporate volume of porkskins for protection still no one hits on me I assume a dominant princess stance to ward off advances just where do old princesses go? to prevent spousal abuse I just don't score scared my love life is unmentionable ranked epic but unworthy of gossip who needs boer to talk or cry?,1994
mdp.39015055119146,Grey Owl : the mystery of Archie Belaney /,98,3,Frontier,,,"Grey Owl's father served as a Government scout and guide to waggon trains at various military headquarters and frontier posts, including at Fort Laramie, when Colonel Cody (Buffalo Bill) was chief of Scouts at that post.","Biographical Article Appearing in 'Canadian Forest and Outdoors', March, 1931 ""the adventurous career of grey owl (wa-shee-quon-asier)"" In 1905 or 6 or thereabouts he left the band of Jicarilla Apache to which his mother belonged. His father and grandfather before him were free trappers and Indian fighters up and down the West from the Canadas to California.","Grey Owl's father served as a Government scout and guide to waggon trains at various military headquarters and frontier posts, including at Fort Laramie, when Colonel Cody (Buffalo Bill) was chief of Scouts at that post. The injustice and unfairness of the wars against Indians eventually drove Grey Owl's father to retire from this work, and he went to England with Buffalo Bill's first show, taking with him an Apache woman (Grey Owl's mother) as his wife. On leaving the band, Grey Owl hired with Buffalo Bill and spent nine months in England with him. Tiring of this, he quit, and influenced by his father's tales of a trapper's life, Grey Owl came to Canada, around 1906 or 1907. He took to the bush in time to participate in the Cobalt Silver Rush.",1996
mdp.39015055205606,As long as the grass shall grow and rivers flow : a history of Native Americans /,131,21,Frontier,quotes,,"Farmers, ferrymen, trappers, tavern keepers, millers, hunters, loggers, bakers, smiths, and a host of other “frontier” types built new towns, like Louisville at the falls of the Ohio River, and Nashville on the Cumberland River.","It served to encourage Indians throughout Ohio to stand with the British against the “Long Knives.” While small parties of Shawnees, Delawares, Wyandots, and others moved throughout Kentucky harassing white settlers, the flow of American settlers into Kentucky increased in 1778 and 1779. In part, this was because most Indian villages were located north of the Ohio River or south, in Tennessee. Whites had to contend with Indians raiding in Kentucky, but only a few lived in the region. Equally important, whites could buy one hundred acres for about ten shillings, and if they chose lands farther west, they could claim four hundred acres for nothing.","Farmers, ferrymen, trappers, tavern keepers, millers, hunters, loggers, bakers, smiths, and a host of other “frontier” types built new towns, like Louisville at the falls of the Ohio River, and Nashville on the Cumberland River. They built the “Wilderness Road” into Kentucky, which brought thousands of settlers west. Successful settlement of whites encouraged others from the East or Europe to resettle Indian lands. More whites arrived and demanded more land. And so it went in the West, threatening",2000
mdp.39015056438404,Abiding Appalachia : where mountain and atom meet /,40,15,Frontier,,,"It charged the air in Knoxville, where we lived and when I saw my parents lift their heads, I lifted my head too, for even at seven I knew something was stirring in our blood, something that for years had drawn the family along frontiers from Virginia to West Virginia, on to Kentucky and Tennessee.","Bulldozers scraped and moved the earth. Factories rose in valleys like Bear Creek and houses in droves sprang up among the trees and strung out in the lees of ridges. A great city soon lay concealed among the hills. Why it had come no one knew. But its energy was a strong and constant hum, a new vibration, changing rhythms everywhere...","It charged the air in Knoxville, where we lived and when I saw my parents lift their heads, I lifted my head too, for even at seven I knew something was stirring in our blood, something that for years had drawn the family along frontiers from Virginia to West Virginia, on to Kentucky and Tennessee. And now, a few miles away, we had a new frontier.",1995
mdp.39015056438404,Abiding Appalachia : where mountain and atom meet /,41,11,Frontier,,40s,"And if the frontier grew too strange my mountains would abide unchanged, old and wise and comforting.","But the woods sounded best to me. My mind went to them right away... to wade in creeks and rest in cool deep shadows, watching light sift through the trees and hoping Little Deer might come. In the Smokies I'd often felt him near and I knew he'd roam the foothills too. Woods were best.","And if the frontier grew too strange my mountains would abide unchanged, old and wise and comforting. So I kept listening to the hum, and longing... Mother said we'd go someday, in the fullness of time. And when I was nine the fullness came, exploding in a mushroom cloud that shook the earth.",1995
mdp.39015056473203,This day in North American Indian history : important dates in the history of North America's native peoples for every calendar day /,43,23,Frontier,,Indian frontier,An Indian frontier line was established by the government.,"In modern Macon County, Alabama, U.S. forces of almost 1,000 militia and Indians were camped on Callabee Creek near the scene of the Battle of Autossee (November 1813). Red Stick Creek attacked their encampment. The Georgia militia and the friendly Indians sustained twenty-two deaths and almost 150 wounded. The Red Stick Creek suffered as well, but they forced the American expedition to leave the area. 1825:","An Indian frontier line was established by the government. 1838: In Florida, a small group of Creek warriors attacked a barge on the Choctawhatchee River. 1863: General Patrick Connor and almost 300 California volunteers fought Bear Hunter's Northern Shoshone on Bear River, north of the Idaho-Utah border.",2002
mdp.39015056473203,This day in North American Indian history : important dates in the history of North America's native peoples for every calendar day /,158,15,Frontier,,,The attack was in retaliation for Shawnee attacks on frontier settlements.,"European manufacturers were producing the fakes, which were being used to pay Indians. 1778: Joseph Brant and 300-400 Indian and British loyalists attacked Cobleskill, New York, killing twenty-two American soldiers. 1779: Colonel John Bowman and 300 Kentucky militia and armed settlers attacked the Shawnee village of Little Chillicothe.","The attack was in retaliation for Shawnee attacks on frontier settlements. The Americans had surrounded the village before dawn, but before they were ready to attack they gave themselves away. Chief Black Fish and approximately 100 warriors defended the village while the women and children escaped into the surrounding countryside. By the end of the fighting, the Shawnees lost five warriors, the Americans nine. 1811:",2002
mdp.39015056473203,This day in North American Indian history : important dates in the history of North America's native peoples for every calendar day /,195,28,Frontier,,,The fort on the Comanche Trail was no longer needed to protect the frontier due to the cessation of Indian-settler conflicts.,"One Indian was captured. 1879: Indians fought and killed a man named Anglin near the source of the North Concho River in Texas, according to army reports. 1886: The U.S. Army officially abandoned Fort Stockton in western Texas.","The fort on the Comanche Trail was no longer needed to protect the frontier due to the cessation of Indian-settler conflicts. (See March 23, 1859.) 1903: The Twenty-Nine Palms Band of Mission Indians' census roll was listed. 1907:",2002
mdp.39015056473203,This day in North American Indian history : important dates in the history of North America's native peoples for every calendar day /,353,11,Frontier,,,"The old frontier settlement of Saratoga, New York, was near modern Schuylerville.","Chepart was killed while hiding in his garden. Chepart had received a warning of the impending attack from Natchez Sun (Queen) Stung Arm, but he refused to believe it. 1738: Verendrye met with the Mandan. 1745:","The old frontier settlement of Saratoga, New York, was near modern Schuylerville. A combined force of 220 Indians and 400 French attacked the settlement. Most of the town and the fort was burned, 100 settlers were captured, and another thirty were killed during the fighting. 1785: A treaty (7 Stat. 18) was signed by the Cherokees at the Hopewell River.",2002
