htid,title,person
uc1.31210002605960,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.$b57044,Anitra's dance ,"Hurst, Fannie 1889-1968 "
uc1.$b681879,Six plays: The green pastures ,"Glaspell, Susan 1876-1948 "
uc1.31210002608873,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.31210003059647,The land of little rain ,"Austin, Mary Hunter 1868-1934 "
uc1.31822001247055,"Abahala (""Origin Talk"") ","Young, Rosemary "
uc1.$b803090,Come out of the pantry ,"Miller, Alice Duer 1874-1942 "
uc1.32106001056305,Women and economics a study of the economic relation between men and women as a factor in social evolution. Edited by Carl N. Degler ,"Gilman, Charlotte Perkins 1860-1935 "
uc1.32106019075024,The land of little rain ,"Austin, Mary Hunter 1868-1934 "
coo.31924080653078,The ford ,"Austin, Mary Hunter 1868-1934 "
uc1.a0008044497,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.$b98315,The psychology of the adolescent ,"Hollingworth, Leta Stetter 1886-1939 "
uc1.a0008044505,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.31175003560433,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.a0008044513,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
coo.31924106110665,The Forerunner ,"Gilman, Charlotte Perkins 1860-1935 "
uc1.31175003560433,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.a0008044539,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
coo1.ark:/13960/t0gt66170,Inheritors a play in three acts ,"Glaspell, Susan 1876-1948 "
uc1.a0008044547,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
coo1.ark:/13960/t2794qz9q,The social significance of the modern drama ,"Goldman, Emma 1869-1940 "
uc1.a0008044562,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.31175003560490,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.a0008044570,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.b4086277,Psychology of the unconscious a study of the transformations and symbolisms of the libido : a contribution to the history of the evolution of thought ,"Hinkle, Beatrice M. "
uc1.b4095474,Fugitive's return ,"Glaspell, Susan 1876-1948 "
uc1.b4102198,Greek coins ,"Glaspell, Susan 1876-1948 "
uc1.b4393445,Fenwomen a portrait of women in an English village ,"Chamberlain, Mary 1947- "
uc1.31175003560490,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.b4411007,The ford ,"Austin, Mary Hunter 1868-1934 "
uc1.31175007286241,The Provincetown plays second series ,"Glaspell, Susan 1876-1948 "
uc1.31175020421643,The land of little rain ,"Austin, Mary Hunter 1868-1934 "
uc1.31210002105359,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.31210002577813,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.31210002577920,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.b4594050,Cinderella ,"Miller, Alice Duer 1874-1942 "
uc1.31210002605945,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.31210002605945,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.31210002608865,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.31210002608873,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.b5600749,Psychology of the unconscious a study of the transformations and symbolisms of the libido : a contribution to the history of the evolution of thought ,"Hinkle, Beatrice M. "
uc1.31210002767976,Living my life ,"Goldman, Emma 1869-1940 "
uc2.ark:/13960/t22b8w678,The crux a novel ,"Gilman, Charlotte Perkins 1860-1935 "
uc1.31210022803231,Garden-enhanced nutrition education curriculum for upper elementary school children ,"Shaw, Mary. "
uc2.ark:/13960/t3416v451,The glory of the conquered the story of a great love ,"Glaspell, Susan 1876-1948 "
uc1.31822001247055,"Bina ka Yenesisi 2 Abalaha (""Origin talk"") ","Young, Rosemary "
uc1.32106001251450,"Birth control laws shall we keep them, change them, or abolish them? ","Dennett, Mary Ware 1872-1947 "
uc1.32106011613749,Benigna Machiavelli ,"Gilman, Charlotte Perkins 1860-1935 "
uc1.32106012997273,Beyond the whiteness of whiteness memoir of a white mother of Black sons ,"Lazarre, Jane "
uc2.ark:/13960/t45q4st4d,The Sturdy oak a composite novel of American politics ,"Austin, Mary Hunter 1868-1934 "
uc1.32106014734070,The dialectic of sex the case for feminist revolution ,"Firestone, Shulamith. "
uc2.ark:/13960/t4mk6bp54,A fragment of the prison experiences of Emma Goldman and Alexander Berkman ,"Goldman, Emma 1869-1940 "
uc1.32106016291491,The dress of women a critical introduction to the symbolism and sociology of clothing ,"Gilman, Charlotte Perkins 1860-1935 "
uc2.ark:/13960/t4th8d18t,Believe you me! ,"Putnam, Nina Wilcox 1888-1962 "
uc2.ark:/13960/t5fb5789c,Joseph Fels his life-work ,"Fels, Mary (Fels) 1859- "
uc2.ark:/13960/t5n87d21t,Women are people! ,"Miller, Alice Duer Mrs 1874- "
uc2.ark:/13960/t5r786v80,Fidelity a novel ,"Glaspell, Susan 1882-1948 "
uc1.32106019334629,Case studies in child and adolescent psychopathology ,"Morgan, Robin K. 1961- "
uc2.ark:/13960/t7cr5sd0h,The woman who wouldn't ,"Stokes, Rose Pastor 1879-1933 "
uc2.ark:/13960/t7rn31k5p,No. 26 Jayne street ,"Austin, Mary Hunter 1868-1934 "
uc2.ark:/13960/t7vm4475d,Lost borders ,"Austin, Mary Hunter 1868-1934 "
uc1.a0008044489,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc2.ark:/13960/t8x92565d,Inheritors a play in three acts ,"Glaspell, Susan 1876-1948 "
uc1.a0008044562,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc2.ark:/13960/t9959dr4z,Lifted masks ,"Glaspell, Susan 1876-1948 "
uc1.a0008044570,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc2.ark:/13960/t9t14w83c,Inheritors a play in three acts ,"Glaspell, Susan 1876-1948 "
uiug.30112000636685,Humoresque; a laugh on life with a tear behind it ,"Hurst, Fannie 1889-1968 "
uc1.aa0014831861,The basket woman; a book of Indian tales for children ,"Austin, Mary Hunter 1868-1934 "
uiug.30112045787303,The parrot cage a play in one act ,"Shaw, Mary 1854-1929 "
uiug.30112119393970,A comparison of the political and civil rights of men and women in the United States Statement interpreting the laws of the United States with respect to the political and civil rights of women compared to the political and civil rights of men ,"Stevens, Doris. "
uc1.b003004594,The Failure of Christianity ,"Goldman, Emma 1869-1940 "
umn.31951000953400p,The psychology of subnormal children ,"Hollingworth, Leta Stetter 1886-1939 "
uc1.b3187770,Mother of Felipe and other early stories ,"Austin, Mary Hunter 1868-1934 "
umn.31951001004683v,"The anatomy of freedom feminism, physics, and global politics ","Morgan, Robin 1941- "
uc1.b3294127,The life of Joseph Fels ,"Fels, Mary Fels 1859- "
uc1.b3369102,"Gifted children, their nature and nurture ","Hollingworth, Leta Stetter 1886-1939 "
uc1.b3418720,The road to the temple ,"Glaspell, Susan 1876-1948 "
uc1.b3582834,Outland ,"Austin, Mary Hunter 1868-1934 "
umn.31951001633549g,Great Scotts a comedy in three acts ,"Hale, Ruth 1908-2003 "
uc1.b3629989,Short stories for class reading ,"Hurst, Fannie 1889-1968 "
uc1.b3635767,The land of little rain ,"Austin, Mary Hunter 1868-1934 "
umn.319510019997249,What Diantha did a novel ,"Gilman, Charlotte Perkins 1860-1935 "
umn.31951002084024f,Stool-pigeon ,"Flynn, Elizabeth Gurley. "
umn.31951d00826583f,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
umn.31951d008265877,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
umn.31951d00826593c,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
umn.31951d00826594a,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uva.x000238119,Women and economics a study of the economic relation between men and women as a factor in social evolution ,"Gilman, Charlotte Perkins 1860-1935 "
uc1.b3687987,Mannequin ,"Hurst, Fannie 1889-1968 "
uc1.b3943635,The home; its work and influence ,"Gilman, Charlotte Perkins 1860-1935 "
wu.89001237981,His religion and hers a study of the faith of our fathers and the work of our mothers ,"Gilman, Charlotte Perkins 1860-1935 "
uc1.b4097510,The comic artist a play in three acts ,"Glaspell, Susan 1876-1948 "
wu.89098878002,The land of little rain ,"Austin, Mary Hunter 1868-1934 "
uc1.b4351454,Some kind of innocence ,"Lazarre, Jane. "
wu.89098882871,Women are people! ,"Miller, Alice Duer Mrs 1874- "
uc1.b4915960,A plain brown rapper ,"Brown, Rita Mae "
wu.89098884141,Living my life ,"Goldman, Emma 1869-1940 "
uc1.c035638009,"The home, its work and influence ","Gilman, Charlotte Perkins 1860-1935 "
wu.89099760266,Great laughter ,"Hurst, Fannie 1889-1968 "
uc1.c045724666,Roberta. Vocal score. Vocal score. Selections ,"Miller, Alice Duer 1874-1942 "
uc1.c2940853,"Women, religion, and the family revivalism as an indicator of social change in early New England ","Easton, Barbara Leslie. "
uc1.c3407589,Ecosystem and plant community consequences of climate warming in a high-altitude meadow ,"Shaw, Mary Rebecca. "
coo1.ark:/13960/t2988sm5x,The Sturdy oak a composite novel of American politics ,"Austin, Mary Hunter 1868-1934 "
uc2.ark:/13960/fk0ht2g89q,The lovely lady ,"Austin, Mary Hunter 1868-1934 "
coo1.ark:/13960/t3611kx67,The visioning a novel ,"Glaspell, Susan 1876-1948 "
coo1.ark:/13960/t3805nt6h,Concerning children ,"Gilman, Charlotte Perkins 1860-1935 "
uc2.ark:/13960/t0bv7b066,Come out of the kitchen! A romance ,"Miller, Alice Duer 1874-1942 "
coo1.ark:/13960/t5j96qr1j,What Diantha did a novel ,"Gilman, Charlotte Perkins 1860-1935 "
uc2.ark:/13960/t0ht2hv0w,Humoresque a laugh on life with a tear behind it ,"Hurst, Fannie 1889-1968 "
coo1.ark:/13960/t5w672094,The glory of the conquered the story of a great love ,"Glaspell, Susan 1876-1948 "
uc2.ark:/13960/t0ks6m98m,Love and the soul maker ,"Austin, Mary Hunter 1868-1934 "
uc2.ark:/13960/t1td9wt9x,Come out of the kitchen a comedy in three acts ,"Miller, Alice Duer 1874-1942 "
coo1.ark:/13960/t7qn7bc8c,Anarchism and other essays ,"Goldman, Emma 1869-1940 "
uc2.ark:/13960/t3610wx53,Poems ,"Miller, Alice Duer 1874-1942 "
dul1.ark:/13960/t25b0sd07,"The man-made world or, Our androcentric culture ","Gilman, Charlotte Perkins 1860-1935 "
uc2.ark:/13960/t3fx7gn2w,The land of little rain ,"Austin, Mary Hunter 1868-1934 "
uc2.ark:/13960/t3jw87q6s,Things ,"Miller, Alice Duer Mrs 1874- "
uc2.ark:/13960/t3st7sk0t,The flock ,"Austin, Mary Hunter 1868-1934 "
uc2.ark:/13960/t5h996c17,Library work with the blind ,"Chamberlain, Mary C. "
uc2.ark:/13960/t6639th2c,Prairie years ,"Hollingworth, Leta Stetter 1886-1939 "
uc2.ark:/13960/t7kp7vc0t,The beauty and the bolshevist ,"Miller, Alice Duer 1874-1942 "
uc2.ark:/13960/t7qn62n69,Joseph Fels; his life-work ,"Fels, Mary (Fels) Mrs 1859- "
uc2.ark:/13960/t84j0cd8j,Close the book ,"Glaspell, Susan 1882-1948 "
uc2.ark:/13960/t84j0cd8j,People ,"Glaspell, Susan 1882-1948 "
ucw.ark:/13960/t06w9q37f,Vocational psychology its problems and methods ,"Hollingworth, Leta Stetter 1886-1939 "
hvd.32044010201861,Fidelity a novel ,"Glaspell, Susan 1882-1948 "
ucw.ark:/13960/t8kd27x81,Psychology of the unconscious a study of the transformations and symbolisms of the libido : a contribution to the history of the evolution of thought ,"Hinkle, Beatrice M. "
hvd.32044012921284,Santa Lucia a common story ,"Austin, Mary Hunter 1868-1934 "
hvd.32044014224463,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uiug.30112003646616,The Forerunner ,"Gilman, Charlotte Perkins 1860-1935 "
hvd.32044028637049,Vocational psychology its problems and methods ,"Hollingworth, Leta Stetter 1886-1939 "
uiug.30112064448555,"Debs, Haywood, Ruthenberg ","Flynn, Elizabeth Gurley. "
hvd.32044028802270,Concerning children ,"Gilman, Charlotte Perkins 1860-1935 "
umn.31951d00826585b,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
hvd.32044028830826,The psychology of special disability in spelling ,"Hollingworth, Leta Stetter 1886-1939 "
umn.31951d00826585b,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
hvd.32044050794288,Inheritors a play in three acts ,"Glaspell, Susan 1876-1948 "
umn.31951d008265869,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
hvd.32044055043095,The visioning a novel ,"Glaspell, Susan 1876-1948 "
umn.31951d008265869,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
hvd.32044087355707,Jailed for freedom ,"Stevens, Doris 1892-1963 "
wu.89018093237,Vocational psychology its problems and methods ,"Hollingworth, Leta Stetter 1886-1939 "
wu.89069672236,The descendants of Francis Muncy I with allied families ,"Shaw, Mary Edith Bullock 1883- "
wu.89073384992,The re-creating of the individual a study of psychological types and their relation to psychoanalysis ,"Hinkle, Beatrice M. "
wu.89094610441,Toward the light ,"Fels, Mary Fels 1859- "
wu.89098882954,Are women people? A book of rhymes for suffrage times ,"Miller, Alice Duer 1874-1942 "
hvd.ah3eu9,Wandlungen und Symbole der Libido. English ,"Hinkle, Beatrice M. "
hvd.hc4xwx,Functional periodicity an experimental study of the mental and motor abilities of women during menstruation ,"Hollingworth, Leta Stetter 1886-1939 "
hvd.hn1fir,"Esmeralda, or, Every little bit helps ","Putnam, Nina Wilcox 1888-1962 "
hvd.hn1ipk,I've come to stay a love comedy of Bohemia ,"Vorse, Mary Heaton 1874-1966 "
hvd.hn1iw9,Less than kin ,"Miller, Alice Duer 1874-1942 "
hvd.hn6nyp,"Woman suffrage history, arguments, and results. A collection of seven popular booklets covering together practically the entire field of suffrage claims and evidence. Designed especially for the convenience of suffrage speakers and writers and for the use of debaters and libraries ","Maule, Frances 1879-1966 ed. "
hvd.hngbdw,Mother earth ,"Goldman, Emma 1869-1940 "
hvd.hngbef,Mother earth ,"Goldman, Emma 1869-1940 "
hvd.hnqhzc,The breaking in of a yachtsman's wife ,"Vorse, Mary Heaton 1874-1966 "
hvd.hwqtxr,Poems ,"Miller, Alice Duer 1874-1942 "
hvd.hwxubr,The glory of the conquered ,"Glaspell, Susan 1876-1948 "
hvd.hxdi82,The woman who wouldn't ,"Stokes, Rose Pastor 1879-1933 "
hvd.hxdn8y,Laughter limited ,"Putnam, Nina Wilcox 1888-1962 "
hvd.rsl1ps,Manslaughter ,"Miller, Alice Duer 1874-1942 "
hvd.rsled9,The verge a play in three acts ,"Glaspell, Susan 1876-1948 "
hvd.rsm1sx,The social significance of the modern drama ,"Goldman, Emma 1869-1940 "
hvd.rsmcxs,The yellow wall paper ,"Gilman, Charlotte Perkins 1860-1935 "
iau.31858030672558,Jailed for freedom ,"Stevens, Doris 1892-1963 "
inu.30000007683729,My disillusionment in Russia ,"Goldman, Emma 1869-1940 "
inu.30000027247950,Starting from scratch a different kind of writers' manual ,"Brown, Rita Mae. "
inu.32000001682972,Girl with a pay check how she lands it--holds it--makes it grow ,"Maule, Frances 1879-1966 "
inu.32000011495936,The basket woman a book of fanciful tales for children ,"Austin, Mary Hunter 1868-1934 "
inu.32000011495951,One hundred miles on horseback ,"Austin, Mary Hunter 1868-1934 "
loc.ark:/13960/t2s47fs06,The Mexican-American league ,"Eastman, Crystal 1881-1928 "
loc.ark:/13960/t42r4c05k,In this our world ,"Gilman, Charlotte Perkins 1860-1935 "
loc.ark:/13960/t77s8cf07,"The woman of it or, Our friends the anti-suffragists ","Shaw, Mary. "
loc.ark:/13960/t8df76m69,Something to vote for a one act play ,"Gilman, Charlotte Perkins 1860-1935 "
loc.ark:/13960/t9b57tp4k,The California earthquake of 1906 ,"Austin, Mary Hunter 1868-1934 "
mdp.39015000902711,"Against our will men, women and rape ","Brownmiller, Susan. "
mdp.39015001507931,Living my life ,"Goldman, Emma 1869-1940 "
mdp.39015001659104,Sisterhood is powerful an anthology of writings from the women's liberation movement ,"Morgan, Robin. comp. "
mdp.39015001944191,"Susan B. Anthony, the woman who changed the mind of a nation ","Dorr, Rheta Childe 1866-1948 "
mdp.39015001990814,The re-creating of the individual a study of psychological types and their relation to psychoanalysis ,"Hinkle, Beatrice M. "
mdp.39015002191651,"Transcript of record Supreme Court of the United States, October term, 1917. Emma Goldman and Alexander Berkman, plaintiffs-in-error, vs. the United States. In error to the District Court of the United States for the Southern District of ","Goldman, Emma 1869-1940 plaintiff-in-error. "
mdp.39015003620591,The basket woman a book of fanciful tales for children ,"Austin, Mary Hunter 1868-1934 "
mdp.39015004001825,"The Charlotte Perkins Gilman reader The yellow wallpaper, and other fiction ","Gilman, Charlotte Perkins 1860-1935 "
mdp.39015004732155,My disillusionment in Russia ,"Goldman, Emma 1869-1940 "
mdp.39015005317097,Why wars must cease ,"Young, Rose E. (Rose Emmet) 1869-1941 "
mdp.39015006950219,Outland ,"Austin, Mary Hunter 1868-1934 "
mdp.39015006957255,The trail book ,"Austin, Mary Hunter 1868-1934 "
mdp.39015007055653,Vision on fire Emma Goldman on the Spanish Revolution ,"Goldman, Emma 1869-1940 "
mdp.39015008188321,A president is born ,"Hurst, Fannie 1889-1968 "
mdp.39015008248489,Lady of the beasts poems ,"Morgan, Robin 1941- "
mdp.39015008623020,The American rhythm ,"Austin, Mary Hunter 1868-1934 "
mdp.39015008724661,"A fragment of the prison experiences of Emma Goldman and Alexander Berkman in the State Prison at Jefferson City, Mo., and the U.S. Penitentiary at Atlanta, Ga., February, 1918--October, 1919 ","Goldman, Emma 1869-1940 "
mdp.39015009198824,Jailed for freedom ,"Stevens, Doris 1892-1963 "
mdp.39015010416447,Living my life ,"Goldman, Emma 1869-1940 "
mdp.39015010919580,"Robert M. La Follette, June 14, 1855-June 18, 1925 ","La Follette, Fola. "
mdp.39015011041657,The social significance of the modern drama ,"Goldman, Emma 1869-1940 "
mdp.39015011367250,The social significance of the modern drama ,"Goldman, Emma 1869-1940 "
mdp.39015013434934,Mother Earth ,"Goldman, Emma 1869-1940 ed. "
mdp.39015013498194,Mother Earth ,"Goldman, Emma 1869-1940 ed. "
mdp.39015014188802,Mother Earth ,"Goldman, Emma 1869-1940 ed. "
mdp.39015014188810,Mother Earth bulletin ,"Goldman, Emma 1869-1940 ed. "
mdp.39015015185245,Executive careers for women ,"Maule, Frances 1879-1966 "
mdp.39015016137542,The mother knot ,"Lazarre, Jane. "
mdp.39015016865266,Inside the Russian revolution ,"Dorr, Rheta Childe 1866-1948 "
mdp.39015016894431,Mother Earth bulletin ,"Goldman, Emma 1869-1940 ed. "
mdp.39015018392368,The flock ,"Austin, Mary Hunter 1868-1934 "
mdp.39015021275899,The ford ,"Austin, Mary Hunter 1868-1934 "
mdp.39015026940935,Performance in the texts of MallarmÃƒÂ© the passage from art to ritual ,"Shaw, Mary Lewis. "
mdp.39015029458653,"I, a stranger a play in a prologue and three acts ","Potter, Grace Elizabeth. "
mdp.39015029933481,Venus envy ,"Brown, Rita Mae. "
mdp.39015030317021,Cataloguing manual ,"Young, Rosemary D. E. 1923- "
mdp.39015030317021,Staff manual for the Cataloguing Department ,"Young, Rosemary D. E. 1923- "
mdp.39015031299111,Lady of the beasts poems ,"Morgan, Robin 1941- "
mdp.39015031325973,Five and ten ,"Hurst, Fannie 1889-1968 "
mdp.39015032095583,Writing the Western landscape ,"Austin, Mary Hunter 1868-1934 "
mdp.39015032766316,Ã—Â¢Ã—â„¢Ã—Å_Ã—â€¢Ã—Âª Ã—â€˜Ã—â„¢Ã—Â¨Ã—â€¢Ã—Â©Ã—Å“Ã—â„¢Ã—Âù Ã—â€œÃ—â€¢Ã—Â´Ã—â€” Ã—ÂêÃ—â„¢Ã—Â©Ã—â„¢ ,"Willis, Ellen. "
mdp.39015032766316,Next Year in Jerusalem. Hebrew ,"Willis, Ellen. "
mdp.39015032931811,Seeing Vietnam encounters of the road and heart ,"Brownmiller, Susan. "
mdp.39015034389125,"A journey from within the love letters of Charlotte Perkins Gilman, 1897-1900 ","Gilman, Charlotte Perkins 1860-1935 "
mdp.39015037030171,Mother Earth bulletin ,"Goldman, Emma 1869-1940 ed. "
mdp.39015037702381,Beyond borders the selected essays of Mary Austin ,"Austin, Mary Hunter 1868-1934 "
mdp.39015039431112,The arrow-maker a drama in three acts ,"Austin, Mary Hunter 1868-1934 "
mdp.39015043774739,I have loved England-- ,"Miller, Alice Duer 1874-1942 "
mdp.39015047441707,Wet earth and dreams a narrative of grief and recovery ,"Lazarre, Jane. "
mdp.39015053541549,Alma mater ,"Brown, Rita Mae. "
mdp.39015054182848,Catch as cat can ,"Brown, Rita Mae. "
mdp.39015055119179,The living of Charlotte Perkins Gilman an autobiography ,"Gilman, Charlotte Perkins 1860-1935 "
mdp.39015056214888,Concerning children ,"Gilman, Charlotte Perkins 1860-1935 "
mdp.39015056504544,The tail of the tip-off ,"Brown, Rita Mae. "
mdp.39015058732861,Whisker of evil ,"Brown, Rita Mae. "
mdp.39015059780711,"The Rebel Girl an autobiography, my first life (1906-1926). - ","Flynn, Elizabeth Gurley. "
mdp.39015061014158,The mother knot ,"Lazarre, Jane. "
mdp.39015063631181,A small town man ,"Austin, Mary Hunter 1868-1934 "
mdp.39015063631991,Special talents and defects their significance for education ,"Hollingworth, Leta Stetter 1886-1939 "
mdp.39015064710620,"""The yellow wall-paper"" by Charlotte Perkins Gilman a dual-text critical edition ","Gilman, Charlotte Perkins 1860-1935 "
mdp.39015069766791,Living my life ,"Goldman, Emma 1869-1940 "
mdp.39015069766981,Anarchism and other essays ,"Goldman, Emma 1869-1940 "
mdp.39015074206197,Joseph Fels; his life-work ,"Fels, Mary (Fels) Mrs 1859- "
mdp.39015078803114,The selected letters of Charlotte Perkins Gilman ,"Gilman, Charlotte Perkins 1860-1935 "
mdp.39015079021849,Sabotage the conscious withdrawal of the workers' industrial efficiency ,"Flynn, Elizabeth Gurley. "
mdp.39015081709548,Mother Earth bulletin ,"Goldman, Emma 1869-1940 ed. "
mdp.39076001234264,Nowhere at home ,"Goldman, Emma 1869-1940 "
mdp.39076001768287,Red Emma speaks selected writings and speeches ,"Goldman, Emma 1869-1940 "
mdp.39076005947614,Living my life ,"Goldman, Emma 1869-1940 "
mdp.39076006797208,Crystal Eastman on women and revolution ,"Eastman, Crystal 1881-1928 "
mdp.39076006797208,On women and revolution ,"Eastman, Crystal 1881-1928 "
msu.31293010828923,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
msu.31293104153576,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
msu.31293104153592,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
msu.31293104153600,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
msu.31293104872845,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
njp.32101067483303,Mother earth ,"Goldman, Emma 1869-1940 "
nyp.33433075759229,Growing up ,"Vorse, Mary Heaton 1874-1966 "
nyp.33433075968945,Are women people? A book of rhymes for suffrage times ,"Miller, Alice Duer 1874-1942 "
nyp.33433076059942,"Esmeralda, or, Every little bit helps ","Putnam, Nina Wilcox 1888-1962 "
nyp.33433076059942,Every little bit helps ,"Putnam, Nina Wilcox 1888-1962 "
nyp.33433076089709,Lifted masks ,"Glaspell, Susan 1882-1948 "
nyp.33433081691127,The path on the rainbow an anthology of songs and chants from the Indians of North America ,"Austin, Mary Hunter 1868-1934 "
nyp.33433082525860,The trail book ,"Austin, Mary Hunter 1868-1934 "
nyp.33433112009059,Things ,"Miller, Alice Duer Mrs 1874- "
osu.32435016523912,Gifted children their nature and nurture ,"Hollingworth, Leta Stetter 1886-1939 "
osu.32435055142814,"The woman of it or Our friends, the anti-Suffragists; a satirical comedy in one act ","Shaw, Mary. "
osu.32435056493943,"The twelve and you what happens to democracy is your business, too! ","Flynn, Elizabeth Gurley. "
osu.32435071628812,Mother earth ,"Goldman, Emma 1869-1940 "
osu.32435071628853,Mother earth ,"Goldman, Emma 1869-1940 "
osu.32435071629158,Mother earth ,"Goldman, Emma 1869-1940 "
osu.32435071629356,Mother earth ,"Goldman, Emma 1869-1940 "
osu.32435071629695,Mother earth ,"Goldman, Emma 1869-1940 "
osu.32435071629794,Mother earth ,"Goldman, Emma 1869-1940 "
pst.000001731477,"The man-made world, or, Our androcentric culture ","Gilman, Charlotte Perkins 1860-1935 "
pst.000002542072,"Mother earth, a monthly magazine devoted to the social science and literature ","Goldman, Emma 1869-1940 "
pst.000002542126,Mother earth bulletin ,"Goldman, Emma 1869-1940 "
pst.000002542171,"Mother earth, a monthly magazine devoted to the social science and literature ","Goldman, Emma 1869-1940 "
pst.000005982059,Poems by seven: Robin Morgan [and others ,"Morgan, Robin 1941- "
pst.000006153243,Honey photoplay title of Come out of the kitchen ,"Miller, Alice Duer 1874-1942 "
pst.000008019387,"Mother earth, a monthly magazine devoted to the social science and literature ","Goldman, Emma 1869-1940 "
pst.000010574034,Mother earth bulletin ,"Goldman, Emma 1869-1940 "
pst.000010574041,Mother earth bulletin ,"Goldman, Emma 1869-1940 "
pst.000018302134,Six of one ,"Brown, Rita Mae. "
pst.000021408632,"Canoeing guide, western Pennsylvania and northern West Virginia ","Shaw, Mary 1943- "
pst.000021567094,Psychology of the unconscious a study of the transformations and symbolisms of the libido : a contribution to the history of the evolution of thought ,"Hinkle, Beatrice M. "
pst.000026314204,Understanding arthritis ,"Forer, Ann. "
pst.000028009924,Isidro ,"Austin, Mary Hunter 1868-1934 "
pst.000032724233,Go with the river ,"Shaw, Mary Wright. "
pst.000050048458,A jury of her peers ,"Glaspell, Susan 1876-1948 "
pst.000050509522,Red Emma speaks an Emma Goldman reader ,"Goldman, Emma 1869-1940 "
pst.000057965345,Rubyfruit jungle ,"Brown, Rita Mae. "
uc1.$b102617,The morning is near us a novel ,"Glaspell, Susan 1876-1948 "
uc1.$b102618,Ambrose Holt and family ,"Glaspell, Susan 1876-1948 "
uc1.$b102974,Anatomy of me a wonderer in search of herself ,"Hurst, Fannie 1889-1968 "
uc1.$b103181,Lummox ,"Hurst, Fannie 1889-1968 "
uc1.$b103183,Gaslight sonatas ,"Hurst, Fannie 1889-1968 "
uc1.$b103231,Song of life ,"Hurst, Fannie 1889-1968 "
uc1.$b103234,We are ten ,"Hurst, Fannie 1889-1968 "
uc1.$b106300,Death sentence ,"Miller, Alice Duer 1874-1942 "
uc1.$b111408,No. 26 Jayne street ,"Austin, Mary Hunter 1868-1934 "
uc1.$b264605,"Gifted children, their nature and nurture ","Hollingworth, Leta Stetter 1886-1939 "
uc1.$b273905,Love and the soul maker ,"Austin, Mary Hunter 1868-1934 "
uc1.$b274291,The green bough a tale of the resurrection ,"Austin, Mary Hunter 1868-1934 "
uc1.$b295890,Can prayer be answered? ,"Austin, Mary Hunter 1868-1934 "
uc1.$b298616,Inheritors a play in three acts ,"Glaspell, Susan 1876-1948 "
uc1.$b300957,A president is born ,"Hurst, Fannie 1889-1968 "
uc1.$b301866,Gowns by Roberta ,"Miller, Alice Duer 1874-1942 "
uc1.$b319451,People ,"Glaspell, Susan 1882-1948 "
uc1.$b436723,Autobiography of an elderly woman ,"Vorse, Mary Heaton 1874-1966 "
