htid,title,org
njp.32101058908656,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
nnc2.ark:/13960/t2j68xw9k,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Research Department. 
njp.32101059426203,An open letter to President Harding from 52 members of the I.W.W. in Leavenworth Penitentiary who refuse to apply for individual clemency ,Industrial Workers of the World General Defense Committee. 
nnc2.ark:/13960/t2w42f562,Welcome to the Peking Y.W.C.A ,Young Women's Christian Association 
njp.32101059427672,"Preamble and constitution of the Industrial Workers of the World, organized July 7, 1905 As adopted 1905 and amended by conventions and ratified by referendum votes 1906, 1907, 1908, 1910, 1911, 1912, 1913, 1914, 1916, 1919 ",Industrial Workers of the World 
nnc2.ark:/13960/t3615qc29,One world under God ,"Young Women's Christian Associations of the United States of America National Convention (17th : 1946 : Atlantic City, N.J.) "
njp.32101061936835,I.W.W. songs to fan the flames of discontent ,Industrial Workers of the World 
osu.32435078647930,Annual report ,Chicago Urban League 
nnc2.ark:/13960/t3615qc29,Seventeenth national convention Young Women's Christian Associations of the United States of America ,"Young Women's Christian Associations of the United States of America National Convention (17th : 1946 : Atlantic City, N.J.) "
njp.32101061936835,"Songs of the workers on the road, in the jungles, and in the shops ",Industrial Workers of the World 
njp.32101065069807,Educational pamphlet series ,Amalgamated Clothing Workers of America Education Dept. 
njp.32101065069823,Educational pamphlet series ,Amalgamated Clothing Workers of America Education Dept. 
njp.32101068189503,Handbook - The Fortnightly Club for the Study of Anthropology ,"Fortnightly Club for the Study of Anthropology, Yonkers, N.Y "
nnc1.cr61046493,The handbook of the Young Womens Christian Association movement ,Young Women's Christian Association of the U.S.A National Board. 
nnc2.ark:/13960/t79s6fg0c,Issues for the Young Women's Christian Associations a nation-wide discussion ,Young Women's Christian Association of the U.S.A National Board. 
pst.000002438108,Freedom school poetry ,Student Nonviolent Coordinating Committee (U.S.) 
nnc2.ark:/13960/t0sr26s6z,"Turkey, our new field ",Young Women's Christian Association 
nnc2.ark:/13960/t3323cd7p,Linking up the nations A sketch of the work directed by the foreign secretaries financed ,Young Women's Christian Association of the U.S.A National Board. 
nnc2.ark:/13960/t86h97n6r,The advisory committee ,Young Women's Christian Association 
pst.000005384785,Centre piece facts and figures about that part of Centre County known as the State College area (Centre Region) and its relations with other governmental units ,"League of Women Voters of State College, Pennsylvania "
nnc2.ark:/13960/t3615qc29,National convention Young Women's Christian Associations of the United States of America ,"Young Women's Christian Associations of the United States of America National Convention (17th : 1946 : Atlantic City, N.J.) "
pst.000007402616,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
nnc2.ark:/13960/t3qv86h00,How far can you see? ,Young Women's Christian Association of the U.S.A Foreign Department. 
nnc2.ark:/13960/t8md3m73w,Seventeenth national convention Young Women's Christian Associations of the United States of America ,"Young Women's Christian Associations of the United States of America National Convention (17th : 1946 : Atlantic City, N.J.) "
nnc2.ark:/13960/t9f52bs83,Association membership and church work ,Young Women's Christian Association 
pst.000007402616,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
pst.000007402616,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
nnc2.ark:/13960/t9k40gc52,Association life the world around ,Young Women's Christian Association National Board. 
nnc2.ark:/13960/t5v743v9n,Needs the world over ,Young Women's Christian Association 
pst.000007402616,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
nyp.33433007283868,A Study of Chicago's stockyards community an investigation carried on under the direction of the Board of the University of Chicago Settlement and the Chicago Alumnae Club of the University of Chicago ,University of Chicago Settlement. Board. 
pst.000007402661,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
pst.000007402661,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
nyp.33433010801631,"The Hart, Schaffner & Marx labor agreement industrial law in the clothing industry ",Amalgamated Clothing Workers of America 
nyp.33433031298783,Industrial campaign series ,Young Women's Christian Association of the U.S.A National Board. War Work Council. Industrial Committee. 
nyp.33433062499342,New York State a citizen's handbook ,League of Women Voters of New York State 
nyp.33433075399646,Easy does it cookbook ,National Council of Jewish Women Philadelphia Section. 
nyp.33433010803710,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Chicago Joint Board. 
nyp.33433075968747,Manual of juvenile laws ,"Juvenile Protective Association, Chicago "
nyp.33433075968747,Revised manual ,"Juvenile Protective Association, Chicago "
nyp.33433077427916,Council cooks again ,National Council of Jewish Women Asbury Park Section (N.J.) 
osu.32435002742690,Report on the truancy department of the Board of Education (abridged) ,Juvenile Protective Association of Cincinnati 
osu.32435005114772,The new leadership a handbook for adults working with younger girls ,Young Women's Christian Association of the U.S.A 
pst.000007402661,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
pst.000007402661,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
pst.000007402715,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
pst.000007402715,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
pst.000008846143,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
osu.32435016302416,We shall overcome! songs of the Southern freedom movement ,Student Nonviolent Coordinating Committee (U.S.) 
pst.000009225121,Digest of information on wartime employment of women ,Young Women's Christian Associations U.S. National Board. U.S.O. Division. 
osu.32435018376780,Annabelle Gray ,"Fortnightly Club (Garvanza, Calif.) "
pst.000009483170,"The Hart, Schaffner & Marx labor agreement revised 1922-1925 ",Amalgamated Clothing Workers of America 
osu.32435009800244,Know Hamilton County ,League of Women Voters of Cincinnati 
osu.32435057735243,The One big union monthly ,Industrial Workers of the World General Executive Board. 
osu.32435060071172,You and your national government the indivisible partnership ,League of Women Voters 
osu.32435018376780,Garvanza prose and verse ,"Fortnightly Club (Garvanza, Calif.) "
pst.000013078713,General Executive Board Report - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
osu.32435066945320,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
pst.000013445683,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
pst.000005584307,"This is Wilkes-Barre A handbook of Wilkes-Barre, Pennsylvania and immediate vicinity ","League of Women Voters of Wilkes-Barre, Pennsylvania "
pst.000007402517,Energy options examining sources and defining government's role ,League of Women Voters (U.S.) Education Fund. 
pst.000013445683,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
pst.000007402555,A nuclear waste primer ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
pst.000007402616,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
pst.000007402661,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
pst.000007402661,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
pst.000007402715,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
pst.000007402715,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
pst.000007402715,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
pst.000009091245,An economic interpretation of the job ,Industrial Workers of the World 
osu.32435018376780,Inez and Wanda ,"Fortnightly Club (Garvanza, Calif.) "
pst.000013464493,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
pst.000010873557,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
osu.32435018376780,Prose and verse ,"Fortnightly Club (Garvanza, Calif.) "
pst.000013140083,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
pst.000013445683,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
pst.000013445683,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
pst.000013445683,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
osu.32435054859566,Young men's era ,Young Women's Christian Association of the U.S.A National Student Council. 
pst.000013445683,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
pst.000019969558,The Womanly art of breastfeeding ,La Leche League International 
pst.000024479226,Oconomowoc ,"League of Women Voters of Oconomowoc, Wisconsin "
pst.000030844223,Living in the Allentown area ,League of Women Voters of the Allentown Area 
pst.000044809362,IWW song book ,Industrial Workers of the World 
pst.000044809362,Songs to fan the flames of discontent the little red song book ,Industrial Workers of the World 
pst.000066985525,One big union monthly ,Industrial Workers of the World 
txu.059173026873394,"Human Development Project/San Jose, Costa Rica, of Federation de Organizaciones Voluntarias and Overseas Education Fund (1977-1979) final report ",League of Women Voters (U.S.) Overseas Education Fund. 
osu.32435054873989,Young men's era ,Young Women's Christian Association of the U.S.A National Student Council. 
pst.000013464493,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
osu.32435057735243,The One big union monthly ,Industrial Workers of the World 
osu.32435065010985,Politics is people ,League of Women Voters of the City of New York 
txu.059173026873394,Proyecto de Desarrollo Humano ,League of Women Voters (U.S.) Overseas Education Fund. 
osu.32437122907815,On the record ,League of Women Voters 
pst.000002529561,The U in Upper Darby a citizen's manual ,"League of Women Voters of Upper Darby, Pa "
pst.000007402111,Monitoring vocational education systems for sex equity compliance a citizen's handbook ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
uc1.$b113949,Case is altered ,University of Chicago Settlement league. 
pst.000007402616,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
pst.000013736118,You & your national government ,League of Women Voters (U.S.) Education Fund. 
pst.000017273930,Analysis of trends in federal tax policy ,Coalition of Labor Union Women (U.S.) 
pst.000007402616,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
pst.000017273930,Women and children first an analysis of trends in federal tax policy ,Coalition of Labor Union Women (U.S.) 
pst.000007402654,Energy dilemmas an overview of U.S. energy problems and issues ,League of Women Voters (U.S.) Education Fund. 
pst.000007402661,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
uc1.$b139109,Civil service and Connecticut ,League of Women Voters of Connecticut 
pst.000032464740,Whole foods for the whole family La Leche League International cookbook ,La Leche League International 
pst.000007402715,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
pst.000044809362,Little red songbook ,Industrial Workers of the World 
pst.000008757425,It's harder for girls ,Young Women's Christian Association of Australia 
coo.31924054285485,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
txu.059173000797428,Working poor families in Chicago and the Chicago Metropolitan Area a statistical profile based on the 1990 census ,Chicago Urban League 
txu.059173018424282,"Cuba, Castro and socialism ",Socialist Workers' Party (Great Britain) 
uc1.$b114670,Massachusetts State government ,League of Women Voters of Massachusetts 
pst.000009099913,"Key to the Keystone State, Pennsylvania ","League of Women Voters of Pennsylvania Education Fund. Key to the Keystone State, Pennsylvania. "
uc1.$b314487,"Handbook on positive health, 1928 rev. ed ",Young Women's Christian Association of the U.S.A Bureau of Social Education. 
uc1.$b265170,What is the Christian view of work and wealth? ,Young Women's Christian Association. U.S. National Board 
pst.000009180055,Voters service/citizen information handbook ,League of Women Voters (U.S.) Education Fund. 
uc1.$b292041,"I. W. W., one big union of all the workers the greatest thing on earth ",Industrial Workers of the World 
pst.000013078683,General Executive Board Report - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
pst.000013078690,General Executive Board Report - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
uc1.$b382059,Some resources for work with girls and young women in towns ,Young Women's Christian Association of the U.S.A National Board. 
pst.000013445683,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
uc1.$b53250,Housing for girls the Y.W.C.A. residence and its management ,Young Women's Christian Association of the U.S.A National Board. 
uc1.$b39589,Fair and clear in the home a symposium on household employment ,Young Women's Christian Association of the U.S.A National Board. 
pst.000013735890,A citizen's guide to electric utilities ,League of Women Voters (U.S.) Education Fund. 
uc1.$b790933,Annual report ,Juvenile Protective Association of Chicago 
pst.000013736422,Know your schools ,League of Women Voters (U.S.) Education Fund. 
uc1.$b95921,The history of trade unionism among women in Boston ,Women's Trade Union League of Massachusetts 
pst.000017805988,Living in the Allentown area ,"League of Women Voters of Allentown, Pa "
uc1.$b95925,Legal recognition of industrial women by Eleanor L. Lattimore... and Ray S. Trent ,Young Women's Christian Association of the U.S.A War Work Council. Industrial Committee. 
pst.000017845809,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
uc1.31175035156911,Suggestions for regulation of moving pictures ,Juvenile Protective Association of Chicago 
uc1.$b699716,Baby farms in Chicago an investigation made for the Juvenile Protective Association ,Juvenile Protective Association of Chicago 
uc1.$b790935,Annual report ,Juvenile Protective Association of Chicago 
uc1.31175035184418,Shop talks on economics. Hungarian ,Industrial Workers of the World 
uc1.31158000340421,The womanly art of breastfeeding ,La Leche League International 
uc1.31175023737573,Berkeley quarterly a journal of social science ,"Fortnightly Club, Berkeley, Calif "
uc1.31822009494774,Industrial Workers of the World songs to fan the flames of discontent ,Industrial Workers of the World Spokane Local 
pst.000019131726,"Centre piece [facts and figures about State College and other communities in Centre County, Pennsylvania ","League of Women Voters of State College, Pennsylvania "
uc1.31175035184418,NÃƒÂ©pszerÃƒÂ_ gazdasÃƒÂ¡gtan ,Industrial Workers of the World 
pst.000019131740,"Know your town, Mt. Lebanon, Pennsylvania ","League of Women Voters of Mt. Lebanon, Pa "
uc1.31822031036049,Cook book ,"Young Women's Christian Association (Bangkok, Thailand) Cook Book Committee "
uc1.31822031042831,American Institute of Wine & Food Culinary Collection ,Young Women's Christian Association (Malaya) 
uc1.31822031042831,International cookery book of Malaya ,Young Women's Christian Association (Malaya) 
uc1.31822009494774,Songs to fan the flames of discontent ,Industrial Workers of the World Spokane Local 
uc1.31822037856523,American Institute of Wine & Food Culinary Collection ,"Young Women's Christian Association (Bangkok, Thailand) Cook Book Committee "
uc1.31822031036049,"Cook book, YWCA ","Young Women's Christian Association (Bangkok, Thailand) Cook Book Committee "
uc1.31822031042831,The Y.W.C.A. international cookery book of Malaya ,Young Women's Christian Association (Malaya) 
uc1.31822037856523,YWCA cookbook ,"Young Women's Christian Association (Bangkok, Thailand) Cook Book Committee "
uc1.31822035564905,Sing along the way ,Young Women's Christian Association of the U.S.A 
uc1.32106000664620,"A guide to your county government Santa Cruz County, California ","League of Women Voters of Santa Cruz, Calif "
uc1.31970005873689,One big union monthly ,Industrial Workers of the World 
uc1.32106006699042,I.W.W. songs ,Industrial Workers of the World 
uc1.32106000928439,The department store girl based on interviews with 200 girls ,Juvenile Protective Association of Chicago 
uc1.32106001294633,The Port Huron statement ,Students for a Democratic Society (U.S.) 
uc1.32106009368991,Child care in California quality? affordability? accessibility? ,League of Women Voters of California 
uc1.32106010162904,"Collected records of the Woman's Peace Party, 1914-1920 guide to the Scholarly Resources microfilm edition ",Woman's Peace Party 
uc1.32106010558051,"Courts, judges, and voters a guide to judicial elections ",League of Women Voters of California 
pst.000020909826,This is Luzerne County ,"League of Women Voters of Wilkes-Barre, Pennsylvania "
uc1.32106006889361,Women as food producers in developing countries ,League of Women Voters (U.S.) Overseas Education Fund. 
uc1.32106015585125,"A blueprint for pesticide policy changing the way we safeguard, grow and market food ",League of Women Voters (U.S.) Education Fund 
uc1.32106020373988,YWCA magazine ,Young Women's Christian Association United States National Board. 
uc1.32106020373996,Association monthly ,Young Women's Christian Association United States National Board. 
coo.31924054285659,General Executive Board Report - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
uc1.32106020398084,CORE papers ,Congress of Racial Equality 
uc1.32106019792370,California voters' handbook ,League of Women Voters of California 
pst.000022044341,Key to the keystone state: Pennsylvania ,League of Women Voters of Pennsylvania Education Fund. 
coo.31924054285790,General Executive Board Report - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
uc1.32106020373988,Association monthly ,Young Women's Christian Association United States National Board. 
pst.000024095570,The industrial pioneer an illustrated labor magazine ,Industrial Workers of the World 
uc1.32106020373988,Woman's press ,Young Women's Christian Association United States National Board. 
pst.000031146180,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
pst.000063917321,Fabric of my life the autobiography of Hannah G. Solomon ,National Council of Jewish Women 
uc1.32106020373996,Woman's press ,Young Women's Christian Association United States National Board. 
uc1.32106020373996,YWCA magazine ,Young Women's Christian Association United States National Board. 
txu.059173000465326,What affirmative action? where are the minority educators in the metropolitan Chicago schools? ,Chicago Urban League Research and Planning Dept. 
txu.059173000465326,Where are the minority educators in the metropolitan Chicago schools? ,Chicago Urban League Research and Planning Dept. 
txu.059173026803592,"Regional legal services project for women report on the first year evaluation, Nov/Dec 1980, Honduras, Nicaragua, Costa Rica ",League of Women Voters (U.S.) Overseas Education Fund. 
uc1.32106020398043,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
uc1.32106020407976,Progressive labor ,Progressive Labor Party 
uc1.32106020408040,"PL, Progressive labor ",Progressive Labor Party 
txu.059173026806535,Annotated bibliography on child care needs of low-income mothers in third world countries ,League of Women Voters (U.S.) Overseas Education Fund. 
uc1.32106020398043,CORE papers ,Congress of Racial Equality 
uc1.32106020408040,Progressive labor ,Progressive Labor Party 
uc1.32106020398092,CORE papers ,Congress of Racial Equality 
uc1.32106020398100,CORE papers ,Congress of Racial Equality 
uc1.32106020407950,Progressive labor ,Progressive Labor Party 
uc1.32106020407968,Progressive labor ,Progressive Labor Party 
uc1.32106020414063,"PL, Progressive labor magazine ",Progressive Labor Party 
uc1.a0000389494,A child health survey of New York state an inquiry into the measures being taken in the different counties for conserving the health of children ,League of Women Voters of New York State 
uc1.32106020407992,"PL, Progressive labor ",Progressive Labor Party 
txu.059173026873394,Human Development Project ,League of Women Voters (U.S.) Overseas Education Fund. 
uc1.a0001546894,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
txu.059173027047542,Intercambio English summary ,League of Women Voters (U.S.) Overseas Education Fund. 
uc1.b3635689,Revolution today: U.S.A a look at the progressive labor movement and the Progressive Labor Party ,Progressive Labor Party 
coo.31924054331487,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
uc1.b3821597,Let's look at the property tax ,League of Women Voters of California 
uc1.$b39176,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Chicago Joint Board. 
coo.31924055320232,Partners in play recreation for young men and women together ,Young women's Christian Association of the U.S.A National board. 
uc1.b3974355,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.32106020408008,Progressive labor ,Progressive Labor Party 
uc1.$b39176,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Research Dept. 
uc1.$b39466,"Buyers beware the case for new food, drug, and cosmetics legislation ",League of Women Voters (U.S.) 
uc1.$b39466,"Food, drug, and cosmetics legislation ",League of Women Voters (U.S.) 
uc1.$b575434,Muscle Shoals and the public welfare ,League of Women Voters (U.S.) 
uc1.b3974356,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.$b743812,"Report of the Overseas committee of the War work council of the Young women's Christian association, 1917-1920 ",Young Women's Christian Association of the U.S.A National Board. War work council. Overseas committee. 
uc1.$b790934,Annual report ,Juvenile Protective Association of Chicago 
uc1.32106020408016,"PL, Progressive labor ",Progressive Labor Party 
uc1.b3974357,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.32106020414063,Progressive labor magazine ,Progressive Labor Party 
uc1.b3974358,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.32106020414071,"PL, Progressive labor magazine ",Progressive Labor Party 
uc1.$b95324,Consider the laundry workers ,League of Women Shoppers 
uc1.$c183450,The Association monthly ,Young Women's Christian Association of the U.S.A National Board. 
uc1.a0001546902,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
uc1.31158001800506,The womanly art of breastfeeding ,La Leche League International 
uc1.31175023737565,Berkeley quarterly a journal of social science ,"Fortnightly Club, Berkeley, Calif "
uc1.b2500859,Decision makers in the San Francisco Bay Area directory of Bay Area regional and inter-county agencies (governmental and voluntary) ,League of Women Voters of the Bay Area 
uc1.31822031026818,Helpful hints to housewives ,National Council of Jewish Women Los Angeles Section 
uc1.b3974360,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.31822031042831,Y.W.C.A. cookery book of Malaya ,Young Women's Christian Association (Malaya) 
uc1.b2501223,Decision makers ,League of Women Voters of the Bay Area 
uc1.b3974364,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.b2501223,San Francisco Bay Area decision makers regional and inter-county Bay Area agencies ,League of Women Voters of the Bay Area 
uc1.b3974370,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.b3998088,Minutes of the Constitutional General Convention ,Industrial Workers of the World 
uc1.b3998347,Inflation--cause and cure ,Industrial Workers of the World Tacoma-Olympia Branch. 
uc1.b4004812,Effective contract language for union women ,Coalition of Labor Union Women (U.S.). Task Force on Conract Language 
uc1.b4018613,Community handbook ,League of Women Voters of South San Mateo County 
uc1.31822035086487,American Institute of Wine & Food Culinary Collection ,Young Women's Christian Association (Hong Kong) 
uc1.31822035086487,Noodles and rice and everything nice ,Young Women's Christian Association (Hong Kong) 
uc1.b4018861,Wobbly 80 years of rebel art ,Industrial Workers of the World 
uc1.b2501223,"San Francisco Bay Area decision makers, directory of regional and inter-county agencies 1995/97- ",League of Women Voters of the Bay Area 
uc1.31822035093806,Chinese cookbook ,"Young Women's Christian Association (Peking, China) "
uc1.b2825462,"Report of the International Congress of Women The Hague-- The Netherlands, April 28th to May 1st, 1915 : president's address : resolutions adopted : report of the committee visting European capitals ",Woman's Peace Party 
coo.31924055999191,Annual report ,Women's Trade Union League of New York 
uc1.b3088039,The Berkeley quarterly ,"Fortnightly Club (Berkeley, Calif.) "
uc1.b3607390,"Supercity/hometown, U.S.A prospects for two-tier government ",League of Women Voters (U.S.) Education Fund. 
uc1.b3974207,Constitution ,Amalgamated Clothing Workers of America 
uc1.b4145860,California voters' handbook ,League of Women Voters of California 
uc1.31822037856523,YWCA cook book ,"Young Women's Christian Association (Bangkok, Thailand) Cook Book Committee "
uc1.b3974352,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.b4313634,California voters' handbook ,League of Women Voters of California 
uc1.31970007306217,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
uc1.b3974353,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.32106001026613,"How democratic is America? Responses to the New Left challenge. An official statement of Students for a Democratic Society, and essays by Walter Berns [and others] ",Students for a Democratic Society (U.S.) 
uc1.32106006639931,A citizen's guide to Scotts Valley ,League of Women Voters of Santa Cruz County 
uc1.b4313635,California voters' handbook ,League of Women Voters of California 
uc1.b3974359,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.32106009936342,"A Guide to your county government Santa Cruz County, California ",League of Women Voters of Santa Cruz County 
uc1.b3974367,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.32106020373970,YWCA magazine ,Young Women's Christian Association United States National Board. 
uc1.b3974371,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.32106020398092,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
uc1.32106020398100,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
uc1.32106020407968,"PL, Progressive labor ",Progressive Labor Party 
uc1.32106020407984,"PL, Progressive labor ",Progressive Labor Party 
uc1.32106020408008,"PL, Progressive labor ",Progressive Labor Party 
uc1.b4442556,"Key to the Keystone State, Pennsylvania ",League of Women Voters of Pennsylvania 
uc1.b4145861,California voters' handbook ,League of Women Voters of California 
uc1.32106020408016,Progressive labor ,Progressive Labor Party 
uc1.b4313636,California voters' handbook ,League of Women Voters of California 
uc1.b4576764,"Labor agreement, The Hart, Schaffner & Marx ",Amalgamated Clothing Workers of America 
uc1.32106020408032,Progressive labor ,Progressive Labor Party 
uc1.b4581724,The China puzzle an introductory sketch ,League of Women Voters (U.S.) 
uc1.c006824615,Proceedings of the ... triennial convention ,National Council of Jewish Women 
uc1.b4386524,A Guide to Santa Cruz County government ,League of Women Voters of Santa Cruz County 
uc1.b4386525,A Guide to Santa Cruz County government ,League of Women Voters of Santa Cruz County 
uc1.32106020408057,"PL, Progressive labor ",Progressive Labor Party 
uc1.b4576764,"The Hart, Schaffner & Marx labor agreement being a compilation and codification of the agreements of 1911, 1913 and 1916 and decisions rendered by the Board of Arbitration ",Amalgamated Clothing Workers of America 
uc1.32106020414071,PL magazine ,Progressive Labor Party 
uc1.c058335014,Proceedings of the ... triennial convention ,National Council of Jewish Women 
uc1.a0001546910,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
uc2.ark:/13960/t12n51n9d,The history of trade unionism among women in Boston ,Women's Trade Union League of Massachusetts 
uc2.ark:/13960/t4mk6gn79,The Christian approach to social morality ,Young Women's Christian Association of the U.S.A National Board. 
uc1.c006824606,Proceedings of the ... triennial convention ,National Council of Jewish Women 
uc1.b3859508,"Board of arbitration for the agreements between the Amalgamated Clothing Workers of America and Chicago Clothing Manufacturers ; decision of Dec. 22, 1919 ; decision of April 14, 1921 (preliminary edition) ",Amalgamated Clothing Workers of America 
uc2.ark:/13960/t6348w18v,"Labor agreement, The Hart, Schaffner & Marx ",Amalgamated Clothing Workers of America 
uc1.c020852606,A Study of Chicago's stockyards community an investigation carried on under the direction of the Board of the University of Chicago Settlement and the Chicago Alumnae Club of the University of Chicago ,University of Chicago Settlement. Board. 
coo.31924059259816,Sustainable agriculture and suburban markets what's the connection? ,"League of Women Voters of Briarcliff, Ossining, Croton and Cortlandt (N.Y.) "
uiug.30112001978789,The Commons a monthly record devoted to aspects of life and labor from the social settlement point of view ,Chicago Commons Association 
uc1.b3973868,Constitution ,Amalgamated Clothing Workers of America 
coo.31924060560061,Is your job making you sick? a CLUW handbook on workplace hazards ,Coalition of Labor Union Women (U.S.) 
uiug.30112004207194,Treasurer's statement ,Northwestern University Settlement Association 
uc1.c3057070,"The picture that came to life the story of the Sidney Hillman Medical Center of the Male Apparel Industry of Philadelphia, and of the union which it serves ",Amalgamated Clothing Workers of America 
uc1.b3974204,Constitution ,Amalgamated Clothing Workers of America 
uc2.ark:/13960/t06w9kv5p,Membership book and constitution of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
uc1.b3974206,Constitution ,Amalgamated Clothing Workers of America 
uc2.ark:/13960/t56d5rr01,Legal recognition of industrial women by Eleanor L. Lattimore... and Ray S. Trent ,Young Women's Christian Association of the U.S.A War Work Council. Industrial Committee. 
uc1.b3974208,Constitution ,Amalgamated Clothing Workers of America 
uc1.b3974354,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uiug.30112033797686,YWCA annual report ,"Young Women's Christian Association (Dayton, Ohio) "
uc2.ark:/13960/t6348w18v,"The Hart, Schaffner & Marx labor agreement being a compilation and codification of the agreements of 1911, 1913 and 1916 and decisions rendered by the Board of Arbitration ",Amalgamated Clothing Workers of America 
uc1.b3974363,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uiug.30112038190267,Know your towns ,"League of Women Voters of Champaign County, Illinois "
uiug.30112039715724,Preamble and constitution of the Industrial Workers of the World ,Industrial Workers of the World 
uc1.b3974365,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
