htid,title,person
nyp.33433075958375,The long road of woman's memory ,"Addams, Jane 1860-1935 "
osu.32435003431236,Improvement in rural public relief the lesson of the coal-mining communities ,"Abbott, Grace 1878-1939 "
osu.32435063483309,"Daughters of America Ella Reeve Bloor, Anita Whitney ","Flynn, Elizabeth Gurley. "
pst.000007947742,"Women at the Hague the International congress of women and its results, by three delegates to the congress from the United States; Jane Addams, Emily G. Balch, Alice Hamilton ","Addams, Jane 1860-1935 "
pst.000010542491,A new conscience and an ancient evil ,"Addams, Jane 1860-1935 "
pst.000022846112,Mob rule in New Orleans ,"Wells-Barnett, Ida B. 1862-1931 "
pst.000022846112,On lynchings ,"Wells-Barnett, Ida B. 1862-1931 "
pst.000022846112,Red record ,"Wells-Barnett, Ida B. 1862-1931 "
pst.000068979737,Schoolroom games ,"Boyd, Neva Leona. "
txu.059173007395127,Report on crime and the foreign born ,"Abbott, Edith 1876-1957 "
txu.059173018674778,A comparative study of the English-speaking and Spanish-speaking beginners in the public schools ,"Anderson, Mary. "
txu.059173026616336,Unequal sisters a multicultural reader in U.S. women's history ,"DuBois, Ellen Carol 1947- "
txu.059173026917490,Notes on the life and times of Claudia Jones ,"Jones, Claudia 1915-1964 "
uc1.$b113021,A few memories ,"Anderson, Mary 1859-1940 "
uc1.$b128269,Brief manual technical rules covering the preparation of briefs ,"Perkins, Frances. "
uc1.$b17844,A cycle in the celestial kingdom ,"Anderson, Mary Raleigh b. 1878 "
uc1.$b265694,The overthrow of the war system ,"Addams, Jane 1860-1935 "
uc1.$b298671,Canvassing (a comedy in two scenes) ,"Jones, Claudia. "
uc1.$b357930,Soc. serv. rev (Chicago) ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357930,The Social service review ,"Abbott, Edith 1876-1957 "
uc1.$b357931,Soc. serv. rev (Chicago) ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357932,Soc. serv. rev (Chicago) ,"Abbott, Edith 1876-1957 "
uc1.$b357933,Soc. serv. rev (Chicago) ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357933,The Social service review ,"Abbott, Edith 1876-1957 "
uc1.$b357934,Soc. serv. rev (Chicago) ,"Abbott, Edith 1876-1957 "
uc1.$b357934,The Social service review ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357936,Soc. serv. rev (Chicago) ,"Abbott, Edith 1876-1957 "
uc1.$b357936,The Social service review ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357937,Soc. serv. rev (Chicago) ,"Abbott, Edith 1876-1957 "
uc1.$b357937,The Social service review ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357939,Soc. serv. rev (Chicago) ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357940,The Social service review ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357941,The Social service review ,"Abbott, Edith 1876-1957 "
uc1.$b357941,The Social service review ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357944,Soc. serv. rev (Chicago) ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b357945,Soc. serv. rev (Chicago) ,"Abbott, Edith 1876-1957 "
uc1.$b357945,The Social service review ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b359627,Social work and the courts select statutes and judicial decisions ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b37761,Legal tender a study in English and American monetary history ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.$b471843,Madeline McDowell Breckinridge a leader in the new South ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.31175033855373,A few memories ,"Anderson, Mary 1859-1940 "
uc1.31175035135212,As you like it ,"Anderson, Mary 1859-1940 "
uc1.31210012933725,Impacts of coal-fired power plants on local ground-water systems Wisconsin power plant impact study ,"Anderson, Mary P. "
uc1.31822007650062,Analyzing the costs and benefits of natural disaster responses in the context of development ,"Anderson, Mary B. 1939- "
uc1.31822018868711,Export performance and enterprise reform in China's coastal provinces ,"Perkins, Frances 1952- "
uc1.31822028335305,China's transitional economy between plan and market ,"Perkins, Frances 1952- "
uc1.32106010534730,Gender analysis in development planning a case book ,"Anderson, Mary B. 1939- "
uc1.b2963224,Soc. serv. rev (Chicago) ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.b2963224,The Social service review ,"Abbott, Edith 1876-1957 "
uc1.b2963226,Soc. serv. rev (Chicago) ,"Abbott, Edith 1876-1957 "
uc1.b2963226,The Social service review ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.b2963227,Soc. serv. rev (Chicago) ,"Abbott, Edith 1876-1957 "
uc1.b2963228,Soc. serv. rev (Chicago) ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.b2963229,Soc. serv. rev (Chicago) ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.b2963230,Soc. serv. rev (Chicago) ,"Abbott, Edith 1876-1957 "
uc1.b2963231,The Social service review ,"Abbott, Edith 1876-1957 "
uc1.b2963232,The Social service review ,"Abbott, Edith 1876-1957 "
uc1.b2963233,The Social service review ,"Abbott, Edith 1876-1957 "
uc1.b2963234,Soc. serv. rev (Chicago) ,"Abbott, Edith 1876-1957 "
uc1.b2963234,The Social service review ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.b3414742,Truancy and non-attendance in the Chicago schools a study of the social aspects of the compulsory education and child labor legislation of Illinois ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc1.b4320123,"Universities: British, Indian, African a study in the ecology of higher education ","Anderson, Mary historian "
uc1.b4324308,The rise of the student estate in Britain ,"Anderson, Mary historian joint author. "
uc1.b4487629,"Universities: British, Indian, African a study in the ecology of higher education ","Anderson, Mary historian "
uc1.b4527288,Lead poisoning ,"Hamilton, Alice 1869-1970 "
uc1.b5617372,The delinquent child and the home ,"Breckinridge, Sophonisba Preston 1866-1948 "
uc2.ark:/13960/t12n5960j,The long road of woman's memory ,"Addams, Jane 1860-1935 "
uc2.ark:/13960/t1rf5sx8r,Women at the Hague the International Congress of Women and its results ,"Addams, Jane 1860-1935 "
uc2.ark:/13960/t1rf5sx8r,Women at the Hague the International Congress of Women and its results ,"Hamilton, Alice 1869-1970 "
uc2.ark:/13960/t1xd0th1q,A few memories ,"Anderson, Mary 1859-1940 "
uc2.ark:/13960/t8w95hf3j,"Twenty years at Hull-house, with autobiographical notes ","Addams, Jane 1860-1935 "
uiuc.2436136,Sex problems in modern society ,"Yarros, Rachelle Skidelski 1869- "
uiug.30112018112638,Recent changes in the painters' trade ,"Hamilton, Alice 1869- "
uiuo.ark:/13960/t1wd3zv7k,The story of Aunt Lizzie Aiken ,"Anderson, Mary Eleanor 1840-1916 "
uiuo.ark:/13960/t4vh5qd18,The one hundred and one county jails of Illinois and why they ought to be abolished ,"Abbott, Edith 1876-1957 "
uiuo.ark:/13960/t6rx9530d,The delinquent child and the home ,"Breckinridge, Sophonisba Preston 1866-1948 "
uiuo.ark:/13960/t6zw1b90n,A handbook for the women voters of Illinois ,"Breckinridge, Sophonisba Preston 1866-1948 ed. "
uiuo.ark:/13960/t87h1h079,Women at the Hague the International Congress of Women and its results ,"Hamilton, Alice 1869-1970 "
uma.ark:/13960/t5j97h50b,Report of the Commission on Immigration on the problem of immigration in Massachusetts ,"Abbott, Grace 1878-1939 "
umn.31951002084024f,Stool-pigeon ,"Flynn, Elizabeth Gurley. "
umn.31951002289572h,Hospital and bedside games ,"Boyd, Neva Leona. "
umn.31951d01190219t,Environmental properties of a mined area ,"Anderson, Mary L. "
uva.x000368644,A new conscience and an ancient evil ,"Addams, Jane 1860-1935 "
uva.x000449004,Democracy and social ethics ,"Addams, Jane 1860-1935 "
uva.x000925953,A new conscience and an ancient evil ,"Addams, Jane 1860-1935 "
wu.89052197274,Transcriptional control points during macrophage development that influence the macrophage activation response ,"McDowell, Mary Ann. "
wu.89058507153,Women in industry; a study in American economic history ,"Abbott, Edith 1876-1957 "
wu.89066287707,The Street genealogy ,"Anderson, Mary E. (Mary Evarts) 1838-1905 "
wu.89067438143,"Ancestry and posterity of Joseph Smith and Emma Hale with little sketches of their immigrant ancestors, all of whom came to America between the years 1620 and 1685, and settled in the states of Massachusetts and Connecticut ","Anderson, Mary Audentia Smith 1872- "
wu.89084366400,Women at the Hague the international peace congress of 1915 ,"Hamilton, Alice. "
wu.89098882905,A new conscience and an ancient evil ,"Addams, Jane 1860-1935 "
